ORIG	DEST	N_TOT
502	502	1
504	504	1
505	505	1
512	512	1
512	513	1
513	513	1
517	505	1
517	517	1
517	529	1
521	522	1
522	522	1
528	528	1
529	529	1
530	528	1
546	546	1
549	550	1
550	546	1
550	550	1
551	551	1
557	250	1
557	557	1
557	565	1
559	559	3
560	560	1
560	561	1
561	561	1
561	569	1
562	560	1
562	562	1
564	568	1
565	564	1
565	565	1
568	562	1
568	568	1
569	559	1
569	569	1
580	580	2
585	585	1
594	590	1
594	594	1
595	594	1
595	613	1
596	595	1
596	596	1
597	596	1
597	597	2
599	599	1
599	600	1
600	605	1
601	599	1
603	597	1
603	603	1
605	603	1
605	605	2
613	613	1
621	621	2
621	659	1
622	621	1
622	622	1
623	621	1
623	623	2
624	622	1
624	624	1
625	625	1
626	626	2
627	626	1
632	632	1
633	633	1
638	638	1
638	640	1
640	512	1
640	640	1
641	638	1
641	641	1
642	642	1
642	646	1
643	642	1
644	644	1
644	650	1
646	641	1
646	644	1
650	650	1
657	657	1
659	659	1
660	660	1
662	898	1
672	660	1
680	681	1
681	681	1
681	682	1
682	682	2
682	790	1
687	687	1
698	698	2
698	702	1
699	698	2
699	699	1
699	700	1
700	702	1
701	703	1
702	701	1
702	702	1
703	704	1
704	713	1
707	709	1
707	739	1
708	707	1
709	780	1
712	708	1
712	712	1
712	713	1
713	707	1
713	713	1
713	714	1
714	712	1
714	714	3
714	715	1
715	712	1
715	714	1
715	715	1
716	715	1
717	716	1
720	717	1
722	722	1
722	730	1
726	726	1
726	728	1
728	728	1
728	731	1
730	720	1
731	731	1
733	733	1
734	733	1
735	726	1
735	735	1
735	736	1
736	736	1
736	772	1
738	711	1
738	738	1
739	738	1
739	739	2
740	741	1
741	741	1
741	742	1
742	735	1
742	742	1
763	770	1
769	769	1
770	770	1
770	773	1
772	772	2
772	775	1
773	772	1
773	773	1
774	774	3
774	777	1
775	774	1
775	775	1
777	739	1
777	777	1
790	790	1
801	801	1
801	822	1
817	801	1
822	822	1
822	823	2
823	823	2
830	830	1
831	830	1
831	831	1
835	831	1
844	844	1
844	892	1
857	890	1
864	883	1
869	869	1
869	886	1
878	878	1
879	878	1
883	883	1
883	888	1
884	869	1
886	886	1
888	888	1
889	889	1
890	890	1
891	889	1
891	891	1
892	892	1
895	844	1
895	895	1
896	895	1
898	898	1
899	899	1
902	902	1
907	899	1
907	907	1
908	907	1
924	2668	1
940	580	1
944	944	1
944	945	1
945	945	1
945	946	1
946	948	1
948	948	2
948	970	1
970	970	1
970	975	1
972	972	1
972	973	1
973	948	1
973	973	1
976	944	1
977	976	1
977	977	1
991	972	1
1005	1005	1
1005	1404	1
1006	1005	1
1006	1006	1
1008	150	1
1008	187	1
1008	219	1
1008	268	1
1008	310	1
1008	580	1
1008	605	1
1008	625	1
1008	687	1
1008	857	1
1008	1006	1
1008	1407	1
1008	1470	1
1019	1019	1
1020	1019	1
1020	1020	1
1021	1020	1
1021	1021	1
1021	1027	1
1023	1021	1
1027	1027	1
1028	1026	1
1028	1028	1
1044	2343	1
1061	1061	1
1071	1071	1
1072	1071	1
1072	1072	1
1077	1072	1
1078	1077	1
1078	1078	1
1152	2518	1
1357	6767	1
1365	1365	1
1372	1485	1
1375	1378	1
1378	1365	1
1378	1378	1
1381	2668	1
1397	1397	1
1400	1400	1
1401	1401	1
1404	1401	1
1404	1404	1
1407	1407	1
1417	2508	1
1420	221	1
1422	1422	1
1433	1433	1
1436	1436	1
1436	2668	1
1438	1438	1
1438	1440	1
1440	1440	1
1442	1438	1
1446	1446	1
1447	1446	1
1447	1447	1
1459	1400	1
1470	1470	2
1485	1485	1
1501	1502	1
1502	1502	1
2256	2256	1
2256	2261	1
2257	2256	1
2257	2257	2
2257	2656	1
2259	2259	1
2259	2671	1
2260	2257	1
2260	2260	1
2261	2261	1
2262	2260	1
2262	2262	1
2264	2262	1
2264	2264	1
2264	2265	1
2265	2264	1
2265	2265	2
2266	2264	1
2266	2266	2
2266	2677	1
2269	2269	1
2271	2271	1
2274	2276	1
2276	2276	1
2276	2277	1
2277	2265	1
2277	2277	1
2281	2281	1
2281	2291	1
2282	2281	1
2282	2282	1
2283	2294	1
2291	2271	1
2291	2291	1
2291	2296	1
2294	2282	1
2294	2294	1
2296	2427	1
2298	2298	1
2299	2298	1
2299	2299	1
2301	2303	1
2301	2553	1
2303	2303	1
2303	2304	1
2303	2317	1
2304	2304	1
2304	2305	1
2305	2307	1
2307	2301	1
2311	1061	1
2311	2311	1
2312	2312	1
2312	2314	1
2312	2317	1
2317	2303	1
2317	2317	2
2317	2318	1
2318	2318	1
2327	2503	1
2333	2333	1
2333	2348	1
2339	2340	1
2340	2340	1
2340	2341	1
2341	2341	2
2341	2343	1
2343	2343	2
2343	2344	1
2344	2345	1
2345	2345	1
2346	2317	1
2346	2339	1
2346	2346	2
2348	2348	1
2352	2333	1
2380	2380	1
2380	2381	1
2381	2477	1
2385	2402	1
2386	2386	1
2386	2405	1
2387	2386	1
2388	2387	1
2388	2388	1
2389	2389	1
2392	2392	1
2393	2392	1
2394	2389	1
2394	2394	1
2394	4604	1
2395	2394	1
2398	2431	1
2398	2470	1
2402	2402	1
2402	2434	1
2404	2388	1
2404	2404	1
2405	2405	1
2405	2406	1
2406	2406	1
2420	2720	1
2422	2695	1
2424	2447	1
2427	2398	1
2429	2385	1
2429	2429	1
2431	2424	1
2434	2398	1
2435	2404	1
2435	2435	1
2436	2436	1
2438	2438	1
2438	2439	2
2439	2444	1
2439	2445	1
2440	2440	1
2440	2443	1
2441	2440	2
2441	2441	2
2442	2441	2
2442	2442	1
2443	2442	1
2443	2443	2
2444	2443	2
2444	2444	2
2444	2450	1
2445	2445	1
2447	2420	1
2447	2422	1
2447	2447	2
2447	2448	1
2447	2452	1
2448	2448	1
2448	2450	1
2450	2444	1
2450	2447	1
2452	2438	1
2454	2447	1
2455	2454	1
2459	2459	1
2464	2459	1
2465	2464	1
2466	2469	1
2469	2447	1
2470	2466	1
2477	2327	1
2477	2477	1
2482	2380	1
2501	2482	1
2503	2503	1
2508	2508	2
2509	2508	1
2510	2509	1
2511	2510	1
2512	2512	1
2512	2513	1
2513	2513	1
2513	2533	1
2518	2518	1
2529	1152	1
2529	2529	1
2530	2533	1
2532	2529	1
2533	2532	1
2533	2533	2
2533	2540	1
2540	2540	1
2549	2512	1
2553	2554	1
2554	2550	1
2583	2583	1
2583	2611	1
2599	2603	1
2601	2604	1
2603	2603	1
2604	2604	1
2604	2622	1
2611	2611	1
2611	2622	1
2614	2583	1
2619	1044	1
2622	2622	2
2622	2623	2
2623	2623	2
2655	2256	1
2656	2655	1
2656	2656	1
2662	355	1
2662	763	1
2662	2266	1
2662	2269	1
2662	2429	1
2662	2436	1
2662	2662	1
2662	2668	1
2667	2257	1
2667	2667	1
2668	44	1
2668	57	1
2668	81	1
2668	92	1
2668	104	1
2668	156	1
2668	177	1
2668	258	1
2668	277	1
2668	282	1
2668	312	1
2668	324	1
2668	335	1
2668	344	1
2668	350	1
2668	383	1
2668	405	1
2668	464	1
2668	472	1
2668	481	1
2668	491	1
2668	500	1
2668	502	1
2668	504	1
2668	530	1
2668	551	1
2668	559	2
2668	597	1
2668	633	1
2668	657	1
2668	714	1
2668	722	1
2668	769	1
2668	774	1
2668	891	1
2668	1006	1
2668	1028	1
2668	1397	1
2668	1422	1
2668	1433	1
2668	2266	1
2668	2299	1
2668	2311	1
2668	2341	1
2668	2435	1
2668	2667	1
2668	2668	1
2668	2682	1
2669	2692	1
2670	2257	1
2670	2670	1
2671	2266	1
2671	2670	1
2671	2671	2
2672	2259	1
2672	2672	1
2677	2672	1
2677	2676	1
2682	429	1
2682	2682	1
2684	2677	1
2684	2684	1
2689	2684	1
2689	2689	1
2690	2671	1
2692	2692	1
2692	2693	1
2693	2689	1
2693	2690	1
2693	2693	1
2695	2693	1
2758	5501	1
3362	203	1
3362	213	1
3362	252	1
3362	268	1
3362	385	1
3362	433	1
3362	517	1
3362	632	1
3362	682	1
3362	902	1
3362	940	1
3362	977	1
3362	1470	1
3362	2312	1
3362	2346	1
4137	271	1
4137	360	1
4137	623	1
4137	2501	1
4604	122	1
4604	177	1
4604	393	1
4604	489	1
4604	623	1
4604	774	1
4604	1077	1
4604	1078	1
4604	2346	1
4604	2511	1
5501	2758	1
5514	392	1
5514	624	1
5514	626	1
6767	1357	1
