ORIG	DEST	N_TOT
755	755	1
757	755	1
760	760	1
760	814	1
761	733	1
768	761	1
768	768	5
768	769	2
768	771	1
769	768	2
769	769	2
769	770	1
770	769	2
770	770	1
770	771	1
770	773	1
771	733	1
771	771	3
772	736	1
772	773	1
773	768	1
773	770	1
773	772	1
773	773	1
775	739	1
775	775	1
776	776	1
776	785	1
778	776	1
779	778	1
779	781	1
780	709	1
780	780	1
781	780	1
781	781	1
785	687	1
785	785	1
787	787	1
787	788	1
787	790	1
788	787	1
788	788	3
788	836	1
789	788	1
789	789	1
790	789	1
790	790	1
792	792	1
796	2668	1
797	797	1
803	805	1
805	805	1
807	770	1
808	808	1
809	810	1
810	808	1
810	810	1
813	760	1
814	814	1
819	820	1
820	820	1
820	825	1
825	825	1
825	831	1
826	826	1
827	826	1
831	831	1
835	838	1
836	836	1
838	841	1
841	895	1
843	843	1
843	895	1
845	845	1
845	855	1
848	848	1
848	851	1
850	848	1
850	855	1
851	851	1
851	852	1
852	852	1
852	853	1
853	845	1
853	853	1
855	855	1
855	858	1
858	859	1
859	859	1
859	860	1
860	860	1
860	862	1
860	863	1
862	862	2
863	863	1
878	880	1
880	880	1
888	888	1
888	920	1
894	902	1
895	894	1
895	895	1
895	899	1
897	897	1
898	675	1
899	907	1
900	900	2
900	906	2
901	900	1
901	901	1
901	904	1
902	619	1
902	900	1
902	902	2
902	903	2
903	619	1
903	625	1
903	901	1
903	903	3
904	888	1
904	904	1
905	902	2
905	903	1
906	902	1
906	905	2
906	906	2
920	920	1
945	947	1
947	948	1
948	957	1
950	950	1
950	952	1
951	961	1
952	951	1
952	952	1
954	942	1
956	954	1
957	950	1
961	962	1
962	956	1
962	962	1
965	965	2
990	990	1
995	965	2
995	995	2
998	990	1
1008	299	1
1008	1460	1
1010	1415	1
1018	995	1
1018	1018	1
1019	1018	1
1019	1019	1
1020	1019	1
1026	1027	1
1027	1028	1
1028	1028	1
1028	1031	1
1031	1031	1
1031	1032	1
1032	1032	1
1032	1033	1
1033	1033	1
1034	1034	1
1042	1034	1
1043	1042	1
1047	1043	1
1047	1047	1
1048	1047	1
1048	1048	2
1049	1048	2
1049	1049	1
1050	1049	1
1053	1050	1
1053	1053	1
1054	1064	1
1055	1055	2
1055	1058	1
1056	1055	1
1058	1058	1
1064	1053	1
1064	1055	1
1064	1064	1
1065	1064	1
1065	1065	1
1067	1070	1
1068	1069	1
1069	1067	1
1069	1069	1
1070	1065	1
1070	1070	1
1081	1081	1
1081	2299	1
1358	1358	1
1363	1376	1
1369	1369	1
1369	1508	1
1370	1369	1
1376	1376	1
1376	1377	1
1377	1377	1
1377	1379	1
1379	1379	2
1379	1390	1
1382	1382	1
1382	1396	1
1383	1383	1
1383	1395	1
1384	1385	1
1385	1383	1
1385	1385	1
1387	1379	1
1387	1387	1
1388	1387	1
1394	1394	1
1395	1382	1
1395	1394	1
1395	1395	1
1396	1396	1
1401	1401	1
1402	1401	1
1402	1402	1
1405	1402	1
1405	1405	2
1406	1405	2
1409	1411	1
1410	1409	1
1412	1413	1
1413	1413	1
1413	1420	1
1414	1410	1
1414	1414	1
1414	1416	1
1415	1039	1
1416	1010	1
1416	1416	1
1419	1420	1
1420	1414	2
1420	1420	1
1422	1425	1
1425	1425	1
1425	1426	1
1426	1426	1
1435	1436	1
1436	1436	2
1436	1437	1
1437	1436	1
1437	1437	1
1437	1438	1
1438	1438	1
1452	1452	1
1453	1452	1
1455	1455	1
1459	1459	1
1460	1459	1
1460	1460	1
1462	1464	1
1464	1473	1
1473	1477	1
1475	1476	1
1476	1476	1
1476	1477	1
1476	1478	1
1477	1477	2
1477	1479	1
1477	1489	1
1478	1477	1
1478	1478	1
1479	1479	1
1479	1493	1
1486	1487	1
1487	1487	1
1489	1498	1
1493	1494	1
1494	1494	1
1494	1495	1
1495	1495	1
1498	1514	1
1508	1505	1
1508	1508	1
1509	1508	1
1512	1509	1
1514	1515	1
1515	1512	1
2259	2259	1
2259	2671	1
2267	2267	1
2267	2269	1
2268	2267	1
2268	2268	1
2269	2269	2
2269	2270	1
2270	2269	1
2270	2270	2
2270	2273	1
2271	2270	1
2272	2272	1
2273	2273	2
2273	2274	1
2274	2274	1
2275	2272	1
2275	2275	1
2276	2275	1
2278	2268	1
2281	2281	1
2290	2290	1
2290	2291	1
2291	2281	1
2291	2291	1
2293	2293	1
2295	2407	1
2299	2290	1
2299	2299	1
2299	2316	1
2300	2293	1
2300	2300	1
2301	2301	1
2301	2554	1
2302	2306	1
2304	2302	1
2304	2304	2
2305	2304	2
2306	2306	1
2306	2307	1
2307	2301	1
2307	2307	1
2315	2316	1
2316	2295	1
2316	2299	1
2316	2316	1
2341	2343	1
2341	2344	1
2343	2315	1
2344	2344	2
2344	2345	2
2345	2345	4
2345	2346	1
2345	2363	1
2346	2346	1
2346	2369	1
2347	2341	1
2348	2347	1
2348	2668	1
2363	2344	1
2363	2363	1
2363	2364	1
2363	2375	1
2364	2363	1
2364	2420	1
2366	2391	1
2369	2667	1
2375	2375	1
2385	2399	1
2389	2345	1
2389	2389	1
2390	2427	1
2391	1081	1
2391	2391	1
2394	2429	1
2395	2394	1
2396	2404	1
2397	2396	1
2399	2403	1
2399	2434	1
2401	2401	1
2403	2397	1
2404	2433	1
2406	2406	2
2406	2407	1
2406	2426	1
2407	2406	1
2407	2407	1
2407	2428	1
2413	2413	1
2413	2418	1
2414	2413	1
2414	2414	2
2415	2414	2
2417	2418	1
2418	2418	2
2418	2419	2
2419	2419	1
2419	2420	1
2420	359	1
2420	2420	1
2420	2679	1
2421	2423	1
2422	2421	1
2423	2417	1
2423	2423	1
2425	2425	1
2425	2437	1
2426	2426	1
2426	2431	1
2427	2427	1
2427	2430	1
2428	2428	1
2429	2366	1
2429	2429	1
2430	2406	2
2430	2430	2
2433	2433	1
2433	2434	1
2434	2401	1
2434	2434	2
2434	2435	1
2434	2469	1
2435	2430	1
2435	2435	1
2436	2436	1
2436	2437	1
2437	2426	1
2437	2437	2
2438	2438	1
2438	2439	1
2439	2436	1
2439	2439	1
2441	2451	1
2445	2438	1
2451	2460	1
2454	2454	1
2454	2692	1
2455	2454	1
2457	2455	1
2457	2457	1
2459	2457	1
2459	2459	1
2459	2460	1
2460	2460	2
2460	2461	1
2461	2459	1
2461	2461	1
2466	2466	1
2466	2730	1
2467	2345	1
2467	2389	1
2467	2466	1
2467	2467	2
2469	2467	1
2477	2467	1
2477	2477	1
2505	2505	1
2506	2505	1
2506	2506	1
2507	2506	1
2507	2507	1
2510	2507	1
2512	2513	1
2513	2510	1
2513	2513	1
2513	2514	1
2514	2514	1
2514	2518	1
2518	2518	2
2518	2520	1
2520	2521	1
2521	559	1
2521	2521	2
2526	2526	1
2527	2526	1
2527	2527	1
2528	2527	1
2549	2552	1
2550	2550	1
2550	2554	1
2551	2552	1
2551	2553	1
2552	2550	1
2552	2552	2
2553	2300	1
2553	2553	1
2554	2551	2
2554	2554	2
2560	2563	1
2561	2561	1
2561	2562	1
2562	2560	1
2563	2570	1
2569	2569	1
2569	2580	1
2570	2570	1
2570	2597	1
2573	2561	1
2574	2573	1
2574	2574	1
2575	2575	1
2575	2576	1
2576	2574	1
2576	2576	1
2580	374	1
2580	2580	1
2586	2586	1
2588	2588	1
2589	2589	1
2590	2588	1
2590	2589	1
2592	2586	1
2593	2593	1
2593	2594	1
2594	2594	1
2594	2595	1
2595	2595	1
2595	2596	1
2596	2596	1
2596	2599	1
2597	2593	1
2597	2597	1
2597	2598	1
2598	2598	1
2599	2599	1
2601	2601	1
2602	2601	1
2604	2625	1
2606	2610	1
2610	2610	1
2611	2606	1
2612	2613	1
2613	2620	1
2615	2615	1
2616	2612	1
2618	2620	1
2620	2611	1
2620	2620	1
2621	2626	1
2624	2621	1
2625	2625	1
2626	288	1
2626	2626	1
2657	2569	1
2662	466	1
2668	195	1
2668	375	1
2668	430	1
2668	456	1
2668	555	1
2668	618	1
2668	623	1
2668	792	1
2668	862	1
2668	897	1
2668	995	1
2668	1081	1
2668	1455	1
2668	2273	1
2668	2425	1
2668	2521	1
2670	2670	1
2671	2670	1
2671	2671	1
2672	2259	1
2672	2575	1
2672	2672	1
2676	2676	1
2676	2677	1
2677	2672	1
2677	2676	1
2677	2677	1
2679	2679	1
2722	2722	1
2727	2722	1
2727	2727	1
2729	2477	1
2730	2730	1
2743	2743	1
2754	2755	1
2755	2743	1
2755	2755	1
2802	2727	1
4137	267	1
4604	35	1
4604	75	1
4604	209	1
4604	552	1
5514	355	1
5514	515	1
6955	1358	1
