TourType,CEP,Depot_ID,Tour_ID,Trip_ID,Unique_ID,O_zone,D_zone,N_parcels,Traveltime,TourDepTime,TripDepTime,TripEndTime,Type,TourDist,VehType,OrigType,DestType
0,GLS,5,5.0_333,5.0_333_21,5.0_333_21_0,39,41,1,0.0377777777777777,9.916405853053895,12.564,0.0,Delivery,1.444,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_22,5.0_333_22_0,41,57,1,0.0461111111111111,9.916405853053895,12.636,0.0,Delivery,0.842,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_23,5.0_333_23_0,57,34,1,0.0344444444444444,9.916405853053895,12.715,0.0,Delivery,1.668,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_24,5.0_333_24_0,34,58,1,0.0391666666666666,9.916405853053895,12.783,0.0,Delivery,1.224,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_25,5.0_333_25_0,58,61,5,0.0425,9.916405853053895,12.855,0.0,Delivery,0.732,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_26,5.0_333_26_0,61,63,5,0.0325,9.916405853053895,13.064,0.0,Delivery,0.575,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_27,5.0_333_27_0,63,54,3,0.0311111111111111,9.916405853053895,13.264,0.0,Delivery,1.295,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_28,5.0_333_28_0,54,64,6,0.0336111111111111,9.916405853053895,13.395,0.0,Delivery,0.954,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_29,5.0_333_29_0,64,65,1,0.0308333333333333,9.916405853053895,13.628,0.0,Delivery,0.605,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_30,5.0_333_30_0,65,70,1,0.0291666666666666,9.916405853053895,13.693,0.0,Delivery,0.956,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_31,5.0_333_31_0,70,72,4,0.0308333333333333,9.916405853053895,13.755,0.0,Delivery,0.84,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_32,5.0_333_32_0,72,71,2,0.0288888888888888,9.916405853053895,13.919,0.0,Delivery,0.562,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_33,5.0_333_33_0,71,73,4,0.0561111111111111,9.916405853053895,14.015,0.0,Delivery,0.509,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_34,5.0_333_34_0,73,74,4,0.0336111111111111,9.916405853053895,14.204,0.0,Delivery,0.589,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_35,5.0_333_35_0,74,75,5,0.0666666666666666,9.916405853053895,14.371,0.0,Delivery,0.401,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_36,5.0_333_36_0,75,932,4,0.0680555555555555,9.916405853053895,14.604,0.0,Delivery,1.75,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_37,5.0_333_37_0,932,931,3,0.0602777777777777,9.916405853053895,14.806,0.0,Delivery,0.691,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_38,5.0_333_38_0,931,929,2,0.0452777777777777,9.916405853053895,14.966,0.0,Delivery,0.861,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_39,5.0_333_39_0,929,930,2,0.025,9.916405853053895,15.078,0.0,Delivery,0.851,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_40,5.0_333_40_0,930,923,1,0.0433333333333333,9.916405853053895,15.17,0.0,Delivery,0.832,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_41,5.0_333_41_0,923,924,3,0.0336111111111111,9.916405853053895,15.246,0.0,Delivery,0.835,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_42,5.0_333_42_0,924,925,3,0.0397222222222222,9.916405853053895,15.38,0.0,Delivery,0.4,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_43,5.0_333_43_0,925,926,3,0.0486111111111111,9.916405853053895,15.52,0.0,Delivery,0.54,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_44,5.0_333_44_0,926,927,3,0.0375,9.916405853053895,15.668,0.0,Delivery,0.669,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_45,5.0_333_45_0,927,928,1,0.0383333333333333,9.916405853053895,15.806,0.0,Delivery,0.462,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_46,5.0_333_46_0,928,876,4,0.0452777777777777,9.916405853053895,15.878,0.0,Delivery,1.064,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_47,5.0_333_47_0,876,875,4,0.0502777777777777,9.916405853053895,16.056,0.0,Delivery,0.579,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_48,5.0_333_48_0,875,873,3,0.0644444444444444,9.916405853053895,16.24,0.0,Delivery,0.566,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_49,5.0_333_49_0,873,872,5,0.0580555555555555,9.916405853053895,16.404,0.0,Delivery,0.729,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_50,5.0_333_50_0,872,874,4,0.0616666666666666,9.916405853053895,16.629,0.0,Delivery,0.881,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_51,5.0_333_51_0,874,879,2,0.0458333333333333,9.916405853053895,16.824,0.0,Delivery,0.914,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_52,5.0_333_52_0,879,878,6,0.025,9.916405853053895,16.936,0.0,Delivery,0.609,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_53,5.0_333_53_0,878,921,3,0.0708333333333333,9.916405853053895,17.161,0.0,Delivery,1.21,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_54,5.0_333_54_0,921,883,2,0.0658333333333333,9.916405853053895,17.332,0.0,Delivery,1.054,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_55,5.0_333_55_0,883,884,2,0.0469444444444444,9.916405853053895,17.465,0.0,Delivery,0.945,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_56,5.0_333_56_0,884,882,1,0.0311111111111111,9.916405853053895,17.578,0.0,Delivery,1.102,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_57,5.0_333_57_0,882,877,1,0.0516666666666666,9.916405853053895,17.643,0.0,Delivery,0.993,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_58,5.0_333_58_0,877,69,6,0.05,9.916405853053895,17.728,0.0,Delivery,1.0,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_59,5.0_333_59_0,69,68,2,0.0344444444444444,9.916405853053895,17.978,0.0,Delivery,0.885,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_60,5.0_333_60_0,68,66,2,0.0483333333333333,9.916405853053895,18.079,0.0,Delivery,0.647,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_61,5.0_333_61_0,66,53,2,0.0241666666666666,9.916405853053895,18.194,0.0,Delivery,1.193,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_62,5.0_333_62_0,53,51,1,0.0761111111111111,9.916405853053895,18.285,0.0,Delivery,1.076,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_63,5.0_333_63_0,51,50,1,0.03,9.916405853053895,18.394,0.0,Delivery,0.772,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_64,5.0_333_64_0,50,49,9,0.0372222222222222,9.916405853053895,18.458,0.0,Delivery,0.997,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_65,5.0_333_65_0,49,43,5,0.0338888888888888,9.916405853053895,18.795,0.0,Delivery,0.934,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_66,5.0_333_66_0,43,52,1,0.0413888888888888,9.916405853053895,18.995,0.0,Delivery,2.392,Van,Depot,HH
0,GLS,5,5.0_333,5.0_333_67,5.0_333_67_0,52,5514,0,0.4652777777777778,9.916405853053895,19.07,0.0,Delivery,25.655,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_0,5.0_334_0_0,5514,624,3,0.4558333333333333,8.247396036602385,8.247,0.0,Delivery,23.312,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_1,5.0_334_1_0,624,622,2,0.0388888888888888,8.247396036602385,8.803,0.0,Delivery,0.668,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_2,5.0_334_2_0,622,621,3,0.0313888888888888,8.247396036602385,8.909,0.0,Delivery,0.926,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_3,5.0_334_3_0,621,625,5,0.0438888888888888,8.247396036602385,9.04,0.0,Delivery,0.921,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_4,5.0_334_4_0,625,659,2,0.0505555555555555,8.247396036602385,9.251,0.0,Delivery,0.473,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_5,5.0_334_5_0,659,897,3,0.0441666666666666,8.247396036602385,9.368,0.0,Delivery,1.078,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_6,5.0_334_6_0,897,848,2,0.0586111111111111,8.247396036602385,9.512,0.0,Delivery,1.772,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_7,5.0_334_7_0,848,844,2,0.0580555555555555,8.247396036602385,9.637,0.0,Delivery,1.562,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_8,5.0_334_8_0,844,901,3,0.0641666666666666,8.247396036602385,9.762,0.0,Delivery,1.379,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_9,5.0_334_9_0,901,900,3,0.035,8.247396036602385,9.926,0.0,Delivery,0.739,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_10,5.0_334_10_0,900,906,5,0.0647222222222222,8.247396036602385,10.061,0.0,Delivery,0.623,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_11,5.0_334_11_0,906,905,1,0.0386111111111111,8.247396036602385,10.293,0.0,Delivery,0.605,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_12,5.0_334_12_0,905,902,2,0.0358333333333333,8.247396036602385,10.365,0.0,Delivery,0.871,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_13,5.0_334_13_0,902,903,3,0.0480555555555555,8.247396036602385,10.467,0.0,Delivery,0.46,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_14,5.0_334_14_0,903,619,2,0.0547222222222222,8.247396036602385,10.615,0.0,Delivery,0.835,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_15,5.0_334_15_0,619,620,3,0.0261111111111111,8.247396036602385,10.737,0.0,Delivery,0.628,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_16,5.0_334_16_0,620,618,3,0.0544444444444444,8.247396036602385,10.863,0.0,Delivery,0.879,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_17,5.0_334_17_0,618,616,3,0.0375,8.247396036602385,11.017,0.0,Delivery,0.632,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_18,5.0_334_18_0,616,908,2,0.0291666666666666,8.247396036602385,11.155,0.0,Delivery,1.621,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_19,5.0_334_19_0,908,913,2,0.0380555555555555,8.247396036602385,11.25,0.0,Delivery,1.231,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_20,5.0_334_20_0,913,914,3,0.0305555555555555,8.247396036602385,11.355,0.0,Delivery,0.477,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_21,5.0_334_21_0,914,918,5,0.0316666666666666,8.247396036602385,11.486,0.0,Delivery,1.381,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_22,5.0_334_22_0,918,919,4,0.0338888888888888,8.247396036602385,11.684,0.0,Delivery,0.525,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_23,5.0_334_23_0,919,917,1,0.0433333333333333,8.247396036602385,11.851,0.0,Delivery,0.539,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_24,5.0_334_24_0,917,912,1,0.0480555555555555,8.247396036602385,11.928,0.0,Delivery,0.594,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_25,5.0_334_25_0,912,911,2,0.0280555555555555,8.247396036602385,12.009,0.0,Delivery,0.448,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_26,5.0_334_26_0,911,910,1,0.0286111111111111,8.247396036602385,12.104,0.0,Delivery,0.364,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_27,5.0_334_27_0,910,909,2,0.0302777777777777,8.247396036602385,12.166,0.0,Delivery,0.48,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_28,5.0_334_28_0,909,617,2,0.0527777777777777,8.247396036602385,12.263,0.0,Delivery,0.717,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_29,5.0_334_29_0,617,623,3,0.0594444444444444,8.247396036602385,12.382,0.0,Delivery,0.971,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_30,5.0_334_30_0,623,660,6,0.0572222222222222,8.247396036602385,12.542,0.0,Delivery,0.843,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_31,5.0_334_31_0,660,615,5,0.0802777777777777,8.247396036602385,12.799,0.0,Delivery,1.769,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_32,5.0_334_32_0,615,588,2,0.0419444444444444,8.247396036602385,13.046,0.0,Delivery,0.813,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_33,5.0_334_33_0,588,935,1,0.0602777777777777,8.247396036602385,13.155,0.0,Delivery,0.845,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_34,5.0_334_34_0,935,936,1,0.0383333333333333,8.247396036602385,13.248,0.0,Delivery,0.508,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_35,5.0_334_35_0,936,923,1,0.0611111111111111,8.247396036602385,13.32,0.0,Delivery,1.797,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_36,5.0_334_36_0,923,885,6,0.0575,8.247396036602385,13.414,0.0,Delivery,1.902,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_37,5.0_334_37_0,885,865,2,0.0627777777777777,8.247396036602385,13.672,0.0,Delivery,0.892,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_38,5.0_334_38_0,865,864,2,0.0222222222222222,8.247396036602385,13.801,0.0,Delivery,0.511,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_39,5.0_334_39_0,864,863,4,0.0433333333333333,8.247396036602385,13.89,0.0,Delivery,0.517,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_40,5.0_334_40_0,863,861,4,0.0338888888888888,8.247396036602385,14.067,0.0,Delivery,0.637,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_41,5.0_334_41_0,861,860,2,0.0336111111111111,8.247396036602385,14.234,0.0,Delivery,0.671,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_42,5.0_334_42_0,860,862,3,0.0486111111111111,8.247396036602385,14.334,0.0,Delivery,0.938,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_43,5.0_334_43_0,862,859,1,0.0438888888888888,8.247396036602385,14.483,0.0,Delivery,0.903,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_44,5.0_334_44_0,859,890,1,0.05,8.247396036602385,14.56,0.0,Delivery,1.164,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_45,5.0_334_45_0,890,888,4,0.0563888888888888,8.247396036602385,14.644,0.0,Delivery,2.11,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_46,5.0_334_46_0,888,886,6,0.0158333333333333,8.247396036602385,14.833,0.0,Delivery,0.698,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_47,5.0_334_47_0,886,889,1,0.045,8.247396036602385,15.049,0.0,Delivery,1.317,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_48,5.0_334_48_0,889,907,4,0.04,8.247396036602385,15.127,0.0,Delivery,1.59,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_49,5.0_334_49_0,907,893,1,0.0341666666666666,8.247396036602385,15.301,0.0,Delivery,0.782,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_50,5.0_334_50_0,893,892,2,0.0341666666666666,8.247396036602385,15.368,0.0,Delivery,0.562,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_51,5.0_334_51_0,892,891,1,0.0330555555555555,8.247396036602385,15.469,0.0,Delivery,0.979,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_52,5.0_334_52_0,891,849,1,0.0466666666666666,8.247396036602385,15.535,0.0,Delivery,1.195,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_53,5.0_334_53_0,849,850,2,0.0375,8.247396036602385,15.615,0.0,Delivery,0.561,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_54,5.0_334_54_0,850,855,1,0.05,8.247396036602385,15.72,0.0,Delivery,0.393,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_55,5.0_334_55_0,855,852,2,0.0586111111111111,8.247396036602385,15.803,0.0,Delivery,1.181,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_56,5.0_334_56_0,852,851,1,0.0430555555555555,8.247396036602385,15.928,0.0,Delivery,1.882,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_57,5.0_334_57_0,851,847,1,0.0425,8.247396036602385,16.005,0.0,Delivery,0.745,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_58,5.0_334_58_0,847,845,1,0.0563888888888888,8.247396036602385,16.08,0.0,Delivery,0.647,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_59,5.0_334_59_0,845,843,4,0.0491666666666666,8.247396036602385,16.17,0.0,Delivery,0.549,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_60,5.0_334_60_0,843,895,2,0.0325,8.247396036602385,16.353,0.0,Delivery,0.919,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_61,5.0_334_61_0,895,896,4,0.0272222222222222,8.247396036602385,16.452,0.0,Delivery,0.815,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_62,5.0_334_62_0,896,898,2,0.0477777777777777,8.247396036602385,16.612,0.0,Delivery,0.945,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_63,5.0_334_63_0,898,904,2,0.0716666666666666,8.247396036602385,16.727,0.0,Delivery,1.369,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_64,5.0_334_64_0,904,868,2,0.0658333333333333,8.247396036602385,16.865,0.0,Delivery,2.796,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_65,5.0_334_65_0,868,869,2,0.0944444444444444,8.247396036602385,16.998,0.0,Delivery,1.277,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_66,5.0_334_66_0,869,866,3,0.04,8.247396036602385,17.159,0.0,Delivery,1.125,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_67,5.0_334_67_0,866,867,2,0.0311111111111111,8.247396036602385,17.299,0.0,Delivery,0.62,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_68,5.0_334_68_0,867,870,1,0.1297222222222222,8.247396036602385,17.397,0.0,Delivery,0.564,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_69,5.0_334_69_0,870,920,3,0.1013888888888888,8.247396036602385,17.56,0.0,Delivery,2.195,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_70,5.0_334_70_0,920,922,3,0.0377777777777777,8.247396036602385,17.761,0.0,Delivery,0.58,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_71,5.0_334_71_0,922,589,3,0.0852777777777777,8.247396036602385,17.899,0.0,Delivery,1.952,Van,Depot,HH
0,GLS,5,5.0_334,5.0_334_72,5.0_334_72_0,589,5514,0,0.4294444444444444,8.247396036602385,18.084,0.0,Delivery,23.528,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_0,5.0_335_0_0,5514,626,4,0.4419444444444444,8.93186111663654,8.932,0.0,Delivery,23.118,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_1,5.0_335_1_0,626,657,5,0.0441666666666666,8.93186111663654,9.507,0.0,Delivery,1.106,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_2,5.0_335_2_0,657,658,9,0.0388888888888888,8.93186111663654,9.718,0.0,Delivery,0.857,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_3,5.0_335_3_0,658,661,3,0.0541666666666666,8.93186111663654,10.057,0.0,Delivery,0.724,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_4,5.0_335_4_0,661,662,4,0.0241666666666666,8.93186111663654,10.211,0.0,Delivery,0.789,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_5,5.0_335_5_0,662,663,6,0.0433333333333333,8.93186111663654,10.369,0.0,Delivery,0.295,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_6,5.0_335_6_0,663,664,3,0.0275,8.93186111663654,10.612,0.0,Delivery,0.526,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_7,5.0_335_7_0,664,672,6,0.0366666666666666,8.93186111663654,10.739,0.0,Delivery,1.107,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_8,5.0_335_8_0,672,673,3,0.0361111111111111,8.93186111663654,10.976,0.0,Delivery,1.291,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_9,5.0_335_9_0,673,674,5,0.0575,8.93186111663654,11.112,0.0,Delivery,0.43,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_10,5.0_335_10_0,674,675,7,0.0458333333333333,8.93186111663654,11.336,0.0,Delivery,0.973,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_11,5.0_335_11_0,675,676,3,0.0355555555555555,8.93186111663654,11.615,0.0,Delivery,0.618,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_12,5.0_335_12_0,676,683,4,0.0288888888888888,8.93186111663654,11.751,0.0,Delivery,1.162,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_13,5.0_335_13_0,683,682,3,0.0491666666666666,8.93186111663654,11.913,0.0,Delivery,0.709,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_14,5.0_335_14_0,682,684,6,0.0405555555555555,8.93186111663654,12.062,0.0,Delivery,0.855,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_15,5.0_335_15_0,684,677,4,0.0502777777777777,8.93186111663654,12.303,0.0,Delivery,0.397,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_16,5.0_335_16_0,677,842,2,0.0413888888888888,8.93186111663654,12.487,0.0,Delivery,0.949,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_17,5.0_335_17_0,842,899,2,0.0377777777777777,8.93186111663654,12.595,0.0,Delivery,1.416,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_18,5.0_335_18_0,899,854,1,0.0830555555555555,8.93186111663654,12.699,0.0,Delivery,2.478,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_19,5.0_335_19_0,854,846,2,0.0727777777777777,8.93186111663654,12.815,0.0,Delivery,1.119,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_20,5.0_335_20_0,846,841,3,0.0647222222222222,8.93186111663654,12.955,0.0,Delivery,0.661,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_21,5.0_335_21_0,841,839,1,0.0388888888888888,8.93186111663654,13.12,0.0,Delivery,0.847,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_22,5.0_335_22_0,839,836,2,0.0386111111111111,8.93186111663654,13.192,0.0,Delivery,0.806,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_23,5.0_335_23_0,836,835,2,0.0302777777777777,8.93186111663654,13.297,0.0,Delivery,0.889,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_24,5.0_335_24_0,835,837,2,0.0444444444444444,8.93186111663654,13.394,0.0,Delivery,0.988,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_25,5.0_335_25_0,837,838,2,0.0380555555555555,8.93186111663654,13.505,0.0,Delivery,0.436,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_26,5.0_335_26_0,838,831,2,0.0630555555555555,8.93186111663654,13.61,0.0,Delivery,2.025,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_27,5.0_335_27_0,831,830,1,0.0605555555555555,8.93186111663654,13.74,0.0,Delivery,0.374,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_28,5.0_335_28_0,830,829,2,0.0277777777777777,8.93186111663654,13.834,0.0,Delivery,0.45,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_29,5.0_335_29_0,829,827,3,0.0541666666666666,8.93186111663654,13.928,0.0,Delivery,0.773,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_30,5.0_335_30_0,827,826,3,0.0675,8.93186111663654,14.082,0.0,Delivery,0.899,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_31,5.0_335_31_0,826,825,3,0.0677777777777777,8.93186111663654,14.25,0.0,Delivery,0.651,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_32,5.0_335_32_0,825,819,2,0.0469444444444444,8.93186111663654,14.417,0.0,Delivery,1.919,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_33,5.0_335_33_0,819,820,1,0.0355555555555555,8.93186111663654,14.531,0.0,Delivery,0.613,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_34,5.0_335_34_0,820,821,2,0.0311111111111111,8.93186111663654,14.6,0.0,Delivery,0.513,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_35,5.0_335_35_0,821,795,1,0.0552777777777777,8.93186111663654,14.698,0.0,Delivery,1.707,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_36,5.0_335_36_0,795,796,5,0.0519444444444444,8.93186111663654,14.786,0.0,Delivery,0.909,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_37,5.0_335_37_0,796,797,3,0.0486111111111111,8.93186111663654,15.005,0.0,Delivery,0.596,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_38,5.0_335_38_0,797,801,3,0.1177777777777777,8.93186111663654,15.154,0.0,Delivery,0.856,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_39,5.0_335_39_0,801,822,1,0.0455555555555555,8.93186111663654,15.371,0.0,Delivery,0.84,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_40,5.0_335_40_0,822,823,2,0.0483333333333333,8.93186111663654,15.45,0.0,Delivery,0.523,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_41,5.0_335_41_0,823,824,2,0.0691666666666666,8.93186111663654,15.565,0.0,Delivery,0.622,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_42,5.0_335_42_0,824,794,3,0.0816666666666666,8.93186111663654,15.701,0.0,Delivery,0.984,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_43,5.0_335_43_0,794,789,1,0.0372222222222222,8.93186111663654,15.883,0.0,Delivery,0.879,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_44,5.0_335_44_0,789,787,5,0.0352777777777777,8.93186111663654,15.953,0.0,Delivery,0.844,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_45,5.0_335_45_0,787,788,3,0.0225,8.93186111663654,16.155,0.0,Delivery,0.679,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_46,5.0_335_46_0,788,679,2,0.0158333333333333,8.93186111663654,16.278,0.0,Delivery,0.759,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_47,5.0_335_47_0,679,678,3,0.0280555555555555,8.93186111663654,16.36,0.0,Delivery,0.637,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_48,5.0_335_48_0,678,681,3,0.0322222222222222,8.93186111663654,16.488,0.0,Delivery,1.331,Van,Depot,HH
0,GLS,5,5.0_335,5.0_335_49,5.0_335_49_0,681,680,1,0.0225,8.93186111663654,16.62,0.0,Delivery,0.417,Van,Depot,HH
