TourType,CEP,Depot_ID,Tour_ID,Trip_ID,Unique_ID,O_zone,D_zone,N_parcels,Traveltime,TourDepTime,TripDepTime,TripEndTime,Type,TourDist,VehType,OrigType,DestType
0,UPS,13,13.0_486,13.0_486_38,13.0_486_38_0,776,728,2,0.1336111111111111,9.357511167330442,17.465,0.0,Delivery,1.827,Van,Depot,HH
0,UPS,13,13.0_486,13.0_486_39,13.0_486_39_0,728,3362,0,0.3902777777777778,9.357511167330442,17.665,0.0,Delivery,24.787,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_0,13.0_487_0_0,3362,632,6,0.4311111111111111,8.69736887561314,8.697,0.0,Delivery,23.999,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_1,13.0_487_1_0,632,626,10,0.0369444444444444,8.69736887561314,9.328,0.0,Delivery,0.701,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_2,13.0_487_2_0,626,627,8,0.04,8.69736887561314,9.699,0.0,Delivery,0.585,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_3,13.0_487_3_0,627,628,7,0.0227777777777777,8.69736887561314,10.005,0.0,Delivery,0.529,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_4,13.0_487_4_0,628,623,6,0.04,8.69736887561314,10.262,0.0,Delivery,0.906,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_5,13.0_487_5_0,623,613,1,0.0597222222222222,8.69736887561314,10.502,0.0,Delivery,1.469,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_6,13.0_487_6_0,613,621,6,0.0669444444444444,8.69736887561314,10.595,0.0,Delivery,1.162,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_7,13.0_487_7_0,621,658,20,0.0338888888888888,8.69736887561314,10.862,0.0,Delivery,1.132,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_8,13.0_487_8_0,658,659,4,0.0391666666666666,8.69736887561314,11.562,0.0,Delivery,0.57,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_9,13.0_487_9_0,659,660,12,0.0313888888888888,8.69736887561314,11.735,0.0,Delivery,0.521,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_10,13.0_487_10_0,660,657,10,0.0369444444444444,8.69736887561314,12.166,0.0,Delivery,1.04,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_11,13.0_487_11_0,657,625,10,0.0394444444444444,8.69736887561314,12.536,0.0,Delivery,1.049,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_12,13.0_487_12_0,625,901,7,0.0558333333333333,8.69736887561314,12.909,0.0,Delivery,0.864,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_13,13.0_487_13_0,901,904,3,0.0708333333333333,8.69736887561314,13.198,0.0,Delivery,1.533,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_14,13.0_487_14_0,904,903,6,0.04,8.69736887561314,13.369,0.0,Delivery,0.791,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_15,13.0_487_15_0,903,661,6,0.0658333333333333,8.69736887561314,13.609,0.0,Delivery,1.318,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_16,13.0_487_16_0,661,662,8,0.0241666666666666,8.69736887561314,13.875,0.0,Delivery,0.789,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_17,13.0_487_17_0,662,663,12,0.0433333333333333,8.69736887561314,14.166,0.0,Delivery,0.295,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_18,13.0_487_18_0,663,656,8,0.0386111111111111,8.69736887561314,14.609,0.0,Delivery,1.71,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_19,13.0_487_19_0,656,664,8,0.0416666666666666,8.69736887561314,14.914,0.0,Delivery,1.369,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_20,13.0_487_20_0,664,624,13,0.0697222222222222,8.69736887561314,15.223,0.0,Delivery,1.774,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_21,13.0_487_21_0,624,622,3,0.0388888888888888,8.69736887561314,15.726,0.0,Delivery,0.668,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_22,13.0_487_22_0,622,629,6,0.0936111111111111,8.69736887561314,15.865,0.0,Delivery,1.195,Van,Depot,HH
0,UPS,13,13.0_487,13.0_487_23,13.0_487_23_0,629,3362,0,0.4175,8.69736887561314,16.158,0.0,Delivery,24.742,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_0,13.0_488_0_0,3362,203,3,0.3586111111111111,8.80827801370538,8.808,0.0,Delivery,22.955,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_1,13.0_488_1_0,203,202,9,0.0455555555555555,8.80827801370538,9.267,0.0,Delivery,0.302,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_2,13.0_488_2_0,202,201,1,0.0247222222222222,8.80827801370538,9.612,0.0,Delivery,0.876,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_3,13.0_488_3_0,201,579,14,0.13,8.80827801370538,9.671,0.0,Delivery,3.187,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_4,13.0_488_4_0,579,179,2,0.0638888888888888,8.80827801370538,10.267,0.0,Delivery,2.106,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_5,13.0_488_5_0,179,191,5,0.0547222222222222,8.80827801370538,10.398,0.0,Delivery,1.241,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_6,13.0_488_6_0,191,157,7,0.0516666666666666,8.80827801370538,10.619,0.0,Delivery,1.242,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_7,13.0_488_7_0,157,187,4,0.0438888888888888,8.80827801370538,10.904,0.0,Delivery,1.015,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_8,13.0_488_8_0,187,189,7,0.0158333333333333,8.80827801370538,11.081,0.0,Delivery,0.2,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_9,13.0_488_9_0,189,195,11,0.0238888888888888,8.80827801370538,11.331,0.0,Delivery,0.596,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_10,13.0_488_10_0,195,183,2,0.0158333333333333,8.80827801370538,11.721,0.0,Delivery,0.2,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_11,13.0_488_11_0,183,182,1,0.0158333333333333,8.80827801370538,11.804,0.0,Delivery,0.2,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_12,13.0_488_12_0,182,181,1,0.0158333333333333,8.80827801370538,11.853,0.0,Delivery,0.2,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_13,13.0_488_13_0,181,180,1,0.0158333333333333,8.80827801370538,11.902,0.0,Delivery,0.391,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_14,13.0_488_14_0,180,574,12,0.0158333333333333,8.80827801370538,11.951,0.0,Delivery,2.379,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_15,13.0_488_15_0,574,576,5,0.0294444444444444,8.80827801370538,12.367,0.0,Delivery,0.2,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_16,13.0_488_16_0,576,573,7,0.025,8.80827801370538,12.563,0.0,Delivery,0.988,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_17,13.0_488_17_0,573,575,1,0.0158333333333333,8.80827801370538,12.821,0.0,Delivery,0.559,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_18,13.0_488_18_0,575,570,4,0.0525,8.80827801370538,12.871,0.0,Delivery,0.694,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_19,13.0_488_19_0,570,196,1,0.0238888888888888,8.80827801370538,13.056,0.0,Delivery,0.386,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_20,13.0_488_20_0,196,603,7,0.0469444444444444,8.80827801370538,13.114,0.0,Delivery,0.913,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_21,13.0_488_21_0,603,598,11,0.06,8.80827801370538,13.394,0.0,Delivery,0.894,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_22,13.0_488_22_0,598,597,10,0.0755555555555555,8.80827801370538,13.821,0.0,Delivery,0.57,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_23,13.0_488_23_0,597,578,3,0.0313888888888888,8.80827801370538,14.229,0.0,Delivery,2.055,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_24,13.0_488_24_0,578,577,1,0.0591666666666666,8.80827801370538,14.361,0.0,Delivery,1.883,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_25,13.0_488_25_0,577,172,2,0.0538888888888888,8.80827801370538,14.453,0.0,Delivery,1.104,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_26,13.0_488_26_0,172,174,8,0.0511111111111111,8.80827801370538,14.574,0.0,Delivery,0.636,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_27,13.0_488_27_0,174,173,1,0.0483333333333333,8.80827801370538,14.892,0.0,Delivery,1.029,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_28,13.0_488_28_0,173,167,7,0.0313888888888888,8.80827801370538,14.973,0.0,Delivery,1.594,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_29,13.0_488_29_0,167,175,1,0.0447222222222222,8.80827801370538,15.238,0.0,Delivery,2.067,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_30,13.0_488_30_0,175,178,1,0.0458333333333333,8.80827801370538,15.316,0.0,Delivery,0.904,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_31,13.0_488_31_0,178,177,3,0.0316666666666666,8.80827801370538,15.395,0.0,Delivery,1.165,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_32,13.0_488_32_0,177,186,2,0.0319444444444444,8.80827801370538,15.527,0.0,Delivery,1.464,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_33,13.0_488_33_0,186,176,5,0.0316666666666666,8.80827801370538,15.626,0.0,Delivery,0.95,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_34,13.0_488_34_0,176,166,8,0.0658333333333333,8.80827801370538,15.824,0.0,Delivery,0.941,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_35,13.0_488_35_0,166,188,1,0.0633333333333333,8.80827801370538,16.156,0.0,Delivery,1.915,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_36,13.0_488_36_0,188,190,5,0.0158333333333333,8.80827801370538,16.253,0.0,Delivery,0.2,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_37,13.0_488_37_0,190,192,6,0.0158333333333333,8.80827801370538,16.436,0.0,Delivery,0.2,Van,Depot,HH
0,UPS,13,13.0_488,13.0_488_38,13.0_488_38_0,192,3362,0,0.3680555555555556,8.80827801370538,16.651,0.0,Delivery,23.697,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_0,13.0_489_0_0,3362,433,5,0.3375,8.544121383585358,8.544,0.0,Delivery,22.496,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_1,13.0_489_1_0,433,417,3,0.0408333333333333,8.544121383585358,9.048,0.0,Delivery,1.016,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_2,13.0_489_2_0,417,430,1,0.0272222222222222,8.544121383585358,9.189,0.0,Delivery,1.344,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_3,13.0_489_3_0,430,429,7,0.0302777777777777,8.544121383585358,9.25,0.0,Delivery,0.335,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_4,13.0_489_4_0,429,428,7,0.0261111111111111,8.544121383585358,9.513,0.0,Delivery,0.363,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_5,13.0_489_5_0,428,427,2,0.0286111111111111,8.544121383585358,9.773,0.0,Delivery,0.492,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_6,13.0_489_6_0,427,426,1,0.0394444444444444,8.544121383585358,9.868,0.0,Delivery,0.899,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_7,13.0_489_7_0,426,418,2,0.05,8.544121383585358,9.941,0.0,Delivery,0.548,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_8,13.0_489_8_0,418,431,1,0.0369444444444444,8.544121383585358,10.057,0.0,Delivery,0.4,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_9,13.0_489_9_0,431,434,4,0.0469444444444444,8.544121383585358,10.128,0.0,Delivery,1.99,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_10,13.0_489_10_0,434,432,10,0.0363888888888888,8.544121383585358,10.308,0.0,Delivery,1.271,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_11,13.0_489_11_0,432,425,7,0.0483333333333333,8.544121383585358,10.678,0.0,Delivery,0.93,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_12,13.0_489_12_0,425,424,13,0.0286111111111111,8.544121383585358,10.959,0.0,Delivery,0.541,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_13,13.0_489_13_0,424,436,6,0.0480555555555555,8.544121383585358,11.421,0.0,Delivery,1.257,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_14,13.0_489_14_0,436,717,4,0.0825,8.544121383585358,11.669,0.0,Delivery,1.884,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_15,13.0_489_15_0,717,716,5,0.0377777777777777,8.544121383585358,11.885,0.0,Delivery,0.642,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_16,13.0_489_16_0,716,720,3,0.0494444444444444,8.544121383585358,12.09,0.0,Delivery,1.488,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_17,13.0_489_17_0,720,722,5,0.0308333333333333,8.544121383585358,12.239,0.0,Delivery,0.445,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_18,13.0_489_18_0,722,730,5,0.0327777777777777,8.544121383585358,12.437,0.0,Delivery,1.283,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_19,13.0_489_19_0,730,723,1,0.0386111111111111,8.544121383585358,12.636,0.0,Delivery,1.372,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_20,13.0_489_20_0,723,724,3,0.0280555555555555,8.544121383585358,12.708,0.0,Delivery,0.565,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_21,13.0_489_21_0,724,725,2,0.0405555555555555,8.544121383585358,12.836,0.0,Delivery,0.304,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_22,13.0_489_22_0,725,718,6,0.0447222222222222,8.544121383585358,12.943,0.0,Delivery,1.811,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_23,13.0_489_23_0,718,719,3,0.04,8.544121383585358,13.188,0.0,Delivery,1.041,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_24,13.0_489_24_0,719,721,1,0.0380555555555555,8.544121383585358,13.328,0.0,Delivery,1.652,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_25,13.0_489_25_0,721,419,4,0.0588888888888888,8.544121383585358,13.399,0.0,Delivery,1.379,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_26,13.0_489_26_0,419,729,7,0.0780555555555555,8.544121383585358,13.592,0.0,Delivery,2.049,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_27,13.0_489_27_0,729,731,4,0.0402777777777777,8.544121383585358,13.903,0.0,Delivery,0.654,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_28,13.0_489_28_0,731,732,5,0.0477777777777777,8.544121383585358,14.077,0.0,Delivery,0.75,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_29,13.0_489_29_0,732,727,2,0.0211111111111111,8.544121383585358,14.291,0.0,Delivery,0.859,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_30,13.0_489_30_0,727,733,1,0.0491666666666666,8.544121383585358,14.379,0.0,Delivery,0.876,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_31,13.0_489_31_0,733,755,3,0.0647222222222222,8.544121383585358,14.461,0.0,Delivery,2.427,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_32,13.0_489_32_0,755,751,1,0.0333333333333333,8.544121383585358,14.626,0.0,Delivery,2.67,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_33,13.0_489_33_0,751,752,3,0.0802777777777777,8.544121383585358,14.693,0.0,Delivery,0.719,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_34,13.0_489_34_0,752,749,4,0.0388888888888888,8.544121383585358,14.873,0.0,Delivery,2.028,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_35,13.0_489_35_0,749,747,6,0.0480555555555555,8.544121383585358,15.045,0.0,Delivery,1.346,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_36,13.0_489_36_0,747,726,3,0.1,8.544121383585358,15.293,0.0,Delivery,2.439,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_37,13.0_489_37_0,726,739,5,0.0522222222222222,8.544121383585358,15.493,0.0,Delivery,1.672,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_38,13.0_489_38_0,739,754,3,0.1080555555555555,8.544121383585358,15.712,0.0,Delivery,3.613,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_39,13.0_489_39_0,754,753,5,0.0641666666666666,8.544121383585358,15.92,0.0,Delivery,1.975,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_40,13.0_489_40_0,753,738,6,0.1716666666666666,8.544121383585358,16.151,0.0,Delivery,5.192,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_41,13.0_489_41_0,738,449,7,0.1211111111111111,8.544121383585358,16.523,0.0,Delivery,2.811,Van,Depot,HH
0,UPS,13,13.0_489,13.0_489_42,13.0_489_42_0,449,3362,0,0.4080555555555555,8.544121383585358,16.877,0.0,Delivery,23.678,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_0,13.0_490_0_0,3362,665,2,0.4380555555555555,9.85535641259537,9.855,0.0,Delivery,24.013,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_1,13.0_490_1_0,665,669,5,0.06,9.85535641259537,10.36,0.0,Delivery,1.443,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_2,13.0_490_2_0,669,670,5,0.0369444444444444,9.85535641259537,10.587,0.0,Delivery,0.544,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_3,13.0_490_3_0,670,690,8,0.0397222222222222,9.85535641259537,10.79,0.0,Delivery,1.487,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_4,13.0_490_4_0,690,689,8,0.0433333333333333,9.85535641259537,11.097,0.0,Delivery,0.819,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_5,13.0_490_5_0,689,691,6,0.0316666666666666,9.85535641259537,11.407,0.0,Delivery,0.895,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_6,13.0_490_6_0,691,692,7,0.0188888888888888,9.85535641259537,11.638,0.0,Delivery,0.621,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_7,13.0_490_7_0,692,693,4,0.0466666666666666,9.85535641259537,11.891,0.0,Delivery,0.237,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_8,13.0_490_8_0,693,694,2,0.0227777777777777,9.85535641259537,12.071,0.0,Delivery,0.873,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_9,13.0_490_9_0,694,696,4,0.0258333333333333,9.85535641259537,12.16,0.0,Delivery,0.895,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_10,13.0_490_10_0,696,695,9,0.0180555555555555,9.85535641259537,12.319,0.0,Delivery,0.36,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_11,13.0_490_11_0,695,687,9,0.0266666666666666,9.85535641259537,12.637,0.0,Delivery,1.228,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_12,13.0_490_12_0,687,698,5,0.0311111111111111,9.85535641259537,12.964,0.0,Delivery,0.897,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_13,13.0_490_13_0,698,699,3,0.0227777777777777,9.85535641259537,13.162,0.0,Delivery,0.712,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_14,13.0_490_14_0,699,700,2,0.0341666666666666,9.85535641259537,13.285,0.0,Delivery,0.285,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_15,13.0_490_15_0,700,702,5,0.0288888888888888,9.85535641259537,13.385,0.0,Delivery,0.62,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_16,13.0_490_16_0,702,697,8,0.0375,9.85535641259537,13.581,0.0,Delivery,0.78,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_17,13.0_490_17_0,697,701,5,0.0158333333333333,9.85535641259537,13.885,0.0,Delivery,0.77,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_18,13.0_490_18_0,701,703,2,0.0486111111111111,9.85535641259537,14.068,0.0,Delivery,0.466,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_19,13.0_490_19_0,703,704,4,0.0219444444444444,9.85535641259537,14.183,0.0,Delivery,0.567,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_20,13.0_490_20_0,704,705,1,0.0441666666666666,9.85535641259537,14.338,0.0,Delivery,0.34,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_21,13.0_490_21_0,705,709,1,0.0552777777777777,9.85535641259537,14.416,0.0,Delivery,1.207,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_22,13.0_490_22_0,709,711,1,0.0438888888888888,9.85535641259537,14.504,0.0,Delivery,0.244,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_23,13.0_490_23_0,711,785,7,0.0852777777777777,9.85535641259537,14.581,0.0,Delivery,1.501,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_24,13.0_490_24_0,785,686,6,0.0669444444444444,9.85535641259537,14.9,0.0,Delivery,1.273,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_25,13.0_490_25_0,686,685,2,0.0319444444444444,9.85535641259537,15.167,0.0,Delivery,1.087,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_26,13.0_490_26_0,685,683,8,0.0633333333333333,9.85535641259537,15.266,0.0,Delivery,0.612,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_27,13.0_490_27_0,683,675,1,0.0466666666666666,9.85535641259537,15.596,0.0,Delivery,1.091,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_28,13.0_490_28_0,675,674,11,0.0388888888888888,9.85535641259537,15.676,0.0,Delivery,0.949,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_29,13.0_490_29_0,674,672,14,0.0663888888888888,9.85535641259537,16.081,0.0,Delivery,0.527,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_30,13.0_490_30_0,672,673,7,0.0361111111111111,9.85535641259537,16.614,0.0,Delivery,1.291,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_31,13.0_490_31_0,673,671,6,0.0447222222222222,9.85535641259537,16.884,0.0,Delivery,1.191,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_32,13.0_490_32_0,671,489,6,0.0844444444444444,9.85535641259537,17.128,0.0,Delivery,1.955,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_33,13.0_490_33_0,489,688,6,0.0788888888888888,9.85535641259537,17.413,0.0,Delivery,0.816,Van,Depot,HH
0,UPS,13,13.0_490,13.0_490_34,13.0_490_34_0,688,3362,0,0.4513888888888889,9.85535641259537,17.692,0.0,Delivery,26.105,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_0,13.0_491_0_0,3362,544,1,0.4058333333333333,18.184384442367765,18.184,0.0,Delivery,25.691,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_1,13.0_491_1_0,544,543,6,0.0541666666666666,18.184384442367765,18.624,0.0,Delivery,0.711,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_2,13.0_491_2_0,543,608,1,0.0708333333333333,18.184384442367765,18.878,0.0,Delivery,0.788,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_3,13.0_491_3_0,608,607,9,0.0405555555555555,18.184384442367765,18.982,0.0,Delivery,0.392,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_4,13.0_491_4_0,607,606,3,0.0327777777777777,18.184384442367765,19.322,0.0,Delivery,1.633,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_5,13.0_491_5_0,606,609,6,0.0508333333333333,18.184384442367765,19.455,0.0,Delivery,1.016,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_6,13.0_491_6_0,609,637,6,0.0380555555555555,18.184384442367765,19.706,0.0,Delivery,0.684,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_7,13.0_491_7_0,637,636,1,0.0366666666666666,18.184384442367765,19.944,0.0,Delivery,1.217,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_8,13.0_491_8_0,636,634,6,0.0508333333333333,18.184384442367765,20.014,0.0,Delivery,0.402,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_9,13.0_491_9_0,634,630,2,0.0447222222222222,18.184384442367765,20.265,0.0,Delivery,0.761,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_10,13.0_491_10_0,630,635,7,0.0397222222222222,18.184384442367765,20.376,0.0,Delivery,1.167,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_11,13.0_491_11_0,635,633,8,0.0336111111111111,18.184384442367765,20.649,0.0,Delivery,0.473,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_12,13.0_491_12_0,633,631,8,0.0397222222222222,18.184384442367765,20.95,0.0,Delivery,0.616,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_13,13.0_491_13_0,631,638,2,0.0552777777777777,18.184384442367765,21.256,0.0,Delivery,1.573,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_14,13.0_491_14_0,638,600,4,0.0486111111111111,18.184384442367765,21.378,0.0,Delivery,1.19,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_15,13.0_491_15_0,600,599,4,0.0283333333333333,18.184384442367765,21.56,0.0,Delivery,0.642,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_16,13.0_491_16_0,599,601,4,0.0363888888888888,18.184384442367765,21.722,0.0,Delivery,0.839,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_17,13.0_491_17_0,601,572,9,0.06,18.184384442367765,21.891,0.0,Delivery,1.505,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_18,13.0_491_18_0,572,571,2,0.0158333333333333,18.184384442367765,22.251,0.0,Delivery,0.346,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_19,13.0_491_19_0,571,569,11,0.0283333333333333,18.184384442367765,22.334,0.0,Delivery,1.589,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_20,13.0_491_20_0,569,561,5,0.0530555555555555,18.184384442367765,22.729,0.0,Delivery,0.891,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_21,13.0_491_21_0,561,604,6,0.0391666666666666,18.184384442367765,22.949,0.0,Delivery,0.919,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_22,13.0_491_22_0,604,605,15,0.0497222222222222,18.184384442367765,23.188,0.0,Delivery,0.752,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_23,13.0_491_23_0,605,610,2,0.0480555555555555,18.184384442367765,23.737,0.0,Delivery,0.988,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_24,13.0_491_24_0,610,611,13,0.0461111111111111,18.184384442367765,23.852,0.0,Delivery,1.202,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_25,13.0_491_25_0,611,612,2,0.0452777777777777,18.184384442367765,24.332,0.0,Delivery,0.841,Van,Depot,HH
0,UPS,13,13.0_491,13.0_491_26,13.0_491_26_0,612,613,10,0.0316666666666666,18.184384442367765,24.444,0.0,Delivery,0.567,Van,Depot,HH
