ORIG	DEST	N_TOT
20	20	1
35	35	1
37	37	2
37	43	1
39	37	1
39	39	1
42	37	1
43	43	1
80	80	1
89	89	1
91	89	1
91	91	1
92	91	1
111	118	1
112	112	1
118	118	1
122	2668	1
127	127	1
128	127	1
136	136	1
136	138	1
137	136	1
138	138	1
138	1008	1
140	142	1
142	142	1
191	191	1
191	195	1
192	191	1
194	199	1
195	194	1
195	195	1
196	605	1
197	196	1
197	197	1
199	197	1
201	201	1
201	205	1
202	202	1
205	253	1
208	201	1
208	208	1
209	208	1
210	210	1
213	213	1
224	224	1
224	226	1
226	226	1
248	2668	1
249	249	1
253	253	1
266	266	1
277	278	1
278	278	1
278	286	1
284	284	1
285	285	1
286	285	1
286	286	1
289	289	1
308	308	1
308	521	1
318	318	1
319	318	1
319	319	1
322	319	1
332	332	1
333	333	1
336	333	1
336	336	1
359	359	1
363	363	1
441	441	1
456	487	1
467	467	1
479	456	1
479	479	1
480	480	1
480	482	1
481	480	1
482	479	1
487	699	1
489	489	1
489	699	1
495	481	1
495	495	1
496	496	1
496	497	1
497	498	1
498	498	1
498	499	1
499	495	1
499	499	1
501	496	1
501	501	1
509	510	1
510	510	1
510	645	1
517	517	1
521	521	1
548	249	1
548	548	1
549	549	1
551	549	1
551	551	1
557	557	1
559	559	2
565	565	1
565	566	1
566	548	1
566	566	1
567	568	1
568	568	1
569	570	1
570	570	1
570	574	1
571	572	1
572	569	1
572	572	1
573	575	1
574	574	1
574	576	1
575	598	1
576	573	1
595	595	1
598	598	1
598	602	1
600	600	1
600	2668	1
601	601	1
602	601	1
602	602	1
605	565	1
605	605	2
627	627	1
629	600	1
629	627	1
632	632	1
639	639	1
639	643	1
643	643	1
645	645	1
645	646	1
646	646	1
660	662	1
662	662	1
664	672	1
672	672	1
679	679	1
679	680	1
680	680	1
680	786	1
687	692	1
688	694	1
692	492	1
694	687	1
699	699	1
722	722	1
722	723	1
723	724	1
724	724	1
724	725	1
725	725	1
725	737	1
734	734	1
735	735	2
735	742	1
736	735	1
736	736	1
737	737	1
737	740	1
740	740	1
740	741	1
741	736	1
741	741	1
742	742	1
742	743	1
743	768	1
768	768	1
768	769	1
769	769	1
769	770	1
770	770	1
785	792	1
786	785	1
786	786	1
787	680	1
787	787	1
787	788	1
788	679	1
788	788	1
790	787	1
790	790	3
792	688	1
812	817	1
813	813	1
817	813	1
817	817	2
819	820	1
820	820	1
820	822	1
822	822	2
822	835	1
835	835	1
836	787	1
837	790	1
864	864	1
875	875	1
875	879	1
877	875	1
879	879	1
882	883	1
883	883	1
883	924	1
884	884	1
885	884	1
895	2668	1
896	896	1
908	908	1
924	924	1
940	80	1
940	940	1
991	991	1
1008	20	1
1008	112	1
1008	210	1
1008	289	1
1008	489	1
1008	501	1
1008	551	1
1008	595	1
1008	790	1
1008	908	1
1008	1419	1
1023	1023	1
1024	1023	1
1024	1024	1
1025	1024	1
1025	1025	1
1026	1025	1
1026	1026	1
1029	1026	1
1044	2625	1
1355	1355	1
1355	6767	1
1372	1372	1
1373	1389	1
1375	1375	1
1376	1375	1
1381	1381	1
1389	1372	1
1389	1389	1
1398	1399	1
1399	1381	1
1399	1399	1
1410	224	1
1416	1418	1
1417	1417	1
1418	1417	1
1418	1418	1
1419	1419	1
1419	1420	1
1420	1420	1
1441	1442	1
1442	1442	1
1459	1459	1
1460	1459	1
1500	1501	1
1501	1501	1
2256	2256	1
2256	2657	1
2262	2256	1
2272	2272	1
2272	2273	1
2273	2273	1
2273	2274	1
2274	2274	1
2275	2272	1
2275	2275	1
2280	2280	1
2280	2283	1
2283	2283	1
2287	2275	1
2287	2287	1
2289	2287	1
2290	2297	1
2291	2291	1
2292	2291	1
2295	2280	1
2295	2295	1
2296	2395	1
2297	2390	1
2299	2290	1
2301	2301	1
2306	2307	1
2307	2301	1
2307	2307	1
2314	2314	1
2314	2315	1
2315	2299	1
2315	2315	1
2315	2341	1
2319	2321	1
2321	2324	1
2324	2315	1
2335	2315	1
2340	2341	1
2341	2341	2
2341	2369	1
2343	2668	1
2346	2346	2
2347	2346	1
2351	2347	1
2351	2351	1
2351	2375	1
2352	2352	1
2352	2360	1
2356	2352	1
2360	2351	1
2364	2346	1
2366	2408	1
2369	2366	1
2369	2388	1
2375	2375	2
2375	2376	1
2376	2376	1
2376	2501	1
2388	2427	1
2390	2369	1
2393	2393	1
2393	2415	1
2394	2394	1
2395	2394	1
2395	2395	2
2407	2427	1
2408	2393	1
2415	2292	1
2426	2429	1
2427	2426	1
2427	2427	1
2427	2429	1
2429	2429	2
2429	2430	1
2430	2430	1
2430	2446	1
2432	2433	1
2433	2433	1
2433	2434	1
2434	2434	1
2434	2435	1
2435	2435	1
2438	2438	1
2442	2442	1
2444	2444	1
2445	2445	1
2445	2449	1
2446	2445	1
2446	2446	1
2449	2438	1
2449	2449	1
2452	2444	1
2452	2452	1
2454	2709	1
2455	2455	1
2457	2455	1
2457	2457	1
2459	2457	1
2459	2459	1
2461	2459	1
2465	2465	1
2466	2466	1
2501	2501	1
2510	2510	1
2510	2529	1
2511	2510	1
2524	2525	1
2525	2525	1
2525	2530	1
2529	2529	1
2530	2530	1
2549	2549	1
2550	2549	1
2550	2550	1
2553	2550	1
2553	2553	1
2591	2591	1
2591	2614	1
2593	2591	1
2593	2593	1
2599	2593	1
2601	2601	1
2614	2614	1
2619	336	1
2619	2619	2
2620	2619	1
2625	2601	1
2625	2625	1
2653	363	1
2653	2653	1
2657	2653	1
2657	2657	1
2662	817	1
2662	2669	1
2668	35	1
2668	39	1
2668	202	1
2668	213	1
2668	266	1
2668	284	1
2668	308	1
2668	332	1
2668	441	1
2668	467	1
2668	517	1
2668	557	1
2668	559	2
2668	605	1
2668	632	1
2668	722	1
2668	734	1
2668	735	1
2668	790	1
2668	822	1
2668	864	1
2668	940	1
2668	2314	1
2668	2375	1
2668	2393	1
2668	2395	1
2668	2452	1
2668	2465	1
2668	2466	1
2669	2669	1
2685	2686	1
2686	2684	1
2686	2686	1
2690	2685	1
2690	2690	1
2693	2690	1
2693	2693	1
2709	2662	1
3362	2553	1
3362	2619	1
3362	2693	1
4137	2312	1
