ORIG	DEST	N_LS0	N_LS1	N_LS2	N_LS3	N_LS4	N_LS5	N_LS6	N_LS7	N_VEH0	N_VEH1	N_VEH2	N_VEH3	N_VEH4	N_VEH5	N_VEH6	N_VEH7	N_VEH8	N_VEH9	N_TOT
15	743	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
25	6988	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
25	7039	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
31	7346	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
31	99999942	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
51	420	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
54	6754	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
83	1379	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
83	1665	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
86	2472	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
94	988	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
99	99999931	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
114	99999923	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
138	5424	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
139	208	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	224	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
139	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
139	2040	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	3217	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	3282	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
139	3956	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	4133	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	6523	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	6711	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	6723	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	6805	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
139	7237	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	7241	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
139	99999905	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	99999912	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
141	1508	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
141	7240	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
146	451	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
146	6710	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
146	99999918	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
149	139	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
150	189	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
150	7265	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
151	157	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
151	468	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
151	2173	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
151	4536	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
151	5501	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
151	5507	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
151	6925	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
151	7241	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
151	99999917	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
151	99999933	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
152	139	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
152	156	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
152	5597	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
152	6328	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
152	6517	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
152	6762	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
152	99999937	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
152	99999942	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
157	31	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
157	2173	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
157	5353	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
157	5517	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
157	6711	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
157	6952	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
157	7025	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
157	7251	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
157	7370	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
157	99999915	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
157	99999935	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
164	1041	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
177	2861	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
178	6809	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
178	99999942	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
181	224	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
182	99999942	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
184	6787	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2
186	2038	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
188	2532	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
188	6787	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
189	253	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
197	6547	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
197	99999942	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
204	99999942	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
208	606	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
210	99999910	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
212	99999917	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
213	4532	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
214	99999910	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
215	3189	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
215	6312	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
217	99999942	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
218	99999940	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
223	2054	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
223	2896	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
223	3280	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
223	99999920	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
224	178	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
224	215	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	252	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	503	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	643	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
224	1669	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	1736	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	3284	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	4538	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	4557	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	4599	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	5001	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
224	6190	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
224	6754	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	6948	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
224	7032	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	99999910	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	99999911	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	99999912	3	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3
224	99999913	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	99999918	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	99999931	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	99999935	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
224	99999937	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
224	99999940	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
224	99999942	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2
227	2174	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
227	2920	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
227	6933	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
229	99999906	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
