ORIG	DEST	N_LS0	N_LS1	N_LS2	N_LS3	N_LS4	N_LS5	N_LS6	N_LS7	N_VEH0	N_VEH1	N_VEH2	N_VEH3	N_VEH4	N_VEH5	N_VEH6	N_VEH7	N_VEH8	N_VEH9	N_TOT
25	2479	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
25	6492	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
25	6890	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
25	99999917	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
25	99999942	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
43	99999942	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
49	99999940	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
54	3423	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
54	6920	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
55	6517	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
55	6528	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
59	6554	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
70	7365	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
72	6711	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
76	6486	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
76	99999916	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
81	1478	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
83	2920	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
84	6926	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
87	4508	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
88	99999942	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
99	6812	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
99	99999941	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
114	3009	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
138	6531	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
138	7315	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
138	99999941	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
139	2174	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
