ORIG	DEST	N_LS0	N_LS1	N_LS2	N_LS3	N_LS4	N_LS5	N_LS6	N_LS7	N_VEH0	N_VEH1	N_VEH2	N_VEH3	N_VEH4	N_VEH5	N_VEH6	N_VEH7	N_VEH8	N_VEH9	N_TOT
31	99999923	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
42	2911	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
48	6948	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
55	2613	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
58	6925	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
76	6507	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
76	99999934	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
87	5001	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
87	6903	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
94	5358	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
107	6516	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
114	712	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
126	99999943	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
136	253	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
139	150	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	152	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
139	224	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
139	984	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
139	3423	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	3961	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
139	6307	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
139	6711	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
139	99999913	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
139	99999918	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	99999932	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
