ORIG	DEST	N_LS0	N_LS1	N_LS2	N_LS3	N_LS4	N_LS5	N_LS6	N_LS7	N_VEH0	N_VEH1	N_VEH2	N_VEH3	N_VEH4	N_VEH5	N_VEH6	N_VEH7	N_VEH8	N_VEH9	N_TOT
2	7258	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
14	3273	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
14	4555	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
14	5374	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
14	6811	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
25	549	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
25	979	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
25	2863	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
25	2978	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
25	6625	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
25	6948	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
25	7303	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
25	99999923	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
26	99999923	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
27	2509	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
28	4725	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
31	2886	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
31	99999923	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
34	2174	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
37	224	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
37	889	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
37	3980	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
48	882	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
49	871	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
49	2173	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
49	4301	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
49	6733	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
49	99999917	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
49	99999919	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
49	99999942	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
52	152	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
54	87	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
54	456	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
54	2914	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
