ORIG	DEST	N_LS0	N_LS1	N_LS2	N_LS3	N_LS4	N_LS5	N_LS6	N_LS7	N_VEH0	N_VEH1	N_VEH2	N_VEH3	N_VEH4	N_VEH5	N_VEH6	N_VEH7	N_VEH8	N_VEH9	N_TOT
2	2403	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
14	6812	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
22	6334	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
25	453	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
25	2916	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
25	4971	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
46	456	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
49	2341	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
49	5500	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
55	881	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
72	5008	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
100	6779	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
114	4557	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
114	7242	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
138	139	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
138	193	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
138	3211	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
138	5001	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
138	5809	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	138	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	139	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
139	229	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
139	881	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	2174	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2
139	3207	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	5605	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
