ORIG	DEST	N_LS0	N_LS1	N_LS2	N_LS3	N_LS4	N_LS5	N_LS6	N_LS7	N_VEH0	N_VEH1	N_VEH2	N_VEH3	N_VEH4	N_VEH5	N_VEH6	N_VEH7	N_VEH8	N_VEH9	N_TOT
4	99999940	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
14	2955	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
25	99999942	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2
27	99999906	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
31	99999938	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
37	99999942	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
49	6948	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
49	7241	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
49	99999914	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
49	99999923	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2
54	513	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
54	99999933	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
55	99999934	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
63	99999912	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
73	3393	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
76	99999917	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
84	3394	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
94	3368	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
94	7244	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
118	99999923	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
138	55	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
138	99999942	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	253	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	274	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	2174	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	2977	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	4570	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
139	5011	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	6787	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
139	6925	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	7034	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	7264	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
139	99999910	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	99999917	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
