22535,0,189086,0,0,0,0,0
46966,0,40311,0,0,0,0,0
0,580,79,0,0,0,0,0
5,1022,4270,0,0,0,0,4892
4676,471,2035,0,0,0,0,19
248,2253,544,89,0,0,0,164
1210,1524,890,53421,0,0,0,648
0,0,3,0,0,0,0,591
2989,8259,4340,6908,435,55,0,40988
7691,104986,28532,7959,25108,47570,9672,16103
