Parcel_ID,O_zone,D_zone,CEP,Network,Type,DepotNumber,VEHTYPE
2557,3362,68,UPS,conventional,tour-based,13.0,7.0
2569,1008,69,DHL,conventional,tour-based,9.0,7.0
2570,1008,69,DHL,conventional,tour-based,9.0,7.0
2577,1008,69,DHL,conventional,tour-based,9.0,7.0
2588,1008,69,DHL,conventional,tour-based,9.0,7.0
2639,2668,69,PostNL,conventional,tour-based,1.0,7.0
2768,559,72,Cycloon,conventional,tour-based,16.0,7.0
2776,1008,72,DHL,conventional,tour-based,9.0,7.0
2779,1008,72,DHL,conventional,tour-based,9.0,7.0
2863,3362,72,UPS,conventional,tour-based,13.0,7.0
2871,3362,72,UPS,conventional,tour-based,13.0,7.0
2881,1008,73,DHL,conventional,tour-based,9.0,7.0
2916,4137,73,FedEx,conventional,tour-based,15.0,7.0
2919,5514,73,GLS,conventional,tour-based,5.0,7.0
2937,2668,73,PostNL,conventional,tour-based,1.0,7.0
2945,2668,73,PostNL,conventional,tour-based,1.0,7.0
2947,2668,73,PostNL,conventional,tour-based,1.0,7.0
2999,3362,73,UPS,conventional,tour-based,13.0,7.0
3005,1008,74,DHL,conventional,tour-based,9.0,7.0
3048,2668,74,PostNL,conventional,tour-based,1.0,7.0
3058,2668,74,PostNL,conventional,tour-based,1.0,7.0
3093,3362,74,UPS,conventional,tour-based,13.0,7.0
3096,3362,74,UPS,conventional,tour-based,13.0,7.0
3097,3362,74,UPS,conventional,tour-based,13.0,7.0
3098,3362,74,UPS,conventional,tour-based,13.0,7.0
3107,1008,75,DHL,conventional,tour-based,9.0,7.0
3157,2668,75,PostNL,conventional,tour-based,1.0,7.0
3248,2668,76,PostNL,conventional,tour-based,1.0,7.0
3285,2668,76,PostNL,conventional,tour-based,1.0,7.0
3304,4604,80,DPD,conventional,tour-based,14.0,7.0
3326,1008,81,DHL,conventional,tour-based,9.0,7.0
3340,4604,81,DPD,conventional,tour-based,14.0,7.0
3350,2668,81,PostNL,conventional,tour-based,1.0,7.0
3458,2668,82,PostNL,conventional,tour-based,1.0,7.0
3481,1008,83,DHL,conventional,tour-based,9.0,7.0
3520,2668,83,PostNL,conventional,tour-based,1.0,7.0
3528,2668,83,PostNL,conventional,tour-based,1.0,7.0
3546,2668,83,PostNL,conventional,tour-based,1.0,7.0
3597,4604,84,DPD,conventional,tour-based,14.0,7.0
3649,2668,84,PostNL,conventional,tour-based,1.0,7.0
3664,2668,84,PostNL,conventional,tour-based,1.0,7.0
3716,1008,85,DHL,conventional,tour-based,9.0,7.0
3735,5514,85,GLS,conventional,tour-based,5.0,7.0
3769,2668,85,PostNL,conventional,tour-based,1.0,7.0
3784,2668,85,PostNL,conventional,tour-based,1.0,7.0
3821,1008,88,DHL,conventional,tour-based,9.0,7.0
3836,1008,88,DHL,conventional,tour-based,9.0,7.0
3851,4137,88,FedEx,conventional,tour-based,15.0,7.0
3863,2668,88,PostNL,conventional,tour-based,1.0,7.0
3864,2668,88,PostNL,conventional,tour-based,1.0,7.0
3895,2668,88,PostNL,conventional,tour-based,1.0,7.0
3899,2668,88,PostNL,conventional,tour-based,1.0,7.0
3940,4604,89,DPD,conventional,tour-based,14.0,7.0
3955,2668,89,PostNL,conventional,tour-based,1.0,7.0
3960,2668,89,PostNL,conventional,tour-based,1.0,7.0
3962,2668,89,PostNL,conventional,tour-based,1.0,7.0
3965,2668,89,PostNL,conventional,tour-based,1.0,7.0
3970,2668,89,PostNL,conventional,tour-based,1.0,7.0
3985,2668,89,PostNL,conventional,tour-based,1.0,7.0
4013,1008,90,DHL,conventional,tour-based,9.0,7.0
4026,2668,90,PostNL,conventional,tour-based,1.0,7.0
4029,2668,90,PostNL,conventional,tour-based,1.0,7.0
4060,2668,91,PostNL,conventional,tour-based,1.0,7.0
4079,4604,92,DPD,conventional,tour-based,14.0,7.0
4090,2668,92,PostNL,conventional,tour-based,1.0,7.0
4094,2668,92,PostNL,conventional,tour-based,1.0,7.0
4110,1008,94,DHL,conventional,tour-based,9.0,7.0
4112,4604,94,DPD,conventional,tour-based,14.0,7.0
4119,2668,94,PostNL,conventional,tour-based,1.0,7.0
4158,2668,96,PostNL,conventional,tour-based,1.0,7.0
4171,4137,97,FedEx,conventional,tour-based,15.0,7.0
4223,2668,98,PostNL,conventional,tour-based,1.0,7.0
4229,2668,98,PostNL,conventional,tour-based,1.0,7.0
4253,559,99,Cycloon,conventional,tour-based,16.0,7.0
4299,2668,99,PostNL,conventional,tour-based,1.0,7.0
4324,2668,99,PostNL,conventional,tour-based,1.0,7.0
4354,1008,100,DHL,conventional,tour-based,9.0,7.0
4369,5514,100,GLS,conventional,tour-based,5.0,7.0
4398,2668,100,PostNL,conventional,tour-based,1.0,7.0
4402,2668,100,PostNL,conventional,tour-based,1.0,7.0
4453,2668,101,PostNL,conventional,tour-based,1.0,7.0
4466,2668,101,PostNL,conventional,tour-based,1.0,7.0
4482,2668,101,PostNL,conventional,tour-based,1.0,7.0
4509,1008,102,DHL,conventional,tour-based,9.0,7.0
4552,2668,102,PostNL,conventional,tour-based,1.0,7.0
4556,2668,102,PostNL,conventional,tour-based,1.0,7.0
4558,2668,102,PostNL,conventional,tour-based,1.0,7.0
4587,2668,103,PostNL,conventional,tour-based,1.0,7.0
4588,2668,103,PostNL,conventional,tour-based,1.0,7.0
4601,2668,104,PostNL,conventional,tour-based,1.0,7.0
4642,2668,109,PostNL,conventional,tour-based,1.0,7.0
4708,1008,111,DHL,conventional,tour-based,9.0,7.0
4712,1008,111,DHL,conventional,tour-based,9.0,7.0
4753,2668,111,PostNL,conventional,tour-based,1.0,7.0
4800,2668,111,PostNL,conventional,tour-based,1.0,7.0
4816,2668,111,PostNL,conventional,tour-based,1.0,7.0
4865,1008,112,DHL,conventional,tour-based,9.0,7.0
4948,2668,112,PostNL,conventional,tour-based,1.0,7.0
4951,2668,112,PostNL,conventional,tour-based,1.0,7.0
4954,2668,112,PostNL,conventional,tour-based,1.0,7.0
4989,2668,112,PostNL,conventional,tour-based,1.0,7.0
5005,3362,112,UPS,conventional,tour-based,13.0,7.0
5049,1008,113,DHL,conventional,tour-based,9.0,7.0
5076,1008,113,DHL,conventional,tour-based,9.0,7.0
5081,4604,113,DPD,conventional,tour-based,14.0,7.0
5090,4604,113,DPD,conventional,tour-based,14.0,7.0
5095,4604,113,DPD,conventional,tour-based,14.0,7.0
5173,2668,113,PostNL,conventional,tour-based,1.0,7.0
5179,2668,113,PostNL,conventional,tour-based,1.0,7.0
5208,2668,113,PostNL,conventional,tour-based,1.0,7.0
5267,3362,113,UPS,conventional,tour-based,13.0,7.0
5276,3362,113,UPS,conventional,tour-based,13.0,7.0
5300,5514,114,GLS,conventional,tour-based,5.0,7.0
5308,2668,114,PostNL,conventional,tour-based,1.0,7.0
5313,2668,114,PostNL,conventional,tour-based,1.0,7.0
5354,1008,117,DHL,conventional,tour-based,9.0,7.0
5355,1008,117,DHL,conventional,tour-based,9.0,7.0
5460,2668,117,PostNL,conventional,tour-based,1.0,7.0
5478,2668,117,PostNL,conventional,tour-based,1.0,7.0
5530,1008,118,DHL,conventional,tour-based,9.0,7.0
5630,2668,118,PostNL,conventional,tour-based,1.0,7.0
5658,2668,118,PostNL,conventional,tour-based,1.0,7.0
5681,1008,119,DHL,conventional,tour-based,9.0,7.0
5693,1008,119,DHL,conventional,tour-based,9.0,7.0
5724,4137,119,FedEx,conventional,tour-based,15.0,7.0
5769,2668,119,PostNL,conventional,tour-based,1.0,7.0
5890,3362,120,UPS,conventional,tour-based,13.0,7.0
5926,4604,121,DPD,conventional,tour-based,14.0,7.0
5927,4604,121,DPD,conventional,tour-based,14.0,7.0
5934,4604,121,DPD,conventional,tour-based,14.0,7.0
5977,2668,121,PostNL,conventional,tour-based,1.0,7.0
5984,2668,121,PostNL,conventional,tour-based,1.0,7.0
6019,3362,121,UPS,conventional,tour-based,13.0,7.0
6030,1008,122,DHL,conventional,tour-based,9.0,7.0
6038,1008,122,DHL,conventional,tour-based,9.0,7.0
6112,2668,122,PostNL,conventional,tour-based,1.0,7.0
6154,3362,123,UPS,conventional,tour-based,13.0,7.0
6204,2668,124,PostNL,conventional,tour-based,1.0,7.0
6258,3362,124,UPS,conventional,tour-based,13.0,7.0
6336,5514,127,GLS,conventional,tour-based,5.0,7.0
6341,2668,127,PostNL,conventional,tour-based,1.0,7.0
6356,2668,127,PostNL,conventional,tour-based,1.0,7.0
6395,2668,127,PostNL,conventional,tour-based,1.0,7.0
6461,4604,128,DPD,conventional,tour-based,14.0,7.0
6466,2668,128,PostNL,conventional,tour-based,1.0,7.0
6476,2668,128,PostNL,conventional,tour-based,1.0,7.0
6496,1008,129,DHL,conventional,tour-based,9.0,7.0
6503,1008,129,DHL,conventional,tour-based,9.0,7.0
6504,1008,129,DHL,conventional,tour-based,9.0,7.0
6574,3362,129,UPS,conventional,tour-based,13.0,7.0
6580,1008,130,DHL,conventional,tour-based,9.0,7.0
6589,1008,130,DHL,conventional,tour-based,9.0,7.0
6591,1008,130,DHL,conventional,tour-based,9.0,7.0
6598,4604,130,DPD,conventional,tour-based,14.0,7.0
6649,3362,130,UPS,conventional,tour-based,13.0,7.0
6658,1008,131,DHL,conventional,tour-based,9.0,7.0
6711,2668,131,PostNL,conventional,tour-based,1.0,7.0
6728,3362,131,UPS,conventional,tour-based,13.0,7.0
6730,559,132,Cycloon,conventional,tour-based,16.0,7.0
6781,5514,132,GLS,conventional,tour-based,5.0,7.0
6784,2668,132,PostNL,conventional,tour-based,1.0,7.0
6788,2668,132,PostNL,conventional,tour-based,1.0,7.0
6818,2668,132,PostNL,conventional,tour-based,1.0,7.0
6828,2668,132,PostNL,conventional,tour-based,1.0,7.0
6874,1008,133,DHL,conventional,tour-based,9.0,7.0
6884,1008,133,DHL,conventional,tour-based,9.0,7.0
6895,4604,133,DPD,conventional,tour-based,14.0,7.0
6914,2668,133,PostNL,conventional,tour-based,1.0,7.0
6918,2668,133,PostNL,conventional,tour-based,1.0,7.0
6936,2668,133,PostNL,conventional,tour-based,1.0,7.0
6977,3362,133,UPS,conventional,tour-based,13.0,7.0
6984,1008,134,DHL,conventional,tour-based,9.0,7.0
6988,1008,134,DHL,conventional,tour-based,9.0,7.0
7023,4604,134,DPD,conventional,tour-based,14.0,7.0
7042,2668,134,PostNL,conventional,tour-based,1.0,7.0
7119,3362,134,UPS,conventional,tour-based,13.0,7.0
7143,1008,135,DHL,conventional,tour-based,9.0,7.0
7213,2668,135,PostNL,conventional,tour-based,1.0,7.0
7221,3362,135,UPS,conventional,tour-based,13.0,7.0
7237,1008,136,DHL,conventional,tour-based,9.0,7.0
7244,1008,136,DHL,conventional,tour-based,9.0,7.0
7248,1008,136,DHL,conventional,tour-based,9.0,7.0
7249,1008,136,DHL,conventional,tour-based,9.0,7.0
7273,4604,136,DPD,conventional,tour-based,14.0,7.0
7302,2668,136,PostNL,conventional,tour-based,1.0,7.0
7327,2668,136,PostNL,conventional,tour-based,1.0,7.0
7410,1008,137,DHL,conventional,tour-based,9.0,7.0
7476,4137,137,FedEx,conventional,tour-based,15.0,7.0
7501,2668,137,PostNL,conventional,tour-based,1.0,7.0
7527,2668,137,PostNL,conventional,tour-based,1.0,7.0
7543,2668,137,PostNL,conventional,tour-based,1.0,7.0
7566,2668,137,PostNL,conventional,tour-based,1.0,7.0
7586,2668,137,PostNL,conventional,tour-based,1.0,7.0
7650,4604,140,DPD,conventional,tour-based,14.0,7.0
7667,2668,140,PostNL,conventional,tour-based,1.0,7.0
7704,1008,141,DHL,conventional,tour-based,9.0,7.0
7741,2668,141,PostNL,conventional,tour-based,1.0,7.0
7784,1008,142,DHL,conventional,tour-based,9.0,7.0
7796,4604,142,DPD,conventional,tour-based,14.0,7.0
7857,2668,142,PostNL,conventional,tour-based,1.0,7.0
7874,1008,143,DHL,conventional,tour-based,9.0,7.0
7899,2668,143,PostNL,conventional,tour-based,1.0,7.0
7902,2668,143,PostNL,conventional,tour-based,1.0,7.0
7968,2668,144,PostNL,conventional,tour-based,1.0,7.0
7986,2668,144,PostNL,conventional,tour-based,1.0,7.0
7996,1044,145,DHL,conventional,tour-based,7.0,7.0
8064,3362,146,UPS,conventional,tour-based,13.0,7.0
8084,1008,148,DHL,conventional,tour-based,9.0,7.0
8127,2668,148,PostNL,conventional,tour-based,1.0,7.0
8138,2668,148,PostNL,conventional,tour-based,1.0,7.0
8218,2668,149,PostNL,conventional,tour-based,1.0,7.0
8240,1008,150,DHL,conventional,tour-based,9.0,7.0
8305,559,151,Cycloon,locker,tour-based,16.0,7.0
8310,1008,151,DHL,conventional,tour-based,9.0,7.0
8387,2668,153,PostNL,conventional,tour-based,1.0,7.0
8453,2668,154,PostNL,conventional,tour-based,1.0,7.0
8456,2668,154,PostNL,conventional,tour-based,1.0,7.0
8536,4604,155,DPD,conventional,tour-based,14.0,7.0
8554,2668,155,PostNL,conventional,tour-based,1.0,7.0
8556,2668,155,PostNL,conventional,tour-based,1.0,7.0
8576,2668,155,PostNL,conventional,tour-based,1.0,7.0
8632,3362,155,UPS,conventional,tour-based,13.0,7.0
8660,1008,156,DHL,conventional,tour-based,9.0,7.0
8717,4137,156,FedEx,conventional,tour-based,15.0,7.0
8721,5514,156,GLS,conventional,tour-based,5.0,7.0
8732,2668,156,PostNL,conventional,tour-based,1.0,7.0
8742,2668,156,PostNL,conventional,tour-based,1.0,7.0
8750,2668,156,PostNL,conventional,tour-based,1.0,7.0
8771,2668,156,PostNL,conventional,tour-based,1.0,7.0
8773,2668,156,PostNL,conventional,tour-based,1.0,7.0
8784,2668,156,PostNL,conventional,tour-based,1.0,7.0
8802,2668,156,PostNL,conventional,tour-based,1.0,7.0
8849,1008,157,DHL,conventional,tour-based,9.0,7.0
8863,1008,157,DHL,conventional,tour-based,9.0,7.0
8928,1044,159,DHL,conventional,tour-based,7.0,7.0
8939,2668,159,PostNL,conventional,tour-based,1.0,7.0
8958,3362,159,UPS,conventional,tour-based,13.0,7.0
8962,1008,160,DHL,conventional,tour-based,9.0,7.0
8973,1008,160,DHL,conventional,tour-based,9.0,7.0
9071,2668,162,PostNL,conventional,tour-based,1.0,7.0
9122,5514,163,GLS,conventional,tour-based,5.0,7.0
9123,2668,163,PostNL,conventional,tour-based,1.0,7.0
9157,3362,163,UPS,conventional,tour-based,13.0,7.0
9203,2668,165,PostNL,conventional,tour-based,1.0,7.0
9260,2668,166,PostNL,conventional,tour-based,1.0,7.0
9293,2668,166,PostNL,conventional,tour-based,1.0,7.0
9297,2668,166,PostNL,conventional,tour-based,1.0,7.0
9298,2668,166,PostNL,conventional,tour-based,1.0,7.0
9330,4604,167,DPD,conventional,tour-based,14.0,7.0
9395,3362,169,UPS,conventional,tour-based,13.0,7.0
9432,3362,172,UPS,conventional,tour-based,13.0,7.0
9602,1008,177,DHL,conventional,tour-based,9.0,7.0
9620,2668,177,PostNL,conventional,tour-based,1.0,7.0
9705,2668,183,PostNL,conventional,tour-based,1.0,7.0
9717,4604,186,DPD,conventional,tour-based,14.0,7.0
9784,1008,188,DHL,conventional,tour-based,9.0,7.0
9793,1008,189,DHL,conventional,tour-based,9.0,7.0
9798,1008,189,DHL,conventional,tour-based,9.0,7.0
9803,1008,189,DHL,conventional,tour-based,9.0,7.0
9805,1008,189,DHL,conventional,tour-based,9.0,7.0
9881,4604,190,DPD,conventional,tour-based,14.0,7.0
9882,4604,190,DPD,conventional,tour-based,14.0,7.0
9930,1008,191,DHL,conventional,tour-based,9.0,7.0
9932,1008,191,DHL,conventional,tour-based,9.0,7.0
9955,2668,191,PostNL,conventional,tour-based,1.0,7.0
9960,2668,191,PostNL,conventional,tour-based,1.0,7.0
9980,1008,192,DHL,conventional,tour-based,9.0,7.0
9995,4604,192,DPD,conventional,tour-based,14.0,7.0
10016,2668,192,PostNL,conventional,tour-based,1.0,7.0
10019,2668,192,PostNL,conventional,tour-based,1.0,7.0
10054,2668,194,PostNL,conventional,tour-based,1.0,7.0
10057,3362,194,UPS,conventional,tour-based,13.0,7.0
10062,1008,195,DHL,conventional,tour-based,9.0,7.0
10102,5514,195,GLS,conventional,tour-based,5.0,7.0
10104,5514,195,GLS,conventional,tour-based,5.0,7.0
10118,2668,195,PostNL,conventional,tour-based,1.0,7.0
10177,1008,196,DHL,conventional,tour-based,9.0,7.0
10199,1008,197,DHL,conventional,tour-based,9.0,7.0
10258,3362,197,UPS,conventional,tour-based,13.0,7.0
10271,1008,198,DHL,conventional,tour-based,9.0,7.0
10334,2668,198,PostNL,conventional,tour-based,1.0,7.0
10342,2668,198,PostNL,conventional,tour-based,1.0,7.0
10392,1008,200,DHL,conventional,tour-based,9.0,7.0
10399,1008,200,DHL,conventional,tour-based,9.0,7.0
10458,2668,200,PostNL,conventional,tour-based,1.0,7.0
10492,2668,200,PostNL,conventional,tour-based,1.0,7.0
10511,2668,200,PostNL,conventional,tour-based,1.0,7.0
10554,4604,201,DPD,conventional,tour-based,14.0,7.0
10571,2668,201,PostNL,conventional,tour-based,1.0,7.0
10573,2668,201,PostNL,conventional,tour-based,1.0,7.0
10579,2668,201,PostNL,conventional,tour-based,1.0,7.0
10595,2668,201,PostNL,conventional,tour-based,1.0,7.0
10624,3362,201,UPS,conventional,tour-based,13.0,7.0
10684,2668,202,PostNL,conventional,tour-based,1.0,7.0
10733,4604,203,DPD,conventional,tour-based,14.0,7.0
10756,2668,203,PostNL,conventional,tour-based,1.0,7.0
10765,3362,203,UPS,conventional,tour-based,13.0,7.0
10769,559,204,Cycloon,conventional,tour-based,16.0,7.0
10818,2668,204,PostNL,conventional,tour-based,1.0,7.0
10820,2668,204,PostNL,conventional,tour-based,1.0,7.0
10844,1008,206,DHL,conventional,tour-based,9.0,7.0
10854,1008,206,DHL,conventional,tour-based,9.0,7.0
10867,1008,206,DHL,conventional,tour-based,9.0,7.0
10878,4604,206,DPD,conventional,tour-based,14.0,7.0
10882,4137,206,FedEx,conventional,tour-based,15.0,7.0
10900,2668,206,PostNL,conventional,tour-based,1.0,7.0
10970,1008,207,DHL,conventional,tour-based,9.0,7.0
10980,1008,207,DHL,conventional,tour-based,9.0,7.0
10997,2668,207,PostNL,conventional,tour-based,1.0,7.0
11009,2668,207,PostNL,conventional,tour-based,1.0,7.0
11047,1008,208,DHL,conventional,tour-based,9.0,7.0
11069,1008,208,DHL,conventional,tour-based,9.0,7.0
11074,1008,208,DHL,conventional,tour-based,9.0,7.0
11089,4604,208,DPD,conventional,tour-based,14.0,7.0
11097,4604,208,DPD,conventional,tour-based,14.0,7.0
11108,4137,208,FedEx,conventional,tour-based,15.0,7.0
11118,2668,208,PostNL,conventional,tour-based,1.0,7.0
11124,2668,208,PostNL,conventional,tour-based,1.0,7.0
11164,2668,208,PostNL,conventional,tour-based,1.0,7.0
11185,2668,208,PostNL,conventional,tour-based,1.0,7.0
11202,2668,208,PostNL,conventional,tour-based,1.0,7.0
11206,2668,208,PostNL,conventional,tour-based,1.0,7.0
11255,4604,209,DPD,conventional,tour-based,14.0,7.0
11261,4604,209,DPD,conventional,tour-based,14.0,7.0
11296,2668,209,PostNL,conventional,tour-based,1.0,7.0
11310,2668,209,PostNL,conventional,tour-based,1.0,7.0
11345,1008,210,DHL,conventional,tour-based,9.0,7.0
11388,4604,210,DPD,conventional,tour-based,14.0,7.0
11392,4604,210,DPD,conventional,tour-based,14.0,7.0
11419,5514,210,GLS,conventional,tour-based,5.0,7.0
11474,2668,210,PostNL,conventional,tour-based,1.0,7.0
11487,2668,210,PostNL,conventional,tour-based,1.0,7.0
11539,3362,210,UPS,conventional,tour-based,13.0,7.0
11558,2668,211,PostNL,conventional,tour-based,1.0,7.0
11580,1008,212,DHL,conventional,tour-based,9.0,7.0
11629,559,212,Cycloon,locker,tour-based,16.0,7.0
11651,1008,213,DHL,conventional,tour-based,9.0,7.0
11682,4604,213,DPD,conventional,tour-based,14.0,7.0
11714,2668,213,PostNL,conventional,tour-based,1.0,7.0
11762,2668,213,PostNL,conventional,tour-based,1.0,7.0
11798,1008,219,DHL,conventional,tour-based,9.0,7.0
11820,1008,219,DHL,conventional,tour-based,9.0,7.0
11858,4604,219,DPD,conventional,tour-based,14.0,7.0
11865,4604,219,DPD,conventional,tour-based,14.0,7.0
11884,4137,219,FedEx,conventional,tour-based,15.0,7.0
11903,2668,219,PostNL,conventional,tour-based,1.0,7.0
11918,2668,219,PostNL,conventional,tour-based,1.0,7.0
11947,2668,219,PostNL,conventional,tour-based,1.0,7.0
12002,2668,219,PostNL,conventional,tour-based,1.0,7.0
12030,3362,219,UPS,conventional,tour-based,13.0,7.0
12116,2668,222,PostNL,conventional,tour-based,1.0,7.0
12143,2668,224,PostNL,conventional,tour-based,1.0,7.0
12171,2668,226,PostNL,conventional,tour-based,1.0,7.0
12188,2668,229,PostNL,conventional,tour-based,1.0,7.0
12231,1044,231,DHL,conventional,tour-based,7.0,7.0
12234,1044,231,DHL,conventional,tour-based,7.0,7.0
12244,1044,231,DHL,conventional,tour-based,7.0,7.0
12247,4604,231,DPD,conventional,tour-based,14.0,7.0
12258,5514,231,GLS,conventional,tour-based,5.0,7.0
12262,2668,231,PostNL,conventional,tour-based,1.0,7.0
12263,2668,231,PostNL,conventional,tour-based,1.0,7.0
12290,2668,231,PostNL,conventional,tour-based,1.0,7.0
12341,2668,232,PostNL,conventional,tour-based,1.0,7.0
12351,2668,232,PostNL,conventional,tour-based,1.0,7.0
12368,3362,232,UPS,conventional,tour-based,13.0,7.0
12370,1044,233,DHL,conventional,tour-based,7.0,7.0
12421,2668,234,PostNL,conventional,tour-based,1.0,7.0
12440,4604,235,DPD,conventional,tour-based,14.0,7.0
12458,2668,235,PostNL,conventional,tour-based,1.0,7.0
12459,2668,235,PostNL,conventional,tour-based,1.0,7.0
12490,1044,236,DHL,conventional,tour-based,7.0,7.0
12507,2668,236,PostNL,conventional,tour-based,1.0,7.0
12513,2668,236,PostNL,conventional,tour-based,1.0,7.0
12518,2668,236,PostNL,conventional,tour-based,1.0,7.0
12562,1044,237,DHL,conventional,tour-based,7.0,7.0
12609,2668,237,PostNL,conventional,tour-based,1.0,7.0
12616,2668,237,PostNL,conventional,tour-based,1.0,7.0
12637,2668,237,PostNL,conventional,tour-based,1.0,7.0
12656,3362,237,UPS,conventional,tour-based,13.0,7.0
12659,1044,238,DHL,conventional,tour-based,7.0,7.0
12722,2668,239,PostNL,conventional,tour-based,1.0,7.0
12760,3362,240,UPS,conventional,tour-based,13.0,7.0
12826,2668,241,PostNL,conventional,tour-based,1.0,7.0
12852,2668,241,PostNL,conventional,tour-based,1.0,7.0
12871,3362,241,UPS,conventional,tour-based,13.0,7.0
12884,1044,242,DHL,conventional,tour-based,7.0,7.0
12969,3362,242,UPS,conventional,tour-based,13.0,7.0
13005,3362,243,UPS,conventional,tour-based,13.0,7.0
13006,3362,243,UPS,conventional,tour-based,13.0,7.0
13029,4604,244,DPD,conventional,tour-based,14.0,7.0
13228,2668,246,PostNL,conventional,tour-based,1.0,7.0
13253,1008,247,DHL,conventional,tour-based,9.0,7.0
13340,2668,248,PostNL,conventional,tour-based,1.0,7.0
13359,2668,248,PostNL,conventional,tour-based,1.0,7.0
13377,1044,249,DHL,conventional,tour-based,7.0,7.0
13414,2668,249,PostNL,conventional,tour-based,1.0,7.0
13424,2668,249,PostNL,conventional,tour-based,1.0,7.0
13425,2668,249,PostNL,conventional,tour-based,1.0,7.0
13434,2668,249,PostNL,conventional,tour-based,1.0,7.0
13446,2668,249,PostNL,conventional,tour-based,1.0,7.0
13455,3362,249,UPS,conventional,tour-based,13.0,7.0
13468,1044,250,DHL,conventional,tour-based,7.0,7.0
13499,4604,250,DPD,conventional,tour-based,14.0,7.0
13516,2668,250,PostNL,conventional,tour-based,1.0,7.0
13521,2668,250,PostNL,conventional,tour-based,1.0,7.0
13550,2668,250,PostNL,conventional,tour-based,1.0,7.0
13556,2668,250,PostNL,conventional,tour-based,1.0,7.0
13561,2668,250,PostNL,conventional,tour-based,1.0,7.0
13588,1008,251,DHL,conventional,tour-based,9.0,7.0
13610,1008,251,DHL,conventional,tour-based,9.0,7.0
13611,1008,251,DHL,conventional,tour-based,9.0,7.0
13619,1008,251,DHL,conventional,tour-based,9.0,7.0
13644,4604,251,DPD,conventional,tour-based,14.0,7.0
13664,5514,251,GLS,conventional,tour-based,5.0,7.0
13718,2668,251,PostNL,conventional,tour-based,1.0,7.0
13764,2668,251,PostNL,conventional,tour-based,1.0,7.0
13793,3362,251,UPS,conventional,tour-based,13.0,7.0
13800,1008,252,DHL,conventional,tour-based,9.0,7.0
13852,559,252,Cycloon,locker,tour-based,16.0,7.0
13895,559,252,Cycloon,locker,tour-based,16.0,7.0
13907,559,252,Cycloon,locker,tour-based,16.0,7.0
13921,559,252,Cycloon,locker,tour-based,16.0,7.0
13944,2668,252,PostNL,conventional,tour-based,1.0,7.0
13948,559,252,Cycloon,locker,tour-based,16.0,7.0
13967,559,252,Cycloon,locker,tour-based,16.0,7.0
14022,4604,253,DPD,conventional,tour-based,14.0,7.0
14055,2668,253,PostNL,conventional,tour-based,1.0,7.0
14060,2668,253,PostNL,conventional,tour-based,1.0,7.0
14079,2668,253,PostNL,conventional,tour-based,1.0,7.0
14116,3362,253,UPS,conventional,tour-based,13.0,7.0
14119,3362,253,UPS,conventional,tour-based,13.0,7.0
14163,4604,254,DPD,conventional,tour-based,14.0,7.0
14177,4137,254,FedEx,conventional,tour-based,15.0,7.0
14179,5514,254,GLS,conventional,tour-based,5.0,7.0
14185,2668,254,PostNL,conventional,tour-based,1.0,7.0
14188,2668,254,PostNL,conventional,tour-based,1.0,7.0
14194,2668,254,PostNL,conventional,tour-based,1.0,7.0
14254,2668,254,PostNL,conventional,tour-based,1.0,7.0
14367,2668,256,PostNL,conventional,tour-based,1.0,7.0
14426,2668,257,PostNL,conventional,tour-based,1.0,7.0
14441,2668,258,PostNL,conventional,tour-based,1.0,7.0
14464,1044,259,DHL,conventional,tour-based,7.0,7.0
14465,1044,259,DHL,conventional,tour-based,7.0,7.0
14479,1044,259,DHL,conventional,tour-based,7.0,7.0
14522,5514,259,GLS,conventional,tour-based,5.0,7.0
14524,5514,259,GLS,conventional,tour-based,5.0,7.0
14528,2668,259,PostNL,conventional,tour-based,1.0,7.0
14554,2668,259,PostNL,conventional,tour-based,1.0,7.0
14568,2668,259,PostNL,conventional,tour-based,1.0,7.0
14702,1044,261,DHL,conventional,tour-based,7.0,7.0
14734,2668,261,PostNL,conventional,tour-based,1.0,7.0
14735,2668,261,PostNL,conventional,tour-based,1.0,7.0
14793,5514,262,GLS,conventional,tour-based,5.0,7.0
14842,1044,263,DHL,conventional,tour-based,7.0,7.0
14924,2668,263,PostNL,conventional,tour-based,1.0,7.0
14935,2668,263,PostNL,conventional,tour-based,1.0,7.0
14944,3362,263,UPS,conventional,tour-based,13.0,7.0
14977,4604,264,DPD,conventional,tour-based,14.0,7.0
15040,2668,264,PostNL,conventional,tour-based,1.0,7.0
15059,1044,265,DHL,conventional,tour-based,7.0,7.0
15066,1044,265,DHL,conventional,tour-based,7.0,7.0
15075,4604,265,DPD,conventional,tour-based,14.0,7.0
15106,2668,265,PostNL,conventional,tour-based,1.0,7.0
15107,2668,265,PostNL,conventional,tour-based,1.0,7.0
15125,2668,265,PostNL,conventional,tour-based,1.0,7.0
15138,1044,266,DHL,conventional,tour-based,7.0,7.0
15148,4604,266,DPD,conventional,tour-based,14.0,7.0
15193,1044,267,DHL,conventional,tour-based,7.0,7.0
15198,1044,267,DHL,conventional,tour-based,7.0,7.0
15204,1044,267,DHL,conventional,tour-based,7.0,7.0
15223,4604,267,DPD,conventional,tour-based,14.0,7.0
15237,5514,267,GLS,conventional,tour-based,5.0,7.0
15243,2668,267,PostNL,conventional,tour-based,1.0,7.0
