Parcel_ID,O_zone,D_zone,CEP,Network,Type,DepotNumber,VEHTYPE
29338,1044,501,DHL,conventional,tour-based,7.0,7.0
29347,1044,501,DHL,conventional,tour-based,7.0,7.0
29388,2668,501,PostNL,conventional,tour-based,1.0,7.0
29392,2668,501,PostNL,conventional,tour-based,1.0,7.0
29449,1044,502,DHL,conventional,tour-based,7.0,7.0
29465,2668,502,PostNL,conventional,tour-based,1.0,7.0
29476,2668,502,PostNL,conventional,tour-based,1.0,7.0
29477,2668,502,PostNL,conventional,tour-based,1.0,7.0
29497,2668,502,PostNL,conventional,tour-based,1.0,7.0
29557,2668,503,PostNL,conventional,tour-based,1.0,7.0
29568,2668,503,PostNL,conventional,tour-based,1.0,7.0
29625,4604,504,DPD,conventional,tour-based,14.0,7.0
29626,4137,504,FedEx,conventional,tour-based,15.0,7.0
29645,2668,504,PostNL,conventional,tour-based,1.0,7.0
29677,2668,504,PostNL,conventional,tour-based,1.0,7.0
29713,1044,505,DHL,conventional,tour-based,7.0,7.0
29760,2668,505,PostNL,conventional,tour-based,1.0,7.0
29765,2668,505,PostNL,conventional,tour-based,1.0,7.0
29779,2668,505,PostNL,conventional,tour-based,1.0,7.0
29789,2668,505,PostNL,conventional,tour-based,1.0,7.0
29824,1044,506,DHL,conventional,tour-based,7.0,7.0
29914,2668,507,PostNL,conventional,tour-based,1.0,7.0
29921,2668,507,PostNL,conventional,tour-based,1.0,7.0
29922,2668,507,PostNL,conventional,tour-based,1.0,7.0
29967,1044,508,DHL,conventional,tour-based,7.0,7.0
29973,4604,508,DPD,conventional,tour-based,14.0,7.0
29990,5514,508,GLS,conventional,tour-based,5.0,7.0
29997,2668,508,PostNL,conventional,tour-based,1.0,7.0
30084,1044,509,DHL,conventional,tour-based,7.0,7.0
30086,1044,509,DHL,conventional,tour-based,7.0,7.0
30123,2668,509,PostNL,conventional,tour-based,1.0,7.0
30127,2668,509,PostNL,conventional,tour-based,1.0,7.0
30133,2668,509,PostNL,conventional,tour-based,1.0,7.0
30167,1044,510,DHL,conventional,tour-based,7.0,7.0
30178,1044,510,DHL,conventional,tour-based,7.0,7.0
30187,1044,510,DHL,conventional,tour-based,7.0,7.0
30273,2668,510,PostNL,conventional,tour-based,1.0,7.0
30277,2668,510,PostNL,conventional,tour-based,1.0,7.0
30307,4604,511,DPD,conventional,tour-based,14.0,7.0
30312,4137,511,FedEx,conventional,tour-based,15.0,7.0
30326,2668,511,PostNL,conventional,tour-based,1.0,7.0
30349,3362,511,UPS,conventional,tour-based,13.0,7.0
30366,1044,512,DHL,conventional,tour-based,7.0,7.0
30380,2668,512,PostNL,conventional,tour-based,1.0,7.0
30385,2668,512,PostNL,conventional,tour-based,1.0,7.0
30392,2668,512,PostNL,conventional,tour-based,1.0,7.0
30443,5514,513,GLS,conventional,tour-based,5.0,7.0
30447,2668,513,PostNL,conventional,tour-based,1.0,7.0
30457,2668,513,PostNL,conventional,tour-based,1.0,7.0
30465,2668,513,PostNL,conventional,tour-based,1.0,7.0
30469,2668,513,PostNL,conventional,tour-based,1.0,7.0
30486,2668,513,PostNL,conventional,tour-based,1.0,7.0
30502,1044,514,DHL,conventional,tour-based,7.0,7.0
30504,1044,514,DHL,conventional,tour-based,7.0,7.0
30528,1044,514,DHL,conventional,tour-based,7.0,7.0
30538,4604,514,DPD,conventional,tour-based,14.0,7.0
30573,2668,514,PostNL,conventional,tour-based,1.0,7.0
30589,2668,514,PostNL,conventional,tour-based,1.0,7.0
30640,3362,514,UPS,conventional,tour-based,13.0,7.0
30641,3362,514,UPS,conventional,tour-based,13.0,7.0
30648,1044,515,DHL,conventional,tour-based,7.0,7.0
30665,5514,515,GLS,conventional,tour-based,5.0,7.0
30703,1044,516,DHL,conventional,tour-based,7.0,7.0
30724,2668,516,PostNL,conventional,tour-based,1.0,7.0
30732,2668,516,PostNL,conventional,tour-based,1.0,7.0
30748,2668,516,PostNL,conventional,tour-based,1.0,7.0
30754,3362,516,UPS,conventional,tour-based,13.0,7.0
30766,1044,517,DHL,conventional,tour-based,7.0,7.0
30777,4604,517,DPD,conventional,tour-based,14.0,7.0
30801,2668,517,PostNL,conventional,tour-based,1.0,7.0
30842,1044,519,DHL,conventional,tour-based,7.0,7.0
30864,1044,519,DHL,conventional,tour-based,7.0,7.0
30865,1044,519,DHL,conventional,tour-based,7.0,7.0
30880,4604,519,DPD,conventional,tour-based,14.0,7.0
30946,2668,519,PostNL,conventional,tour-based,1.0,7.0
30958,2668,519,PostNL,conventional,tour-based,1.0,7.0
30985,1044,520,DHL,conventional,tour-based,7.0,7.0
31023,2668,520,PostNL,conventional,tour-based,1.0,7.0
31077,3362,520,UPS,conventional,tour-based,13.0,7.0
31085,3362,520,UPS,conventional,tour-based,13.0,7.0
31098,2668,521,PostNL,conventional,tour-based,1.0,7.0
31138,4604,522,DPD,conventional,tour-based,14.0,7.0
31149,2668,522,PostNL,conventional,tour-based,1.0,7.0
31183,2668,522,PostNL,conventional,tour-based,1.0,7.0
31222,1044,523,DHL,conventional,tour-based,7.0,7.0
31250,2668,523,PostNL,conventional,tour-based,1.0,7.0
31257,2668,523,PostNL,conventional,tour-based,1.0,7.0
31263,2668,523,PostNL,conventional,tour-based,1.0,7.0
31266,2668,523,PostNL,conventional,tour-based,1.0,7.0
31268,2668,523,PostNL,conventional,tour-based,1.0,7.0
31335,2668,525,PostNL,conventional,tour-based,1.0,7.0
31341,2668,525,PostNL,conventional,tour-based,1.0,7.0
31343,2668,525,PostNL,conventional,tour-based,1.0,7.0
31354,2668,525,PostNL,conventional,tour-based,1.0,7.0
31427,4604,527,DPD,conventional,tour-based,14.0,7.0
31455,2668,527,PostNL,conventional,tour-based,1.0,7.0
31468,559,528,Cycloon,conventional,tour-based,16.0,7.0
31481,1044,528,DHL,conventional,tour-based,7.0,7.0
31515,2668,528,PostNL,conventional,tour-based,1.0,7.0
31518,3362,528,UPS,conventional,tour-based,13.0,7.0
31521,3362,528,UPS,conventional,tour-based,13.0,7.0
31530,1044,529,DHL,conventional,tour-based,7.0,7.0
31541,2668,529,PostNL,conventional,tour-based,1.0,7.0
31554,3362,529,UPS,conventional,tour-based,13.0,7.0
31572,4604,530,DPD,conventional,tour-based,14.0,7.0
31642,5514,531,GLS,conventional,tour-based,5.0,7.0
31661,2668,531,PostNL,conventional,tour-based,1.0,7.0
31700,1044,532,DHL,conventional,tour-based,7.0,7.0
31716,4604,532,DPD,conventional,tour-based,14.0,7.0
31787,1044,533,DHL,conventional,tour-based,7.0,7.0
31806,5514,533,GLS,conventional,tour-based,5.0,7.0
31815,2668,533,PostNL,conventional,tour-based,1.0,7.0
31839,2668,533,PostNL,conventional,tour-based,1.0,7.0
31851,3362,533,UPS,conventional,tour-based,13.0,7.0
31870,4604,534,DPD,conventional,tour-based,14.0,7.0
31897,2668,534,PostNL,conventional,tour-based,1.0,7.0
31994,2668,535,PostNL,conventional,tour-based,1.0,7.0
31996,2668,535,PostNL,conventional,tour-based,1.0,7.0
32096,2668,537,PostNL,conventional,tour-based,1.0,7.0
32144,3362,538,UPS,conventional,tour-based,13.0,7.0
32176,4604,539,DPD,conventional,tour-based,14.0,7.0
32188,2668,539,PostNL,conventional,tour-based,1.0,7.0
32224,3362,539,UPS,conventional,tour-based,13.0,7.0
32249,4604,540,DPD,conventional,tour-based,14.0,7.0
32364,559,543,Cycloon,conventional,tour-based,16.0,7.0
32371,1044,543,DHL,conventional,tour-based,7.0,7.0
32380,1044,543,DHL,conventional,tour-based,7.0,7.0
32407,2668,543,PostNL,conventional,tour-based,1.0,7.0
32409,2668,543,PostNL,conventional,tour-based,1.0,7.0
32427,2668,543,PostNL,conventional,tour-based,1.0,7.0
32446,3362,543,UPS,conventional,tour-based,13.0,7.0
32450,3362,543,UPS,conventional,tour-based,13.0,7.0
32460,1044,544,DHL,conventional,tour-based,7.0,7.0
32523,2668,544,PostNL,conventional,tour-based,1.0,7.0
32537,2668,544,PostNL,conventional,tour-based,1.0,7.0
32542,3362,544,UPS,conventional,tour-based,13.0,7.0
32563,559,546,Cycloon,conventional,tour-based,16.0,7.0
32575,1044,546,DHL,conventional,tour-based,7.0,7.0
32608,2668,546,PostNL,conventional,tour-based,1.0,7.0
32623,2668,546,PostNL,conventional,tour-based,1.0,7.0
32630,2668,546,PostNL,conventional,tour-based,1.0,7.0
32661,2668,547,PostNL,conventional,tour-based,1.0,7.0
32681,2668,547,PostNL,conventional,tour-based,1.0,7.0
32706,2668,548,PostNL,conventional,tour-based,1.0,7.0
32738,1044,549,DHL,conventional,tour-based,7.0,7.0
32751,4604,549,DPD,conventional,tour-based,14.0,7.0
32783,2668,549,PostNL,conventional,tour-based,1.0,7.0
32869,2668,550,PostNL,conventional,tour-based,1.0,7.0
32870,2668,550,PostNL,conventional,tour-based,1.0,7.0
32882,3362,550,UPS,conventional,tour-based,13.0,7.0
32887,1044,551,DHL,conventional,tour-based,7.0,7.0
32899,4604,551,DPD,conventional,tour-based,14.0,7.0
32925,2668,551,PostNL,conventional,tour-based,1.0,7.0
32960,2668,552,PostNL,conventional,tour-based,1.0,7.0
32972,3362,552,UPS,conventional,tour-based,13.0,7.0
33049,2668,553,PostNL,conventional,tour-based,1.0,7.0
33080,2668,553,PostNL,conventional,tour-based,1.0,7.0
33094,3362,553,UPS,conventional,tour-based,13.0,7.0
33111,1044,554,DHL,conventional,tour-based,7.0,7.0
33125,4604,554,DPD,conventional,tour-based,14.0,7.0
33149,2668,554,PostNL,conventional,tour-based,1.0,7.0
33176,2668,554,PostNL,conventional,tour-based,1.0,7.0
33184,2668,554,PostNL,conventional,tour-based,1.0,7.0
33231,4604,555,DPD,conventional,tour-based,14.0,7.0
33235,4604,555,DPD,conventional,tour-based,14.0,7.0
33261,2668,555,PostNL,conventional,tour-based,1.0,7.0
33268,2668,555,PostNL,conventional,tour-based,1.0,7.0
33290,2668,555,PostNL,conventional,tour-based,1.0,7.0
33294,3362,555,UPS,conventional,tour-based,13.0,7.0
33306,1044,556,DHL,conventional,tour-based,7.0,7.0
33309,1044,556,DHL,conventional,tour-based,7.0,7.0
33340,5514,556,GLS,conventional,tour-based,5.0,7.0
33387,2668,556,PostNL,conventional,tour-based,1.0,7.0
33429,5514,557,GLS,conventional,tour-based,5.0,7.0
33444,2668,557,PostNL,conventional,tour-based,1.0,7.0
33451,2668,557,PostNL,conventional,tour-based,1.0,7.0
33519,2668,558,PostNL,conventional,tour-based,1.0,7.0
33551,1008,559,DHL,conventional,tour-based,9.0,7.0
33619,2668,559,PostNL,conventional,tour-based,1.0,7.0
33635,1044,560,DHL,conventional,tour-based,7.0,7.0
33657,4604,560,DPD,conventional,tour-based,14.0,7.0
33659,4604,560,DPD,conventional,tour-based,14.0,7.0
33661,4604,560,DPD,conventional,tour-based,14.0,7.0
33693,2668,560,PostNL,conventional,tour-based,1.0,7.0
33700,2668,560,PostNL,conventional,tour-based,1.0,7.0
33709,2668,560,PostNL,conventional,tour-based,1.0,7.0
33710,2668,560,PostNL,conventional,tour-based,1.0,7.0
33742,3362,560,UPS,conventional,tour-based,13.0,7.0
33753,1044,561,DHL,conventional,tour-based,7.0,7.0
33770,2668,561,PostNL,conventional,tour-based,1.0,7.0
33817,2668,562,PostNL,conventional,tour-based,1.0,7.0
33845,1044,563,DHL,conventional,tour-based,7.0,7.0
33908,2668,563,PostNL,conventional,tour-based,1.0,7.0
33961,3362,564,UPS,conventional,tour-based,13.0,7.0
34018,2668,565,PostNL,conventional,tour-based,1.0,7.0
34075,1044,566,DHL,conventional,tour-based,7.0,7.0
34090,1044,566,DHL,conventional,tour-based,7.0,7.0
34138,2668,566,PostNL,conventional,tour-based,1.0,7.0
34192,1044,567,DHL,conventional,tour-based,7.0,7.0
34197,1044,567,DHL,conventional,tour-based,7.0,7.0
34201,1044,567,DHL,conventional,tour-based,7.0,7.0
34218,4604,567,DPD,conventional,tour-based,14.0,7.0
34225,5514,567,GLS,conventional,tour-based,5.0,7.0
34232,2668,567,PostNL,conventional,tour-based,1.0,7.0
34278,3362,567,UPS,conventional,tour-based,13.0,7.0
34298,1044,568,DHL,conventional,tour-based,7.0,7.0
34409,2668,568,PostNL,conventional,tour-based,1.0,7.0
34418,2668,568,PostNL,conventional,tour-based,1.0,7.0
34420,2668,568,PostNL,conventional,tour-based,1.0,7.0
34518,2668,569,PostNL,conventional,tour-based,1.0,7.0
34547,2668,569,PostNL,conventional,tour-based,1.0,7.0
34590,2668,570,PostNL,conventional,tour-based,1.0,7.0
34625,2668,571,PostNL,conventional,tour-based,1.0,7.0
34638,1044,572,DHL,conventional,tour-based,7.0,7.0
34645,1044,572,DHL,conventional,tour-based,7.0,7.0
34699,2668,572,PostNL,conventional,tour-based,1.0,7.0
34729,1044,573,DHL,conventional,tour-based,7.0,7.0
34733,1044,573,DHL,conventional,tour-based,7.0,7.0
34853,4137,574,FedEx,conventional,tour-based,15.0,7.0
34857,5514,574,GLS,conventional,tour-based,5.0,7.0
34872,2668,574,PostNL,conventional,tour-based,1.0,7.0
34939,5514,575,GLS,conventional,tour-based,5.0,7.0
35028,2668,578,PostNL,conventional,tour-based,1.0,7.0
35052,1008,579,DHL,conventional,tour-based,9.0,7.0
35083,4604,579,DPD,conventional,tour-based,14.0,7.0
35104,5514,579,GLS,conventional,tour-based,5.0,7.0
35144,2668,579,PostNL,conventional,tour-based,1.0,7.0
35202,1008,580,DHL,conventional,tour-based,9.0,7.0
35283,2668,580,PostNL,conventional,tour-based,1.0,7.0
35302,2668,580,PostNL,conventional,tour-based,1.0,7.0
35313,2668,580,PostNL,conventional,tour-based,1.0,7.0
35319,2668,580,PostNL,conventional,tour-based,1.0,7.0
35373,4604,581,DPD,conventional,tour-based,14.0,7.0
35380,4604,581,DPD,conventional,tour-based,14.0,7.0
35454,1008,582,DHL,conventional,tour-based,9.0,7.0
35470,2668,582,PostNL,conventional,tour-based,1.0,7.0
35490,1008,583,DHL,conventional,tour-based,9.0,7.0
35536,3362,583,UPS,conventional,tour-based,13.0,7.0
35580,1008,586,DHL,conventional,tour-based,9.0,7.0
35596,2668,586,PostNL,conventional,tour-based,1.0,7.0
35624,2668,587,PostNL,conventional,tour-based,1.0,7.0
35647,1008,588,DHL,conventional,tour-based,9.0,7.0
35674,2668,588,PostNL,conventional,tour-based,1.0,7.0
35683,559,589,Cycloon,conventional,tour-based,16.0,7.0
35688,1008,589,DHL,conventional,tour-based,9.0,7.0
35751,3362,589,UPS,conventional,tour-based,13.0,7.0
35787,4604,590,DPD,conventional,tour-based,14.0,7.0
35795,4604,590,DPD,conventional,tour-based,14.0,7.0
35821,2668,590,PostNL,conventional,tour-based,1.0,7.0
35845,2668,590,PostNL,conventional,tour-based,1.0,7.0
35892,1008,591,DHL,conventional,tour-based,9.0,7.0
35932,4137,591,FedEx,conventional,tour-based,15.0,7.0
35944,2668,591,PostNL,conventional,tour-based,1.0,7.0
35970,2668,591,PostNL,conventional,tour-based,1.0,7.0
35979,2668,591,PostNL,conventional,tour-based,1.0,7.0
35986,2668,591,PostNL,conventional,tour-based,1.0,7.0
35992,2668,591,PostNL,conventional,tour-based,1.0,7.0
35999,2668,591,PostNL,conventional,tour-based,1.0,7.0
36002,2668,591,PostNL,conventional,tour-based,1.0,7.0
36041,1008,592,DHL,conventional,tour-based,9.0,7.0
36044,1008,592,DHL,conventional,tour-based,9.0,7.0
36065,4604,592,DPD,conventional,tour-based,14.0,7.0
36071,4604,592,DPD,conventional,tour-based,14.0,7.0
36087,2668,592,PostNL,conventional,tour-based,1.0,7.0
36089,2668,592,PostNL,conventional,tour-based,1.0,7.0
36109,2668,592,PostNL,conventional,tour-based,1.0,7.0
36117,2668,592,PostNL,conventional,tour-based,1.0,7.0
36213,2668,593,PostNL,conventional,tour-based,1.0,7.0
36251,3362,593,UPS,conventional,tour-based,13.0,7.0
36261,1044,594,DHL,conventional,tour-based,7.0,7.0
36274,1044,594,DHL,conventional,tour-based,7.0,7.0
36290,1044,594,DHL,conventional,tour-based,7.0,7.0
36364,2668,594,PostNL,conventional,tour-based,1.0,7.0
36431,4137,595,FedEx,conventional,tour-based,15.0,7.0
36437,5514,595,GLS,conventional,tour-based,5.0,7.0
36441,2668,595,PostNL,conventional,tour-based,1.0,7.0
36462,2668,595,PostNL,conventional,tour-based,1.0,7.0
36477,2668,595,PostNL,conventional,tour-based,1.0,7.0
36480,2668,595,PostNL,conventional,tour-based,1.0,7.0
36514,1044,596,DHL,conventional,tour-based,7.0,7.0
36526,1044,596,DHL,conventional,tour-based,7.0,7.0
36538,4604,596,DPD,conventional,tour-based,14.0,7.0
36560,2668,596,PostNL,conventional,tour-based,1.0,7.0
36573,2668,596,PostNL,conventional,tour-based,1.0,7.0
36585,2668,596,PostNL,conventional,tour-based,1.0,7.0
36591,2668,596,PostNL,conventional,tour-based,1.0,7.0
36593,2668,596,PostNL,conventional,tour-based,1.0,7.0
36595,2668,596,PostNL,conventional,tour-based,1.0,7.0
36610,3362,596,UPS,conventional,tour-based,13.0,7.0
36612,3362,596,UPS,conventional,tour-based,13.0,7.0
36637,1044,597,DHL,conventional,tour-based,7.0,7.0
36668,2668,597,PostNL,conventional,tour-based,1.0,7.0
36701,2668,597,PostNL,conventional,tour-based,1.0,7.0
36760,1008,598,DHL,conventional,tour-based,9.0,7.0
36827,2668,598,PostNL,conventional,tour-based,1.0,7.0
36884,2668,599,PostNL,conventional,tour-based,1.0,7.0
36956,1044,601,DHL,conventional,tour-based,7.0,7.0
36987,2668,601,PostNL,conventional,tour-based,1.0,7.0
37001,3362,601,UPS,conventional,tour-based,13.0,7.0
37010,1044,602,DHL,conventional,tour-based,7.0,7.0
37042,2668,602,PostNL,conventional,tour-based,1.0,7.0
37056,2668,602,PostNL,conventional,tour-based,1.0,7.0
37106,4604,603,DPD,conventional,tour-based,14.0,7.0
37108,4604,603,DPD,conventional,tour-based,14.0,7.0
37111,4604,603,DPD,conventional,tour-based,14.0,7.0
37155,2668,603,PostNL,conventional,tour-based,1.0,7.0
37199,2668,604,PostNL,conventional,tour-based,1.0,7.0
37214,2668,604,PostNL,conventional,tour-based,1.0,7.0
37233,1044,605,DHL,conventional,tour-based,7.0,7.0
37242,1044,605,DHL,conventional,tour-based,7.0,7.0
37264,1044,605,DHL,conventional,tour-based,7.0,7.0
37360,2668,605,PostNL,conventional,tour-based,1.0,7.0
37364,2668,605,PostNL,conventional,tour-based,1.0,7.0
37366,2668,605,PostNL,conventional,tour-based,1.0,7.0
37393,1044,606,DHL,conventional,tour-based,7.0,7.0
37434,1044,607,DHL,conventional,tour-based,7.0,7.0
37472,2668,607,PostNL,conventional,tour-based,1.0,7.0
37482,2668,607,PostNL,conventional,tour-based,1.0,7.0
37516,2668,607,PostNL,conventional,tour-based,1.0,7.0
37528,3362,607,UPS,conventional,tour-based,13.0,7.0
37539,2668,608,PostNL,conventional,tour-based,1.0,7.0
37545,559,609,Cycloon,conventional,tour-based,16.0,7.0
37556,1044,609,DHL,conventional,tour-based,7.0,7.0
37567,4604,609,DPD,conventional,tour-based,14.0,7.0
37596,2668,609,PostNL,conventional,tour-based,1.0,7.0
37612,559,610,Cycloon,locker,tour-based,16.0,7.0
37625,559,610,Cycloon,locker,tour-based,16.0,7.0
37684,559,610,Cycloon,locker,tour-based,16.0,7.0
37699,559,610,Cycloon,locker,tour-based,16.0,7.0
37701,2668,610,PostNL,conventional,tour-based,1.0,7.0
37718,1044,611,DHL,conventional,tour-based,7.0,7.0
37722,1044,611,DHL,conventional,tour-based,7.0,7.0
37738,1044,611,DHL,conventional,tour-based,7.0,7.0
37741,1044,611,DHL,conventional,tour-based,7.0,7.0
37743,1044,611,DHL,conventional,tour-based,7.0,7.0
37744,1044,611,DHL,conventional,tour-based,7.0,7.0
37766,5514,611,GLS,conventional,tour-based,5.0,7.0
37782,2668,611,PostNL,conventional,tour-based,1.0,7.0
37790,2668,611,PostNL,conventional,tour-based,1.0,7.0
37799,2668,611,PostNL,conventional,tour-based,1.0,7.0
37802,2668,611,PostNL,conventional,tour-based,1.0,7.0
37837,2668,611,PostNL,conventional,tour-based,1.0,7.0
38005,5514,613,GLS,conventional,tour-based,5.0,7.0
38039,2668,613,PostNL,conventional,tour-based,1.0,7.0
38052,2668,613,PostNL,conventional,tour-based,1.0,7.0
38055,2668,613,PostNL,conventional,tour-based,1.0,7.0
38060,2668,613,PostNL,conventional,tour-based,1.0,7.0
38085,3362,613,UPS,conventional,tour-based,13.0,7.0
38090,3362,613,UPS,conventional,tour-based,13.0,7.0
38104,1008,614,DHL,conventional,tour-based,9.0,7.0
38113,1008,614,DHL,conventional,tour-based,9.0,7.0
38116,1008,614,DHL,conventional,tour-based,9.0,7.0
38125,1008,614,DHL,conventional,tour-based,9.0,7.0
38158,2668,614,PostNL,conventional,tour-based,1.0,7.0
38171,2668,614,PostNL,conventional,tour-based,1.0,7.0
38174,2668,614,PostNL,conventional,tour-based,1.0,7.0
38202,2668,614,PostNL,conventional,tour-based,1.0,7.0
38211,2668,614,PostNL,conventional,tour-based,1.0,7.0
38292,2668,615,PostNL,conventional,tour-based,1.0,7.0
38317,2668,615,PostNL,conventional,tour-based,1.0,7.0
38377,5514,616,GLS,conventional,tour-based,5.0,7.0
38381,2668,616,PostNL,conventional,tour-based,1.0,7.0
38409,2668,616,PostNL,conventional,tour-based,1.0,7.0
38417,2668,616,PostNL,conventional,tour-based,1.0,7.0
38430,3362,616,UPS,conventional,tour-based,13.0,7.0
38431,3362,616,UPS,conventional,tour-based,13.0,7.0
38432,559,617,Cycloon,conventional,tour-based,16.0,7.0
38465,2668,617,PostNL,conventional,tour-based,1.0,7.0
38489,559,618,Cycloon,conventional,tour-based,16.0,7.0
38522,2668,618,PostNL,conventional,tour-based,1.0,7.0
38536,2668,618,PostNL,conventional,tour-based,1.0,7.0
38570,4137,619,FedEx,conventional,tour-based,15.0,7.0
38595,2668,619,PostNL,conventional,tour-based,1.0,7.0
38603,559,620,Cycloon,conventional,tour-based,16.0,7.0
38615,1008,620,DHL,conventional,tour-based,9.0,7.0
38672,1008,621,DHL,conventional,tour-based,9.0,7.0
38694,4604,621,DPD,conventional,tour-based,14.0,7.0
38695,4604,621,DPD,conventional,tour-based,14.0,7.0
38711,2668,621,PostNL,conventional,tour-based,1.0,7.0
38715,2668,621,PostNL,conventional,tour-based,1.0,7.0
38719,2668,621,PostNL,conventional,tour-based,1.0,7.0
38737,2668,621,PostNL,conventional,tour-based,1.0,7.0
38740,3362,621,UPS,conventional,tour-based,13.0,7.0
38787,1044,623,DHL,conventional,tour-based,7.0,7.0
38804,4604,623,DPD,conventional,tour-based,14.0,7.0
38820,2668,623,PostNL,conventional,tour-based,1.0,7.0
38822,2668,623,PostNL,conventional,tour-based,1.0,7.0
38913,2668,624,PostNL,conventional,tour-based,1.0,7.0
38946,2668,624,PostNL,conventional,tour-based,1.0,7.0
38972,2668,624,PostNL,conventional,tour-based,1.0,7.0
39010,1008,625,DHL,conventional,tour-based,9.0,7.0
39022,4604,625,DPD,conventional,tour-based,14.0,7.0
39064,2668,625,PostNL,conventional,tour-based,1.0,7.0
39081,2668,625,PostNL,conventional,tour-based,1.0,7.0
39109,1044,626,DHL,conventional,tour-based,7.0,7.0
39137,4604,626,DPD,conventional,tour-based,14.0,7.0
39173,2668,626,PostNL,conventional,tour-based,1.0,7.0
39217,1044,627,DHL,conventional,tour-based,7.0,7.0
39233,4604,627,DPD,conventional,tour-based,14.0,7.0
39282,2668,627,PostNL,conventional,tour-based,1.0,7.0
39415,2668,629,PostNL,conventional,tour-based,1.0,7.0
39559,3362,631,UPS,conventional,tour-based,13.0,7.0
39621,2668,632,PostNL,conventional,tour-based,1.0,7.0
39655,1044,633,DHL,conventional,tour-based,7.0,7.0
39694,2668,633,PostNL,conventional,tour-based,1.0,7.0
39737,1044,634,DHL,conventional,tour-based,7.0,7.0
39749,4604,634,DPD,conventional,tour-based,14.0,7.0
39776,2668,634,PostNL,conventional,tour-based,1.0,7.0
39788,2668,634,PostNL,conventional,tour-based,1.0,7.0
39855,2668,635,PostNL,conventional,tour-based,1.0,7.0
39871,1044,636,DHL,conventional,tour-based,7.0,7.0
39883,1044,637,DHL,conventional,tour-based,7.0,7.0
39889,1044,637,DHL,conventional,tour-based,7.0,7.0
39902,4604,637,DPD,conventional,tour-based,14.0,7.0
39961,2668,638,PostNL,conventional,tour-based,1.0,7.0
39985,2668,639,PostNL,conventional,tour-based,1.0,7.0
40002,4137,640,FedEx,conventional,tour-based,15.0,7.0
40023,1044,641,DHL,conventional,tour-based,7.0,7.0
40027,1044,641,DHL,conventional,tour-based,7.0,7.0
40028,1044,641,DHL,conventional,tour-based,7.0,7.0
40081,2668,641,PostNL,conventional,tour-based,1.0,7.0
40100,2668,641,PostNL,conventional,tour-based,1.0,7.0
40125,1044,642,DHL,conventional,tour-based,7.0,7.0
40148,4604,642,DPD,conventional,tour-based,14.0,7.0
40150,4604,642,DPD,conventional,tour-based,14.0,7.0
40168,2668,642,PostNL,conventional,tour-based,1.0,7.0
40175,2668,642,PostNL,conventional,tour-based,1.0,7.0
40211,2668,642,PostNL,conventional,tour-based,1.0,7.0
40257,2668,643,PostNL,conventional,tour-based,1.0,7.0
40268,2668,643,PostNL,conventional,tour-based,1.0,7.0
40320,4604,644,DPD,conventional,tour-based,14.0,7.0
40326,5514,644,GLS,conventional,tour-based,5.0,7.0
40356,2668,644,PostNL,conventional,tour-based,1.0,7.0
40402,1044,645,DHL,conventional,tour-based,7.0,7.0
40409,4604,645,DPD,conventional,tour-based,14.0,7.0
40421,2668,645,PostNL,conventional,tour-based,1.0,7.0
40432,2668,645,PostNL,conventional,tour-based,1.0,7.0
40434,2668,645,PostNL,conventional,tour-based,1.0,7.0
40481,2668,646,PostNL,conventional,tour-based,1.0,7.0
40490,2668,646,PostNL,conventional,tour-based,1.0,7.0
40518,3362,646,UPS,conventional,tour-based,13.0,7.0
40530,1044,647,DHL,conventional,tour-based,7.0,7.0
40542,5514,647,GLS,conventional,tour-based,5.0,7.0
40603,5514,648,GLS,conventional,tour-based,5.0,7.0
40609,2668,648,PostNL,conventional,tour-based,1.0,7.0
40620,2668,648,PostNL,conventional,tour-based,1.0,7.0
40634,2668,648,PostNL,conventional,tour-based,1.0,7.0
40649,5514,649,GLS,conventional,tour-based,5.0,7.0
40666,1044,650,DHL,conventional,tour-based,7.0,7.0
40676,1044,650,DHL,conventional,tour-based,7.0,7.0
40688,4604,650,DPD,conventional,tour-based,14.0,7.0
40696,4604,650,DPD,conventional,tour-based,14.0,7.0
40710,2668,650,PostNL,conventional,tour-based,1.0,7.0
40712,2668,650,PostNL,conventional,tour-based,1.0,7.0
40726,2668,650,PostNL,conventional,tour-based,1.0,7.0
40727,2668,650,PostNL,conventional,tour-based,1.0,7.0
40743,2668,650,PostNL,conventional,tour-based,1.0,7.0
40821,2668,651,PostNL,conventional,tour-based,1.0,7.0
40854,1044,652,DHL,conventional,tour-based,7.0,7.0
40865,2668,652,PostNL,conventional,tour-based,1.0,7.0
40914,1044,653,DHL,conventional,tour-based,7.0,7.0
40947,2668,653,PostNL,conventional,tour-based,1.0,7.0
40990,2668,653,PostNL,conventional,tour-based,1.0,7.0
41013,1044,654,DHL,conventional,tour-based,7.0,7.0
41028,1044,654,DHL,conventional,tour-based,7.0,7.0
41095,2668,654,PostNL,conventional,tour-based,1.0,7.0
41110,1044,655,DHL,conventional,tour-based,7.0,7.0
41132,1044,655,DHL,conventional,tour-based,7.0,7.0
41179,2668,655,PostNL,conventional,tour-based,1.0,7.0
41201,2668,655,PostNL,conventional,tour-based,1.0,7.0
41235,3362,655,UPS,conventional,tour-based,13.0,7.0
41238,3362,655,UPS,conventional,tour-based,13.0,7.0
