Parcel_ID,O_zone,D_zone,DepotNumber,CEP,VEHTYPE,Segment
2264,2668,63,1,PostNL,7,B2C
2265,2668,63,1,PostNL,7,B2C
2266,2668,63,1,PostNL,7,B2C
2267,2668,63,1,PostNL,7,B2C
2268,2668,63,1,PostNL,7,B2C
2269,2668,63,1,PostNL,7,B2C
2270,2668,63,1,PostNL,7,C2C
2271,2668,63,1,PostNL,7,B2C
2272,2668,63,1,PostNL,7,B2C
2273,2668,63,1,PostNL,7,B2C
2274,2668,63,1,PostNL,7,B2C
2275,2668,63,1,PostNL,7,B2C
2276,2668,63,1,PostNL,7,B2C
2277,2668,63,1,PostNL,7,B2C
2279,2668,63,1,PostNL,7,B2C
2280,2668,63,1,PostNL,7,B2C
2281,2668,63,1,PostNL,7,B2C
2282,2668,63,1,PostNL,7,B2C
2283,2668,63,1,PostNL,7,B2C
2284,2668,63,1,PostNL,7,B2C
2285,2668,63,1,PostNL,7,B2C
2286,3362,63,13,UPS,7,B2C
2287,3362,63,13,UPS,7,B2C
2289,3362,63,13,UPS,7,B2C
2290,3362,63,13,UPS,7,B2C
2291,3362,63,13,UPS,7,B2C
2292,3362,63,13,UPS,7,B2C
2293,3362,63,13,UPS,7,B2C
2294,3362,63,13,UPS,7,C2C
2295,3362,63,13,UPS,7,B2C
2296,559,64,16,Cycloon,7,C2C
2297,1008,64,9,DHL,7,B2C
2298,1008,64,9,DHL,7,B2C
2299,1008,64,9,DHL,7,B2C
2300,1008,64,9,DHL,7,B2C
2301,1008,64,9,DHL,7,B2C
2303,1008,64,9,DHL,7,B2C
2304,1008,64,9,DHL,7,B2C
2305,1008,64,9,DHL,7,B2C
2306,1008,64,9,DHL,7,B2C
2307,1008,64,9,DHL,7,B2C
2308,1008,64,9,DHL,7,B2C
2309,1008,64,9,DHL,7,B2C
2310,1008,64,9,DHL,7,B2C
2311,1008,64,9,DHL,7,B2C
2312,1008,64,9,DHL,7,B2C
2313,1008,64,9,DHL,7,B2C
2314,1008,64,9,DHL,7,B2C
2315,1008,64,9,DHL,7,B2C
2316,1008,64,9,DHL,7,B2C
2317,1008,64,9,DHL,7,B2C
2318,1008,64,9,DHL,7,B2C
2319,1008,64,9,DHL,7,B2C
2320,1008,64,9,DHL,7,B2C
2321,1008,64,9,DHL,7,B2C
2322,1008,64,9,DHL,7,C2C
2323,1008,64,9,DHL,7,B2C
2324,1008,64,9,DHL,7,B2C
2325,1008,64,9,DHL,7,B2C
2326,1008,64,9,DHL,7,B2C
2327,1008,64,9,DHL,7,B2C
2328,1008,64,9,DHL,7,B2C
2329,4604,64,14,DPD,7,B2C
2330,4604,64,14,DPD,7,C2C
2331,4604,64,14,DPD,7,B2C
2332,4604,64,14,DPD,7,B2C
2333,4604,64,14,DPD,7,B2C
2334,4604,64,14,DPD,7,B2C
2335,4604,64,14,DPD,7,B2C
2336,4604,64,14,DPD,7,B2C
2337,4604,64,14,DPD,7,B2C
2338,4604,64,14,DPD,7,B2C
2339,4604,64,14,DPD,7,B2C
2340,4604,64,14,DPD,7,B2C
2341,4604,64,14,DPD,7,B2C
2342,4604,64,14,DPD,7,B2C
2343,4137,64,15,FedEx,7,B2C
2344,4137,64,15,FedEx,7,B2C
2345,4137,64,15,FedEx,7,B2C
2346,4137,64,15,FedEx,7,B2C
2347,5514,64,5,GLS,7,B2C
2348,5514,64,5,GLS,7,B2C
2349,5514,64,5,GLS,7,B2C
2350,5514,64,5,GLS,7,B2C
2351,5514,64,5,GLS,7,B2C
2352,5514,64,5,GLS,7,B2C
2353,2668,64,1,PostNL,7,B2C
2354,2668,64,1,PostNL,7,B2C
2355,2668,64,1,PostNL,7,B2C
2356,2668,64,1,PostNL,7,B2C
2357,2668,64,1,PostNL,7,C2C
2358,2668,64,1,PostNL,7,B2C
2359,2668,64,1,PostNL,7,B2C
2360,2668,64,1,PostNL,7,B2C
2361,2668,64,1,PostNL,7,B2C
2362,2668,64,1,PostNL,7,B2C
2363,2668,64,1,PostNL,7,B2C
2364,2668,64,1,PostNL,7,B2C
2365,2668,64,1,PostNL,7,B2C
2366,2668,64,1,PostNL,7,B2C
2367,2668,64,1,PostNL,7,B2C
2368,2668,64,1,PostNL,7,B2C
2369,2668,64,1,PostNL,7,B2C
2370,2668,64,1,PostNL,7,B2C
2371,2668,64,1,PostNL,7,C2C
2372,2668,64,1,PostNL,7,B2C
2373,2668,64,1,PostNL,7,B2C
2375,2668,64,1,PostNL,7,B2C
2376,2668,64,1,PostNL,7,B2C
2377,2668,64,1,PostNL,7,B2C
2378,2668,64,1,PostNL,7,B2C
2379,2668,64,1,PostNL,7,B2C
2380,2668,64,1,PostNL,7,B2C
2381,2668,64,1,PostNL,7,C2C
2382,2668,64,1,PostNL,7,B2C
2383,2668,64,1,PostNL,7,B2C
2384,2668,64,1,PostNL,7,B2C
2385,2668,64,1,PostNL,7,C2C
2386,2668,64,1,PostNL,7,B2C
2387,2668,64,1,PostNL,7,B2C
2388,2668,64,1,PostNL,7,B2C
2389,2668,64,1,PostNL,7,B2C
2390,2668,64,1,PostNL,7,B2C
2391,2668,64,1,PostNL,7,B2C
2392,2668,64,1,PostNL,7,B2C
2393,2668,64,1,PostNL,7,B2C
2394,2668,64,1,PostNL,7,B2C
2395,2668,64,1,PostNL,7,B2C
2396,2668,64,1,PostNL,7,B2C
2397,2668,64,1,PostNL,7,C2C
2398,2668,64,1,PostNL,7,C2C
2399,2668,64,1,PostNL,7,B2C
2400,2668,64,1,PostNL,7,B2C
2401,2668,64,1,PostNL,7,B2C
2402,2668,64,1,PostNL,7,B2C
2403,2668,64,1,PostNL,7,B2C
2405,2668,64,1,PostNL,7,B2C
2406,2668,64,1,PostNL,7,B2C
2407,2668,64,1,PostNL,7,B2C
2408,2668,64,1,PostNL,7,B2C
2410,2668,64,1,PostNL,7,B2C
2411,2668,64,1,PostNL,7,B2C
2412,2668,64,1,PostNL,7,B2C
2413,2668,64,1,PostNL,7,B2C
2414,2668,64,1,PostNL,7,B2C
2415,2668,64,1,PostNL,7,B2C
2416,2668,64,1,PostNL,7,B2C
2417,2668,64,1,PostNL,7,B2C
2418,2668,64,1,PostNL,7,B2C
2419,2668,64,1,PostNL,7,B2C
2420,2668,64,1,PostNL,7,B2C
2421,2668,64,1,PostNL,7,C2C
2422,3362,64,13,UPS,7,C2C
2423,3362,64,13,UPS,7,B2C
2424,3362,64,13,UPS,7,B2C
2425,3362,64,13,UPS,7,B2C
2426,3362,64,13,UPS,7,B2C
2427,3362,64,13,UPS,7,C2C
2428,3362,64,13,UPS,7,B2C
2429,3362,64,13,UPS,7,B2C
2430,3362,64,13,UPS,7,B2C
2431,3362,64,13,UPS,7,B2C
2432,3362,64,13,UPS,7,B2C
2433,3362,64,13,UPS,7,B2C
2434,3362,64,13,UPS,7,B2C
2436,1008,65,9,DHL,7,B2C
2437,1008,65,9,DHL,7,B2C
2438,1008,65,9,DHL,7,B2C
2439,1008,65,9,DHL,7,B2C
2440,4604,65,14,DPD,7,B2C
2442,4137,65,15,FedEx,7,B2C
2443,5514,65,5,GLS,7,B2C
2444,2668,65,1,PostNL,7,B2C
2445,2668,65,1,PostNL,7,B2C
2446,2668,65,1,PostNL,7,B2C
2447,2668,65,1,PostNL,7,B2C
2448,2668,65,1,PostNL,7,B2C
2449,2668,65,1,PostNL,7,B2C
2450,2668,65,1,PostNL,7,B2C
2451,2668,65,1,PostNL,7,B2C
2452,2668,65,1,PostNL,7,B2C
2453,2668,65,1,PostNL,7,B2C
2454,2668,65,1,PostNL,7,B2C
2455,3362,65,13,UPS,7,B2C
2456,3362,65,13,UPS,7,B2C
2457,1008,66,9,DHL,7,B2C
2458,1008,66,9,DHL,7,B2C
2459,1008,66,9,DHL,7,B2C
2460,1008,66,9,DHL,7,B2C
2461,1008,66,9,DHL,7,B2C
2462,1008,66,9,DHL,7,B2C
2463,1008,66,9,DHL,7,B2C
2464,1008,66,9,DHL,7,B2C
2465,1008,66,9,DHL,7,B2C
2466,1008,66,9,DHL,7,B2C
2467,1008,66,9,DHL,7,B2C
2468,1008,66,9,DHL,7,B2C
2469,4604,66,14,DPD,7,B2C
2470,4604,66,14,DPD,7,B2C
2471,4604,66,14,DPD,7,B2C
2472,4604,66,14,DPD,7,B2C
2473,4604,66,14,DPD,7,B2C
2474,4137,66,15,FedEx,7,B2C
2475,5514,66,5,GLS,7,B2C
2476,5514,66,5,GLS,7,B2C
2477,2668,66,1,PostNL,7,B2C
2478,2668,66,1,PostNL,7,B2C
2479,2668,66,1,PostNL,7,B2C
2480,2668,66,1,PostNL,7,B2C
2481,2668,66,1,PostNL,7,C2C
2482,2668,66,1,PostNL,7,B2C
2483,2668,66,1,PostNL,7,B2C
2484,2668,66,1,PostNL,7,B2C
2486,2668,66,1,PostNL,7,B2C
2487,2668,66,1,PostNL,7,B2C
2488,2668,66,1,PostNL,7,B2C
2489,2668,66,1,PostNL,7,B2C
2490,2668,66,1,PostNL,7,B2C
2491,2668,66,1,PostNL,7,B2C
2492,2668,66,1,PostNL,7,B2C
2493,2668,66,1,PostNL,7,B2C
2494,2668,66,1,PostNL,7,B2C
2495,2668,66,1,PostNL,7,B2C
2496,2668,66,1,PostNL,7,B2C
2497,2668,66,1,PostNL,7,B2C
2498,2668,66,1,PostNL,7,B2C
2499,2668,66,1,PostNL,7,B2C
2500,2668,66,1,PostNL,7,B2C
2501,2668,66,1,PostNL,7,B2C
2502,3362,66,13,UPS,7,B2C
2504,3362,66,13,UPS,7,B2C
2505,3362,66,13,UPS,7,B2C
2506,3362,66,13,UPS,7,B2C
2507,559,68,16,Cycloon,7,B2C
2508,1008,68,9,DHL,7,B2C
2509,1008,68,9,DHL,7,B2C
2510,1008,68,9,DHL,7,B2C
2511,1008,68,9,DHL,7,B2C
2512,1008,68,9,DHL,7,B2C
2513,1008,68,9,DHL,7,B2C
2514,1008,68,9,DHL,7,B2C
2515,1008,68,9,DHL,7,B2C
2516,1008,68,9,DHL,7,B2C
2517,1008,68,9,DHL,7,B2C
2518,1008,68,9,DHL,7,B2C
2519,1008,68,9,DHL,7,B2C
2520,1008,68,9,DHL,7,B2C
2521,4604,68,14,DPD,7,B2C
2522,4604,68,14,DPD,7,B2C
2523,4604,68,14,DPD,7,B2C
2524,4604,68,14,DPD,7,B2C
2525,4604,68,14,DPD,7,B2C
2526,4604,68,14,DPD,7,B2C
2527,4137,68,15,FedEx,7,B2C
2528,5514,68,5,GLS,7,B2C
2529,5514,68,5,GLS,7,B2C
2530,2668,68,1,PostNL,7,B2C
2531,2668,68,1,PostNL,7,B2C
2532,2668,68,1,PostNL,7,B2C
2533,2668,68,1,PostNL,7,B2C
2535,2668,68,1,PostNL,7,B2C
2536,2668,68,1,PostNL,7,B2C
2537,2668,68,1,PostNL,7,B2C
2538,2668,68,1,PostNL,7,B2C
2539,2668,68,1,PostNL,7,B2C
2540,2668,68,1,PostNL,7,B2C
2541,2668,68,1,PostNL,7,B2C
2542,2668,68,1,PostNL,7,B2C
2543,2668,68,1,PostNL,7,B2C
2544,2668,68,1,PostNL,7,B2C
2545,2668,68,1,PostNL,7,B2C
2546,2668,68,1,PostNL,7,B2C
2547,2668,68,1,PostNL,7,B2C
2548,2668,68,1,PostNL,7,B2C
2549,2668,68,1,PostNL,7,B2C
2550,2668,68,1,PostNL,7,B2C
2551,2668,68,1,PostNL,7,B2C
2552,2668,68,1,PostNL,7,B2C
2553,2668,68,1,PostNL,7,B2C
2554,2668,68,1,PostNL,7,B2C
2555,2668,68,1,PostNL,7,B2C
2556,2668,68,1,PostNL,7,B2C
2558,3362,68,13,UPS,7,B2C
2559,3362,68,13,UPS,7,B2C
2560,3362,68,13,UPS,7,B2C
2561,3362,68,13,UPS,7,B2C
2562,559,69,16,Cycloon,7,B2C
2563,1008,69,9,DHL,7,B2C
2564,1008,69,9,DHL,7,B2C
2565,1008,69,9,DHL,7,B2C
2566,1008,69,9,DHL,7,C2C
2567,1008,69,9,DHL,7,B2C
2568,1008,69,9,DHL,7,B2C
2571,1008,69,9,DHL,7,B2C
2572,1008,69,9,DHL,7,B2C
2573,1008,69,9,DHL,7,B2C
2574,1008,69,9,DHL,7,B2C
2575,1008,69,9,DHL,7,B2C
2576,1008,69,9,DHL,7,B2C
2578,1008,69,9,DHL,7,C2C
2579,1008,69,9,DHL,7,C2C
2580,1008,69,9,DHL,7,B2C
2581,1008,69,9,DHL,7,B2C
2582,1008,69,9,DHL,7,B2C
2583,1008,69,9,DHL,7,B2C
2584,1008,69,9,DHL,7,B2C
2585,1008,69,9,DHL,7,B2C
2586,1008,69,9,DHL,7,B2C
2587,1008,69,9,DHL,7,B2C
2589,1008,69,9,DHL,7,C2C
2590,1008,69,9,DHL,7,C2C
2591,1008,69,9,DHL,7,B2C
2592,1008,69,9,DHL,7,B2C
2593,1008,69,9,DHL,7,B2C
2594,1008,69,9,DHL,7,B2C
2595,4604,69,14,DPD,7,B2C
2596,4604,69,14,DPD,7,B2C
2597,4604,69,14,DPD,7,B2C
2598,4604,69,14,DPD,7,B2C
2599,4604,69,14,DPD,7,B2C
2600,4604,69,14,DPD,7,C2C
2601,4604,69,14,DPD,7,B2C
2602,4604,69,14,DPD,7,B2C
2603,4604,69,14,DPD,7,B2C
2604,4604,69,14,DPD,7,B2C
2605,4604,69,14,DPD,7,B2C
2606,4604,69,14,DPD,7,B2C
2607,4604,69,14,DPD,7,B2C
2608,4604,69,14,DPD,7,B2C
2609,4137,69,15,FedEx,7,B2C
2610,4137,69,15,FedEx,7,B2C
2611,4137,69,15,FedEx,7,B2C
2612,4137,69,15,FedEx,7,B2C
2613,5514,69,5,GLS,7,B2C
2614,5514,69,5,GLS,7,B2C
2615,5514,69,5,GLS,7,B2C
2616,5514,69,5,GLS,7,B2C
2617,5514,69,5,GLS,7,B2C
2618,5514,69,5,GLS,7,B2C
2619,2668,69,1,PostNL,7,B2C
2620,2668,69,1,PostNL,7,B2C
2621,2668,69,1,PostNL,7,B2C
2622,2668,69,1,PostNL,7,B2C
2623,2668,69,1,PostNL,7,B2C
2624,2668,69,1,PostNL,7,B2C
2625,2668,69,1,PostNL,7,B2C
2626,2668,69,1,PostNL,7,B2C
2627,2668,69,1,PostNL,7,B2C
2628,2668,69,1,PostNL,7,B2C
2629,2668,69,1,PostNL,7,B2C
2630,2668,69,1,PostNL,7,B2C
2631,2668,69,1,PostNL,7,B2C
2632,2668,69,1,PostNL,7,B2C
2633,2668,69,1,PostNL,7,B2C
2634,2668,69,1,PostNL,7,B2C
2635,2668,69,1,PostNL,7,B2C
2636,2668,69,1,PostNL,7,B2C
2637,2668,69,1,PostNL,7,B2C
2638,2668,69,1,PostNL,7,B2C
2640,2668,69,1,PostNL,7,B2C
2641,2668,69,1,PostNL,7,B2C
2642,2668,69,1,PostNL,7,B2C
2643,2668,69,1,PostNL,7,B2C
2644,2668,69,1,PostNL,7,C2C
2645,2668,69,1,PostNL,7,B2C
2646,2668,69,1,PostNL,7,B2C
2647,2668,69,1,PostNL,7,B2C
2648,2668,69,1,PostNL,7,B2C
2649,2668,69,1,PostNL,7,B2C
2650,2668,69,1,PostNL,7,B2C
2651,2668,69,1,PostNL,7,B2C
2652,2668,69,1,PostNL,7,B2C
2653,2668,69,1,PostNL,7,B2C
2654,2668,69,1,PostNL,7,B2C
2655,2668,69,1,PostNL,7,B2C
2656,2668,69,1,PostNL,7,B2C
2657,2668,69,1,PostNL,7,B2C
2658,2668,69,1,PostNL,7,B2C
2659,2668,69,1,PostNL,7,B2C
2660,2668,69,1,PostNL,7,B2C
2661,2668,69,1,PostNL,7,B2C
2662,2668,69,1,PostNL,7,B2C
2663,2668,69,1,PostNL,7,B2C
2664,2668,69,1,PostNL,7,B2C
2665,2668,69,1,PostNL,7,B2C
2666,2668,69,1,PostNL,7,B2C
2667,2668,69,1,PostNL,7,B2C
2668,2668,69,1,PostNL,7,B2C
2669,2668,69,1,PostNL,7,B2C
2670,2668,69,1,PostNL,7,B2C
2671,2668,69,1,PostNL,7,B2C
2672,2668,69,1,PostNL,7,B2C
2673,2668,69,1,PostNL,7,B2C
2674,2668,69,1,PostNL,7,B2C
2675,2668,69,1,PostNL,7,B2C
2676,2668,69,1,PostNL,7,B2C
2677,2668,69,1,PostNL,7,B2C
2678,2668,69,1,PostNL,7,C2C
2679,2668,69,1,PostNL,7,B2C
2680,2668,69,1,PostNL,7,B2C
2681,2668,69,1,PostNL,7,B2C
2682,2668,69,1,PostNL,7,B2C
2683,2668,69,1,PostNL,7,B2C
2684,2668,69,1,PostNL,7,B2C
2685,2668,69,1,PostNL,7,B2C
2686,2668,69,1,PostNL,7,B2C
2687,3362,69,13,UPS,7,C2C
2688,3362,69,13,UPS,7,B2C
2689,3362,69,13,UPS,7,B2C
2690,3362,69,13,UPS,7,B2C
2691,3362,69,13,UPS,7,B2C
2692,3362,69,13,UPS,7,B2C
2693,3362,69,13,UPS,7,B2C
2694,3362,69,13,UPS,7,B2C
2695,3362,69,13,UPS,7,B2C
2696,3362,69,13,UPS,7,B2C
2697,3362,69,13,UPS,7,B2C
2698,3362,69,13,UPS,7,B2C
2699,1008,70,9,DHL,7,B2C
2700,1008,70,9,DHL,7,B2C
2701,1008,70,9,DHL,7,B2C
2702,4604,70,14,DPD,7,B2C
2703,5514,70,5,GLS,7,B2C
2704,2668,70,1,PostNL,7,B2C
2705,2668,70,1,PostNL,7,B2C
2706,2668,70,1,PostNL,7,B2C
2707,2668,70,1,PostNL,7,B2C
2708,2668,70,1,PostNL,7,B2C
2709,2668,70,1,PostNL,7,B2C
2710,2668,70,1,PostNL,7,B2C
2711,3362,70,13,UPS,7,B2C
2712,559,71,16,Cycloon,7,B2C
2713,1008,71,9,DHL,7,B2C
2714,1008,71,9,DHL,7,B2C
2715,1008,71,9,DHL,7,B2C
2716,1008,71,9,DHL,7,B2C
2717,1008,71,9,DHL,7,B2C
2718,1008,71,9,DHL,7,B2C
2719,1008,71,9,DHL,7,B2C
2720,1008,71,9,DHL,7,B2C
2721,1008,71,9,DHL,7,B2C
2722,1008,71,9,DHL,7,B2C
2723,1008,71,9,DHL,7,B2C
2724,1008,71,9,DHL,7,B2C
2725,1008,71,9,DHL,7,C2C
2726,4604,71,14,DPD,7,B2C
2727,4604,71,14,DPD,7,B2C
2728,4604,71,14,DPD,7,B2C
2729,4604,71,14,DPD,7,B2C
2730,4604,71,14,DPD,7,B2C
2731,4604,71,14,DPD,7,B2C
2732,4137,71,15,FedEx,7,B2C
2733,5514,71,5,GLS,7,B2C
2734,5514,71,5,GLS,7,B2C
2735,2668,71,1,PostNL,7,B2C
2736,2668,71,1,PostNL,7,B2C
2737,2668,71,1,PostNL,7,B2C
2738,2668,71,1,PostNL,7,B2C
2739,2668,71,1,PostNL,7,B2C
2740,2668,71,1,PostNL,7,B2C
2741,2668,71,1,PostNL,7,B2C
2742,2668,71,1,PostNL,7,C2C
2743,2668,71,1,PostNL,7,B2C
2744,2668,71,1,PostNL,7,B2C
2745,2668,71,1,PostNL,7,B2C
2746,2668,71,1,PostNL,7,B2C
2747,2668,71,1,PostNL,7,B2C
2748,2668,71,1,PostNL,7,B2C
2749,2668,71,1,PostNL,7,C2C
2750,2668,71,1,PostNL,7,B2C
2751,2668,71,1,PostNL,7,B2C
2752,2668,71,1,PostNL,7,B2C
2753,2668,71,1,PostNL,7,B2C
2754,2668,71,1,PostNL,7,B2C
2755,2668,71,1,PostNL,7,B2C
2756,2668,71,1,PostNL,7,B2C
2757,2668,71,1,PostNL,7,B2C
2758,2668,71,1,PostNL,7,B2C
2759,2668,71,1,PostNL,7,B2C
2760,2668,71,1,PostNL,7,B2C
2761,2668,71,1,PostNL,7,B2C
2762,2668,71,1,PostNL,7,B2C
2763,3362,71,13,UPS,7,B2C
2764,3362,71,13,UPS,7,B2C
2765,3362,71,13,UPS,7,B2C
2766,3362,71,13,UPS,7,B2C
2767,3362,71,13,UPS,7,B2C
2769,1008,72,9,DHL,7,B2C
2770,1008,72,9,DHL,7,B2C
2771,1008,72,9,DHL,7,B2C
2772,1008,72,9,DHL,7,B2C
2773,1008,72,9,DHL,7,B2C
2774,1008,72,9,DHL,7,B2C
2775,1008,72,9,DHL,7,B2C
2777,1008,72,9,DHL,7,B2C
2778,1008,72,9,DHL,7,B2C
2780,1008,72,9,DHL,7,B2C
2781,1008,72,9,DHL,7,B2C
2782,1008,72,9,DHL,7,C2C
2783,1008,72,9,DHL,7,B2C
2784,1008,72,9,DHL,7,B2C
2785,1008,72,9,DHL,7,B2C
2786,1008,72,9,DHL,7,B2C
2787,1008,72,9,DHL,7,B2C
2788,1008,72,9,DHL,7,B2C
2789,1008,72,9,DHL,7,B2C
2790,1008,72,9,DHL,7,B2C
2791,1008,72,9,DHL,7,B2C
2792,1008,72,9,DHL,7,B2C
2793,4604,72,14,DPD,7,B2C
2794,4604,72,14,DPD,7,C2C
2795,4604,72,14,DPD,7,B2C
2796,4604,72,14,DPD,7,B2C
2797,4604,72,14,DPD,7,B2C
2798,4604,72,14,DPD,7,B2C
2799,4604,72,14,DPD,7,B2C
2800,4604,72,14,DPD,7,B2C
2801,4604,72,14,DPD,7,B2C
2802,4604,72,14,DPD,7,B2C
2803,4604,72,14,DPD,7,B2C
2804,4137,72,15,FedEx,7,B2C
2805,4137,72,15,FedEx,7,B2C
2806,4137,72,15,FedEx,7,B2C
2807,5514,72,5,GLS,7,B2C
2808,5514,72,5,GLS,7,C2C
2809,5514,72,5,GLS,7,B2C
2810,5514,72,5,GLS,7,C2C
2811,2668,72,1,PostNL,7,B2C
2812,2668,72,1,PostNL,7,B2C
2813,2668,72,1,PostNL,7,B2C
2814,2668,72,1,PostNL,7,C2C
2815,2668,72,1,PostNL,7,B2C
2816,2668,72,1,PostNL,7,B2C
2817,2668,72,1,PostNL,7,B2C
2818,2668,72,1,PostNL,7,B2C
2819,2668,72,1,PostNL,7,B2C
2820,2668,72,1,PostNL,7,B2C
2821,2668,72,1,PostNL,7,B2C
2822,2668,72,1,PostNL,7,B2C
2823,2668,72,1,PostNL,7,B2C
2824,2668,72,1,PostNL,7,B2C
2825,2668,72,1,PostNL,7,C2C
2826,2668,72,1,PostNL,7,B2C
2827,2668,72,1,PostNL,7,B2C
2828,2668,72,1,PostNL,7,B2C
2829,2668,72,1,PostNL,7,B2C
2830,2668,72,1,PostNL,7,B2C
2831,2668,72,1,PostNL,7,B2C
2832,2668,72,1,PostNL,7,B2C
2833,2668,72,1,PostNL,7,B2C
2834,2668,72,1,PostNL,7,B2C
2835,2668,72,1,PostNL,7,B2C
2836,2668,72,1,PostNL,7,B2C
2837,2668,72,1,PostNL,7,B2C
2838,2668,72,1,PostNL,7,B2C
2839,2668,72,1,PostNL,7,B2C
2840,2668,72,1,PostNL,7,B2C
2841,2668,72,1,PostNL,7,B2C
2842,2668,72,1,PostNL,7,B2C
2843,2668,72,1,PostNL,7,B2C
2844,2668,72,1,PostNL,7,B2C
2845,2668,72,1,PostNL,7,B2C
2846,2668,72,1,PostNL,7,B2C
2847,2668,72,1,PostNL,7,C2C
2848,2668,72,1,PostNL,7,B2C
2849,2668,72,1,PostNL,7,C2C
2850,2668,72,1,PostNL,7,B2C
2851,2668,72,1,PostNL,7,B2C
2852,2668,72,1,PostNL,7,B2C
2853,2668,72,1,PostNL,7,B2C
2854,2668,72,1,PostNL,7,B2C
2855,2668,72,1,PostNL,7,B2C
2856,2668,72,1,PostNL,7,C2C
2857,2668,72,1,PostNL,7,B2C
2858,2668,72,1,PostNL,7,B2C
2859,2668,72,1,PostNL,7,B2C
2860,2668,72,1,PostNL,7,B2C
2861,2668,72,1,PostNL,7,B2C
2862,2668,72,1,PostNL,7,B2C
2864,3362,72,13,UPS,7,B2C
2865,3362,72,13,UPS,7,B2C
2866,3362,72,13,UPS,7,B2C
2867,3362,72,13,UPS,7,B2C
2868,3362,72,13,UPS,7,B2C
2869,3362,72,13,UPS,7,B2C
2870,3362,72,13,UPS,7,B2C
2872,559,73,16,Cycloon,7,B2C
2873,1008,73,9,DHL,7,B2C
2874,1008,73,9,DHL,7,B2C
2875,1008,73,9,DHL,7,B2C
2876,1008,73,9,DHL,7,B2C
2877,1008,73,9,DHL,7,B2C
2878,1008,73,9,DHL,7,B2C
2879,1008,73,9,DHL,7,B2C
2880,1008,73,9,DHL,7,B2C
2882,1008,73,9,DHL,7,B2C
2883,1008,73,9,DHL,7,B2C
2884,1008,73,9,DHL,7,B2C
2885,1008,73,9,DHL,7,B2C
2886,1008,73,9,DHL,7,B2C
2887,1008,73,9,DHL,7,B2C
2888,1008,73,9,DHL,7,B2C
2889,1008,73,9,DHL,7,B2C
2890,1008,73,9,DHL,7,B2C
2891,1008,73,9,DHL,7,B2C
2892,1008,73,9,DHL,7,B2C
2893,1008,73,9,DHL,7,C2C
2894,1008,73,9,DHL,7,B2C
2895,1008,73,9,DHL,7,B2C
2896,1008,73,9,DHL,7,B2C
2897,1008,73,9,DHL,7,B2C
2898,1008,73,9,DHL,7,B2C
2899,1008,73,9,DHL,7,B2C
2900,1008,73,9,DHL,7,C2C
2901,1008,73,9,DHL,7,B2C
2902,1008,73,9,DHL,7,B2C
2903,4604,73,14,DPD,7,B2C
2904,4604,73,14,DPD,7,B2C
2905,4604,73,14,DPD,7,B2C
2906,4604,73,14,DPD,7,B2C
2907,4604,73,14,DPD,7,B2C
2908,4604,73,14,DPD,7,B2C
2909,4604,73,14,DPD,7,C2C
2910,4604,73,14,DPD,7,B2C
2911,4604,73,14,DPD,7,B2C
2912,4604,73,14,DPD,7,C2C
2913,4604,73,14,DPD,7,B2C
2914,4604,73,14,DPD,7,B2C
2915,4604,73,14,DPD,7,B2C
2917,4137,73,15,FedEx,7,B2C
2918,4137,73,15,FedEx,7,B2C
2920,5514,73,5,GLS,7,B2C
2921,5514,73,5,GLS,7,B2C
2922,5514,73,5,GLS,7,B2C
2923,5514,73,5,GLS,7,B2C
2924,2668,73,1,PostNL,7,B2C
2925,2668,73,1,PostNL,7,B2C
2926,2668,73,1,PostNL,7,B2C
2927,2668,73,1,PostNL,7,B2C
2928,2668,73,1,PostNL,7,B2C
2929,2668,73,1,PostNL,7,C2C
2930,2668,73,1,PostNL,7,B2C
2931,2668,73,1,PostNL,7,B2C
2932,2668,73,1,PostNL,7,B2C
2933,2668,73,1,PostNL,7,B2C
2934,2668,73,1,PostNL,7,B2C
2935,2668,73,1,PostNL,7,B2C
2936,2668,73,1,PostNL,7,B2C
2938,2668,73,1,PostNL,7,B2C
2939,2668,73,1,PostNL,7,B2C
2940,2668,73,1,PostNL,7,B2C
2941,2668,73,1,PostNL,7,B2C
2942,2668,73,1,PostNL,7,B2C
2943,2668,73,1,PostNL,7,B2C
2944,2668,73,1,PostNL,7,B2C
2946,2668,73,1,PostNL,7,B2C
2948,2668,73,1,PostNL,7,B2C
2949,2668,73,1,PostNL,7,B2C
2950,2668,73,1,PostNL,7,B2C
2951,2668,73,1,PostNL,7,B2C
2952,2668,73,1,PostNL,7,B2C
2953,2668,73,1,PostNL,7,B2C
2954,2668,73,1,PostNL,7,B2C
2955,2668,73,1,PostNL,7,B2C
2956,2668,73,1,PostNL,7,B2C
2957,2668,73,1,PostNL,7,B2C
2958,2668,73,1,PostNL,7,B2C
2959,2668,73,1,PostNL,7,B2C
2960,2668,73,1,PostNL,7,B2C
2961,2668,73,1,PostNL,7,B2C
2962,2668,73,1,PostNL,7,B2C
2963,2668,73,1,PostNL,7,B2C
2964,2668,73,1,PostNL,7,B2C
2965,2668,73,1,PostNL,7,B2C
2966,2668,73,1,PostNL,7,B2C
2967,2668,73,1,PostNL,7,B2C
2968,2668,73,1,PostNL,7,B2C
2969,2668,73,1,PostNL,7,B2C
2970,2668,73,1,PostNL,7,B2C
