Parcel_ID,O_zone,D_zone,CEP,Network,Type,DepotNumber
86009,2592,2668,PostNL,conventional,tour-based,1.0
86017,2590,2668,PostNL,conventional,tour-based,1.0
86031,2557,3362,UPS,conventional,tour-based,13.0
86059,2602,2668,PostNL,conventional,tour-based,1.0
86061,2538,2668,PostNL,conventional,tour-based,1.0
86126,2550,2668,PostNL,conventional,tour-based,1.0
86134,2534,3362,UPS,conventional,tour-based,13.0
86135,2605,3362,UPS,conventional,tour-based,13.0
86141,2591,2662,DHL,conventional,tour-based,10.0
86147,2582,2662,DHL,conventional,tour-based,10.0
86153,2512,1044,DHL,conventional,tour-based,7.0
86157,2591,2662,DHL,conventional,tour-based,10.0
86176,2533,2668,PostNL,conventional,tour-based,1.0
86193,2613,2668,PostNL,conventional,tour-based,1.0
86194,2592,2668,PostNL,conventional,tour-based,1.0
86242,2535,1044,DHL,conventional,tour-based,7.0
86244,2620,4604,DPD,conventional,tour-based,14.0
86260,2553,2668,PostNL,conventional,tour-based,1.0
86314,2526,4137,FedEx,conventional,tour-based,15.0
86326,2614,2668,PostNL,conventional,tour-based,1.0
86425,2512,2668,PostNL,conventional,tour-based,1.0
86436,2610,2668,PostNL,conventional,tour-based,1.0
86514,2619,4604,DPD,conventional,tour-based,14.0
86533,2529,2668,PostNL,conventional,tour-based,1.0
86550,2533,2668,PostNL,conventional,tour-based,1.0
86597,2585,2668,PostNL,conventional,tour-based,1.0
86617,2598,2662,DHL,conventional,tour-based,10.0
86664,2610,2668,PostNL,conventional,tour-based,1.0
86727,2508,4137,FedEx,conventional,tour-based,15.0
86750,2518,2668,PostNL,conventional,tour-based,1.0
86762,2586,3362,UPS,conventional,tour-based,13.0
86768,2528,2668,PostNL,conventional,tour-based,1.0
86769,2536,2668,PostNL,conventional,tour-based,1.0
86776,2615,2662,DHL,conventional,tour-based,10.0
86867,2596,2668,PostNL,conventional,tour-based,1.0
86889,2585,3362,UPS,conventional,tour-based,13.0
86893,2536,1044,DHL,conventional,tour-based,7.0
86896,2537,2668,PostNL,conventional,tour-based,1.0
86899,2601,3362,UPS,conventional,tour-based,13.0
86924,2613,2668,PostNL,conventional,tour-based,1.0
86926,2535,2668,PostNL,conventional,tour-based,1.0
86945,2538,3362,UPS,conventional,tour-based,13.0
86967,2602,4604,DPD,conventional,tour-based,14.0
86980,2587,2668,PostNL,conventional,tour-based,1.0
86999,2599,2668,PostNL,conventional,tour-based,1.0
87022,2561,3362,UPS,conventional,tour-based,13.0
87039,2589,2662,DHL,conventional,tour-based,10.0
87096,2521,2668,PostNL,conventional,tour-based,1.0
87099,2584,2668,PostNL,conventional,tour-based,1.0
87128,2505,2668,PostNL,conventional,tour-based,1.0
87206,2626,3362,UPS,conventional,tour-based,13.0
87232,2625,4137,FedEx,conventional,tour-based,15.0
87281,2613,2662,DHL,conventional,tour-based,10.0
87308,2618,2668,PostNL,conventional,tour-based,1.0
87349,2622,1044,DHL,conventional,tour-based,7.0
87350,2519,1044,DHL,conventional,tour-based,7.0
87364,2515,4604,DPD,conventional,tour-based,14.0
87365,2508,4137,FedEx,conventional,tour-based,15.0
87374,2592,2668,PostNL,conventional,tour-based,1.0
87386,2540,2668,PostNL,conventional,tour-based,1.0
87409,2597,2668,PostNL,conventional,tour-based,1.0
87411,2589,2668,PostNL,conventional,tour-based,1.0
87440,2553,1044,DHL,conventional,tour-based,7.0
87458,2535,4137,FedEx,conventional,tour-based,15.0
87478,2596,2668,PostNL,conventional,tour-based,1.0
87509,2605,4604,DPD,conventional,tour-based,14.0
87519,2594,2668,PostNL,conventional,tour-based,1.0
87532,2589,2668,PostNL,conventional,tour-based,1.0
87546,2535,1044,DHL,conventional,tour-based,7.0
87595,2575,2668,PostNL,conventional,tour-based,1.0
87609,2590,2668,PostNL,conventional,tour-based,1.0
87617,2571,2668,PostNL,conventional,tour-based,1.0
87633,2590,2662,DHL,conventional,tour-based,10.0
87690,2607,2668,PostNL,conventional,tour-based,1.0
87722,2622,2668,PostNL,conventional,tour-based,1.0
87754,2606,1044,DHL,conventional,tour-based,7.0
87755,2540,1044,DHL,conventional,tour-based,7.0
87804,2538,2668,PostNL,conventional,tour-based,1.0
87817,2616,2668,PostNL,conventional,tour-based,1.0
87836,2527,1044,DHL,conventional,tour-based,7.0
87838,2554,1044,DHL,conventional,tour-based,7.0
87840,2593,2662,DHL,conventional,tour-based,10.0
87899,2611,2668,PostNL,conventional,tour-based,1.0
87942,2575,2668,PostNL,conventional,tour-based,1.0
88000,2590,2662,DHL,conventional,tour-based,10.0
88029,2519,2668,PostNL,conventional,tour-based,1.0
88033,2609,2668,PostNL,conventional,tour-based,1.0
88059,2582,2668,PostNL,conventional,tour-based,1.0
88114,2528,2668,PostNL,conventional,tour-based,1.0
6,875,1008,DHL,conventional,tour-based,9.0
10,355,4604,DPD,conventional,tour-based,14.0
55,596,2668,PostNL,conventional,tour-based,1.0
77,231,4604,DPD,conventional,tour-based,14.0
84,408,2668,PostNL,conventional,tour-based,1.0
98,198,2668,PostNL,conventional,tour-based,1.0
109,442,2662,DHL,conventional,tour-based,10.0
121,134,1008,DHL,conventional,tour-based,9.0
147,315,2668,PostNL,conventional,tour-based,1.0
202,747,2668,PostNL,conventional,tour-based,1.0
221,259,1044,DHL,conventional,tour-based,7.0
222,968,1044,DHL,conventional,tour-based,7.0
237,810,2668,PostNL,conventional,tour-based,1.0
243,629,2668,PostNL,conventional,tour-based,1.0
291,532,2668,PostNL,conventional,tour-based,1.0
345,1028,1044,DHL,conventional,tour-based,7.0
365,658,2668,PostNL,conventional,tour-based,1.0
369,598,2668,PostNL,conventional,tour-based,1.0
378,274,2668,PostNL,conventional,tour-based,1.0
409,567,1044,DHL,conventional,tour-based,7.0
425,35,2668,PostNL,conventional,tour-based,1.0
429,206,2668,PostNL,conventional,tour-based,1.0
466,664,1044,DHL,conventional,tour-based,7.0
481,899,5514,GLS,conventional,tour-based,5.0
513,425,3362,UPS,conventional,tour-based,13.0
528,63,4137,FedEx,conventional,tour-based,15.0
529,332,5514,GLS,conventional,tour-based,5.0
581,246,1008,DHL,conventional,tour-based,9.0
596,503,1044,DHL,conventional,tour-based,7.0
640,553,4604,DPD,conventional,tour-based,14.0
650,274,2668,PostNL,conventional,tour-based,1.0
662,495,3362,UPS,conventional,tour-based,13.0
676,248,1008,DHL,conventional,tour-based,9.0
717,876,1008,DHL,conventional,tour-based,9.0
740,220,2668,PostNL,conventional,tour-based,1.0
763,69,4604,DPD,conventional,tour-based,14.0
764,467,5514,GLS,conventional,tour-based,5.0
783,918,2668,PostNL,conventional,tour-based,1.0
805,635,1044,DHL,conventional,tour-based,7.0
882,27,4137,FedEx,conventional,tour-based,15.0
890,786,2668,PostNL,conventional,tour-based,1.0
906,690,3362,UPS,conventional,tour-based,13.0
943,295,1044,DHL,conventional,tour-based,7.0
955,613,2668,PostNL,conventional,tour-based,1.0
968,921,2668,PostNL,conventional,tour-based,1.0
1019,459,2668,PostNL,conventional,tour-based,1.0
1087,546,2668,PostNL,conventional,tour-based,1.0
1090,867,2668,PostNL,conventional,tour-based,1.0
1112,447,2668,PostNL,conventional,tour-based,1.0
1166,747,4604,DPD,conventional,tour-based,14.0
1182,651,2668,PostNL,conventional,tour-based,1.0
1192,900,2668,PostNL,conventional,tour-based,1.0
1201,692,2668,PostNL,conventional,tour-based,1.0
1214,49,2668,PostNL,conventional,tour-based,1.0
1215,326,2668,PostNL,conventional,tour-based,1.0
1216,57,3362,UPS,conventional,tour-based,13.0
1273,136,1008,DHL,conventional,tour-based,9.0
1330,259,2668,PostNL,conventional,tour-based,1.0
1369,740,2668,PostNL,conventional,tour-based,1.0
1387,587,1008,DHL,conventional,tour-based,9.0
1420,64,1008,DHL,conventional,tour-based,9.0
1441,210,4604,DPD,conventional,tour-based,14.0
1450,446,5514,GLS,conventional,tour-based,5.0
1467,284,2668,PostNL,conventional,tour-based,1.0
1502,634,2668,PostNL,conventional,tour-based,1.0
1508,256,3362,UPS,conventional,tour-based,13.0
1510,588,3362,UPS,conventional,tour-based,13.0
1609,797,2668,PostNL,conventional,tour-based,1.0
1614,109,2668,PostNL,conventional,tour-based,1.0
1630,447,2668,PostNL,conventional,tour-based,1.0
1651,323,2668,PostNL,conventional,tour-based,1.0
1659,314,2668,PostNL,conventional,tour-based,1.0
1689,473,2668,PostNL,conventional,tour-based,1.0
1699,581,2668,PostNL,conventional,tour-based,1.0
1711,964,2668,PostNL,conventional,tour-based,1.0
1713,277,2668,PostNL,conventional,tour-based,1.0
1716,167,3362,UPS,conventional,tour-based,13.0
1761,713,2662,DHL,conventional,tour-based,10.0
1764,100,4137,FedEx,conventional,tour-based,15.0
1775,934,2668,PostNL,conventional,tour-based,1.0
1795,49,2668,PostNL,conventional,tour-based,1.0
1859,786,1044,DHL,conventional,tour-based,7.0
1867,673,1044,DHL,conventional,tour-based,7.0
1906,111,2668,PostNL,conventional,tour-based,1.0
1907,347,2668,PostNL,conventional,tour-based,1.0
1922,235,1044,DHL,conventional,tour-based,7.0
1937,716,4604,DPD,conventional,tour-based,14.0
1940,46,4604,DPD,conventional,tour-based,14.0
1942,972,4604,DPD,conventional,tour-based,14.0
1944,595,4137,FedEx,conventional,tour-based,15.0
1965,883,2668,PostNL,conventional,tour-based,1.0
1990,484,5514,GLS,conventional,tour-based,5.0
2034,811,2662,DHL,conventional,tour-based,10.0
2037,253,4604,DPD,conventional,tour-based,14.0
2140,529,2668,PostNL,conventional,tour-based,1.0
2146,672,2668,PostNL,conventional,tour-based,1.0
2183,607,3362,UPS,conventional,tour-based,13.0
2187,118,1008,DHL,conventional,tour-based,9.0
2200,1049,1044,DHL,conventional,tour-based,7.0
2207,737,2662,DHL,conventional,tour-based,10.0
2223,675,4137,FedEx,conventional,tour-based,15.0
2225,624,4137,FedEx,conventional,tour-based,15.0
2257,117,2668,PostNL,conventional,tour-based,1.0
2278,720,2668,PostNL,conventional,tour-based,1.0
2288,70,3362,UPS,conventional,tour-based,13.0
2302,803,2662,DHL,conventional,tour-based,10.0
2374,81,2668,PostNL,conventional,tour-based,1.0
2404,411,2668,PostNL,conventional,tour-based,1.0
2409,135,2668,PostNL,conventional,tour-based,1.0
2435,129,1008,DHL,conventional,tour-based,9.0
2441,200,4604,DPD,conventional,tour-based,14.0
2485,508,2668,PostNL,conventional,tour-based,1.0
2503,343,3362,UPS,conventional,tour-based,13.0
2534,553,2668,PostNL,conventional,tour-based,1.0
2557,202,3362,UPS,conventional,tour-based,13.0
2569,46,1008,DHL,conventional,tour-based,9.0
2570,546,1044,DHL,conventional,tour-based,7.0
2577,825,2662,DHL,conventional,tour-based,10.0
2588,576,1044,DHL,conventional,tour-based,7.0
2639,479,2668,PostNL,conventional,tour-based,1.0
2768,512,559,Cycloon,conventional,tour-based,16.0
2776,842,1044,DHL,conventional,tour-based,7.0
2779,208,1008,DHL,conventional,tour-based,9.0
2863,327,3362,UPS,conventional,tour-based,13.0
2871,504,3362,UPS,conventional,tour-based,13.0
2881,251,1008,DHL,conventional,tour-based,9.0
2916,166,4137,FedEx,conventional,tour-based,15.0
2919,250,5514,GLS,conventional,tour-based,5.0
2937,689,2668,PostNL,conventional,tour-based,1.0
2945,666,2668,PostNL,conventional,tour-based,1.0
2947,862,2668,PostNL,conventional,tour-based,1.0
2999,501,3362,UPS,conventional,tour-based,13.0
3005,309,1044,DHL,conventional,tour-based,7.0
3048,268,2668,PostNL,conventional,tour-based,1.0
3058,445,2668,PostNL,conventional,tour-based,1.0
3093,663,3362,UPS,conventional,tour-based,13.0
3096,622,3362,UPS,conventional,tour-based,13.0
3097,192,3362,UPS,conventional,tour-based,13.0
3098,395,3362,UPS,conventional,tour-based,13.0
3107,230,1008,DHL,conventional,tour-based,9.0
3157,1062,2668,PostNL,conventional,tour-based,1.0
3248,567,2668,PostNL,conventional,tour-based,1.0
3285,176,2668,PostNL,conventional,tour-based,1.0
3304,824,4604,DPD,conventional,tour-based,14.0
3326,425,2662,DHL,conventional,tour-based,10.0
3340,149,4604,DPD,conventional,tour-based,14.0
3350,875,2668,PostNL,conventional,tour-based,1.0
3458,620,2668,PostNL,conventional,tour-based,1.0
3481,664,1044,DHL,conventional,tour-based,7.0
3520,137,2668,PostNL,conventional,tour-based,1.0
3528,112,2668,PostNL,conventional,tour-based,1.0
3546,501,2668,PostNL,conventional,tour-based,1.0
3597,33,4604,DPD,conventional,tour-based,14.0
3649,74,2668,PostNL,conventional,tour-based,1.0
3664,219,2668,PostNL,conventional,tour-based,1.0
3716,293,1044,DHL,conventional,tour-based,7.0
3735,257,5514,GLS,conventional,tour-based,5.0
3769,291,2668,PostNL,conventional,tour-based,1.0
3784,398,2668,PostNL,conventional,tour-based,1.0
3821,277,1044,DHL,conventional,tour-based,7.0
3836,663,1044,DHL,conventional,tour-based,7.0
3851,863,4137,FedEx,conventional,tour-based,15.0
3863,603,2668,PostNL,conventional,tour-based,1.0
3864,718,2668,PostNL,conventional,tour-based,1.0
3895,76,2668,PostNL,conventional,tour-based,1.0
3899,113,2668,PostNL,conventional,tour-based,1.0
3940,822,4604,DPD,conventional,tour-based,14.0
3955,155,2668,PostNL,conventional,tour-based,1.0
3960,537,2668,PostNL,conventional,tour-based,1.0
3962,242,2668,PostNL,conventional,tour-based,1.0
3965,642,2668,PostNL,conventional,tour-based,1.0
3970,236,2668,PostNL,conventional,tour-based,1.0
3985,433,2668,PostNL,conventional,tour-based,1.0
4013,615,1008,DHL,conventional,tour-based,9.0
4026,148,2668,PostNL,conventional,tour-based,1.0
4029,174,2668,PostNL,conventional,tour-based,1.0
4060,637,2668,PostNL,conventional,tour-based,1.0
4079,619,4604,DPD,conventional,tour-based,14.0
4090,320,2668,PostNL,conventional,tour-based,1.0
4094,510,2668,PostNL,conventional,tour-based,1.0
4110,648,1044,DHL,conventional,tour-based,7.0
4112,909,4604,DPD,conventional,tour-based,14.0
4119,714,2668,PostNL,conventional,tour-based,1.0
4158,931,2668,PostNL,conventional,tour-based,1.0
4171,100,4137,FedEx,conventional,tour-based,15.0
4223,428,2668,PostNL,conventional,tour-based,1.0
4229,159,2668,PostNL,conventional,tour-based,1.0
4253,604,559,Cycloon,conventional,tour-based,16.0
4299,872,2668,PostNL,conventional,tour-based,1.0
4324,803,2668,PostNL,conventional,tour-based,1.0
4354,544,1044,DHL,conventional,tour-based,7.0
4369,323,5514,GLS,conventional,tour-based,5.0
4398,701,2668,PostNL,conventional,tour-based,1.0
4402,511,2668,PostNL,conventional,tour-based,1.0
4453,658,2668,PostNL,conventional,tour-based,1.0
4466,666,2668,PostNL,conventional,tour-based,1.0
4482,923,2668,PostNL,conventional,tour-based,1.0
4509,73,1008,DHL,conventional,tour-based,9.0
4552,566,2668,PostNL,conventional,tour-based,1.0
4556,970,2668,PostNL,conventional,tour-based,1.0
4558,794,2668,PostNL,conventional,tour-based,1.0
4587,88,2668,PostNL,conventional,tour-based,1.0
4588,160,2668,PostNL,conventional,tour-based,1.0
4601,515,2668,PostNL,conventional,tour-based,1.0
4642,874,2668,PostNL,conventional,tour-based,1.0
4708,467,1044,DHL,conventional,tour-based,7.0
4712,660,1044,DHL,conventional,tour-based,7.0
4753,692,2668,PostNL,conventional,tour-based,1.0
4800,825,2668,PostNL,conventional,tour-based,1.0
4816,238,2668,PostNL,conventional,tour-based,1.0
4865,64,1008,DHL,conventional,tour-based,9.0
4948,787,2668,PostNL,conventional,tour-based,1.0
4951,804,2668,PostNL,conventional,tour-based,1.0
4954,100,2668,PostNL,conventional,tour-based,1.0
4989,613,2668,PostNL,conventional,tour-based,1.0
5005,394,3362,UPS,conventional,tour-based,13.0
5049,124,1008,DHL,conventional,tour-based,9.0
5076,642,1044,DHL,conventional,tour-based,7.0
5081,860,4604,DPD,conventional,tour-based,14.0
5090,1057,4604,DPD,conventional,tour-based,14.0
5095,210,4604,DPD,conventional,tour-based,14.0
5173,663,2668,PostNL,conventional,tour-based,1.0
5179,665,2668,PostNL,conventional,tour-based,1.0
5208,381,2668,PostNL,conventional,tour-based,1.0
5267,61,3362,UPS,conventional,tour-based,13.0
5276,177,3362,UPS,conventional,tour-based,13.0
5300,68,5514,GLS,conventional,tour-based,5.0
5308,407,2668,PostNL,conventional,tour-based,1.0
5313,201,2668,PostNL,conventional,tour-based,1.0
5354,991,1044,DHL,conventional,tour-based,7.0
5355,682,1044,DHL,conventional,tour-based,7.0
5460,270,2668,PostNL,conventional,tour-based,1.0
5478,368,2668,PostNL,conventional,tour-based,1.0
5530,838,1044,DHL,conventional,tour-based,7.0
5630,1048,2668,PostNL,conventional,tour-based,1.0
5658,733,2668,PostNL,conventional,tour-based,1.0
5681,593,1008,DHL,conventional,tour-based,9.0
5693,490,1044,DHL,conventional,tour-based,7.0
5724,915,4137,FedEx,conventional,tour-based,15.0
5769,553,2668,PostNL,conventional,tour-based,1.0
5890,524,3362,UPS,conventional,tour-based,13.0
5926,612,4604,DPD,conventional,tour-based,14.0
5927,682,4604,DPD,conventional,tour-based,14.0
5934,403,4604,DPD,conventional,tour-based,14.0
5977,1048,2668,PostNL,conventional,tour-based,1.0
5984,690,2668,PostNL,conventional,tour-based,1.0
6019,210,3362,UPS,conventional,tour-based,13.0
6030,163,1008,DHL,conventional,tour-based,9.0
6038,253,1008,DHL,conventional,tour-based,9.0
6112,88,2668,PostNL,conventional,tour-based,1.0
6154,419,3362,UPS,conventional,tour-based,13.0
6204,732,2668,PostNL,conventional,tour-based,1.0
6258,600,3362,UPS,conventional,tour-based,13.0
6336,875,5514,GLS,conventional,tour-based,5.0
6341,629,2668,PostNL,conventional,tour-based,1.0
6356,968,2668,PostNL,conventional,tour-based,1.0
6395,397,2668,PostNL,conventional,tour-based,1.0
6461,627,4604,DPD,conventional,tour-based,14.0
6466,267,2668,PostNL,conventional,tour-based,1.0
6476,943,2668,PostNL,conventional,tour-based,1.0
6496,368,2662,DHL,conventional,tour-based,10.0
6503,741,2662,DHL,conventional,tour-based,10.0
6504,579,1008,DHL,conventional,tour-based,9.0
6574,269,3362,UPS,conventional,tour-based,13.0
6580,280,1044,DHL,conventional,tour-based,7.0
6589,318,1044,DHL,conventional,tour-based,7.0
6591,496,1044,DHL,conventional,tour-based,7.0
6598,464,4604,DPD,conventional,tour-based,14.0
6649,631,3362,UPS,conventional,tour-based,13.0
6658,442,2662,DHL,conventional,tour-based,10.0
6711,870,2668,PostNL,conventional,tour-based,1.0
6728,68,3362,UPS,conventional,tour-based,13.0
6730,267,559,Cycloon,conventional,tour-based,16.0
6781,57,5514,GLS,conventional,tour-based,5.0
6784,437,2668,PostNL,conventional,tour-based,1.0
6788,796,2668,PostNL,conventional,tour-based,1.0
6818,88,2668,PostNL,conventional,tour-based,1.0
6828,292,2668,PostNL,conventional,tour-based,1.0
6874,657,1044,DHL,conventional,tour-based,7.0
6884,868,1008,DHL,conventional,tour-based,9.0
6895,698,4604,DPD,conventional,tour-based,14.0
6914,821,2668,PostNL,conventional,tour-based,1.0
6918,313,2668,PostNL,conventional,tour-based,1.0
6936,729,2668,PostNL,conventional,tour-based,1.0
6977,805,3362,UPS,conventional,tour-based,13.0
6984,836,1044,DHL,conventional,tour-based,7.0
6988,311,1044,DHL,conventional,tour-based,7.0
7023,76,4604,DPD,conventional,tour-based,14.0
7042,404,2668,PostNL,conventional,tour-based,1.0
7119,867,3362,UPS,conventional,tour-based,13.0
7143,286,1044,DHL,conventional,tour-based,7.0
7213,467,2668,PostNL,conventional,tour-based,1.0
7221,689,3362,UPS,conventional,tour-based,13.0
7237,1053,1044,DHL,conventional,tour-based,7.0
7244,73,1008,DHL,conventional,tour-based,9.0
7248,813,2662,DHL,conventional,tour-based,10.0
7249,753,2662,DHL,conventional,tour-based,10.0
7273,132,4604,DPD,conventional,tour-based,14.0
7302,786,2668,PostNL,conventional,tour-based,1.0
7327,11,2668,PostNL,conventional,tour-based,1.0
7410,906,1008,DHL,conventional,tour-based,9.0
7476,615,4137,FedEx,conventional,tour-based,15.0
7501,71,2668,PostNL,conventional,tour-based,1.0
7527,920,2668,PostNL,conventional,tour-based,1.0
7543,330,2668,PostNL,conventional,tour-based,1.0
7566,495,2668,PostNL,conventional,tour-based,1.0
7586,113,2668,PostNL,conventional,tour-based,1.0
7650,967,4604,DPD,conventional,tour-based,14.0
7667,338,2668,PostNL,conventional,tour-based,1.0
7704,71,1008,DHL,conventional,tour-based,9.0
7741,464,2668,PostNL,conventional,tour-based,1.0
7784,336,1044,DHL,conventional,tour-based,7.0
7796,977,4604,DPD,conventional,tour-based,14.0
7857,198,2668,PostNL,conventional,tour-based,1.0
7874,768,2662,DHL,conventional,tour-based,10.0
7899,410,2668,PostNL,conventional,tour-based,1.0
7902,702,2668,PostNL,conventional,tour-based,1.0
7968,481,2668,PostNL,conventional,tour-based,1.0
7986,530,2668,PostNL,conventional,tour-based,1.0
7996,329,1044,DHL,conventional,tour-based,7.0
8064,633,3362,UPS,conventional,tour-based,13.0
8084,587,1008,DHL,conventional,tour-based,9.0
8127,408,2668,PostNL,conventional,tour-based,1.0
8138,42,2668,PostNL,conventional,tour-based,1.0
8218,511,2668,PostNL,conventional,tour-based,1.0
8240,879,1008,DHL,conventional,tour-based,9.0
8305,813,559,Cycloon,conventional,tour-based,16.0
8310,113,1008,DHL,conventional,tour-based,9.0
8387,254,2668,PostNL,conventional,tour-based,1.0
8453,404,2668,PostNL,conventional,tour-based,1.0
8456,830,2668,PostNL,conventional,tour-based,1.0
8536,224,4604,DPD,conventional,tour-based,14.0
8554,777,2668,PostNL,conventional,tour-based,1.0
8556,830,2668,PostNL,conventional,tour-based,1.0
8576,13,2668,PostNL,conventional,tour-based,1.0
8632,569,3362,UPS,conventional,tour-based,13.0
8660,918,1008,DHL,conventional,tour-based,9.0
8717,331,4137,FedEx,conventional,tour-based,15.0
8721,654,5514,GLS,conventional,tour-based,5.0
8732,945,2668,PostNL,conventional,tour-based,1.0
8742,584,2668,PostNL,conventional,tour-based,1.0
8750,71,2668,PostNL,conventional,tour-based,1.0
8771,919,2668,PostNL,conventional,tour-based,1.0
8773,668,2668,PostNL,conventional,tour-based,1.0
8784,540,2668,PostNL,conventional,tour-based,1.0
8802,685,2668,PostNL,conventional,tour-based,1.0
8849,790,1044,DHL,conventional,tour-based,7.0
8863,584,1008,DHL,conventional,tour-based,9.0
8928,843,1044,DHL,conventional,tour-based,7.0
8939,442,2668,PostNL,conventional,tour-based,1.0
8958,895,3362,UPS,conventional,tour-based,13.0
8962,208,1008,DHL,conventional,tour-based,9.0
8973,288,1044,DHL,conventional,tour-based,7.0
9071,1053,2668,PostNL,conventional,tour-based,1.0
9122,806,5514,GLS,conventional,tour-based,5.0
9123,381,2668,PostNL,conventional,tour-based,1.0
9157,575,3362,UPS,conventional,tour-based,13.0
9203,673,2668,PostNL,conventional,tour-based,1.0
9260,379,2668,PostNL,conventional,tour-based,1.0
9293,219,2668,PostNL,conventional,tour-based,1.0
9297,19,2668,PostNL,conventional,tour-based,1.0
9298,198,2668,PostNL,conventional,tour-based,1.0
9330,318,4604,DPD,conventional,tour-based,14.0
9395,293,3362,UPS,conventional,tour-based,13.0
9432,658,3362,UPS,conventional,tour-based,13.0
9602,252,1008,DHL,conventional,tour-based,9.0
9620,581,2668,PostNL,conventional,tour-based,1.0
9705,520,2668,PostNL,conventional,tour-based,1.0
9717,288,4604,DPD,conventional,tour-based,14.0
9784,574,1044,DHL,conventional,tour-based,7.0
9793,557,1044,DHL,conventional,tour-based,7.0
9798,252,1008,DHL,conventional,tour-based,9.0
9803,736,2662,DHL,conventional,tour-based,10.0
9805,862,1008,DHL,conventional,tour-based,9.0
9881,736,4604,DPD,conventional,tour-based,14.0
9882,110,4604,DPD,conventional,tour-based,14.0
9930,117,1008,DHL,conventional,tour-based,9.0
9932,343,1044,DHL,conventional,tour-based,7.0
9955,412,2668,PostNL,conventional,tour-based,1.0
9960,675,2668,PostNL,conventional,tour-based,1.0
9980,650,1044,DHL,conventional,tour-based,7.0
9995,656,4604,DPD,conventional,tour-based,14.0
10016,594,2668,PostNL,conventional,tour-based,1.0
10019,128,2668,PostNL,conventional,tour-based,1.0
10054,541,2668,PostNL,conventional,tour-based,1.0
10057,266,3362,UPS,conventional,tour-based,13.0
10062,693,1044,DHL,conventional,tour-based,7.0
10102,573,5514,GLS,conventional,tour-based,5.0
10104,157,5514,GLS,conventional,tour-based,5.0
10118,555,2668,PostNL,conventional,tour-based,1.0
10177,187,1008,DHL,conventional,tour-based,9.0
10199,411,2662,DHL,conventional,tour-based,10.0
10258,283,3362,UPS,conventional,tour-based,13.0
10271,304,1044,DHL,conventional,tour-based,7.0
10334,768,2668,PostNL,conventional,tour-based,1.0
10342,290,2668,PostNL,conventional,tour-based,1.0
10392,654,1044,DHL,conventional,tour-based,7.0
10399,774,2662,DHL,conventional,tour-based,10.0
10458,112,2668,PostNL,conventional,tour-based,1.0
10492,300,2668,PostNL,conventional,tour-based,1.0
10511,863,2668,PostNL,conventional,tour-based,1.0
10554,173,4604,DPD,conventional,tour-based,14.0
10571,124,2668,PostNL,conventional,tour-based,1.0
10573,155,2668,PostNL,conventional,tour-based,1.0
10579,113,2668,PostNL,conventional,tour-based,1.0
10595,1033,2668,PostNL,conventional,tour-based,1.0
10624,45,3362,UPS,conventional,tour-based,13.0
10684,918,2668,PostNL,conventional,tour-based,1.0
10733,322,4604,DPD,conventional,tour-based,14.0
10756,166,2668,PostNL,conventional,tour-based,1.0
10765,503,3362,UPS,conventional,tour-based,13.0
10769,386,559,Cycloon,conventional,tour-based,16.0
10818,517,2668,PostNL,conventional,tour-based,1.0
10820,113,2668,PostNL,conventional,tour-based,1.0
10844,305,1044,DHL,conventional,tour-based,7.0
10854,610,1044,DHL,conventional,tour-based,7.0
10867,159,1044,DHL,conventional,tour-based,7.0
10878,614,4604,DPD,conventional,tour-based,14.0
10882,894,4137,FedEx,conventional,tour-based,15.0
10900,617,2668,PostNL,conventional,tour-based,1.0
10970,479,2662,DHL,conventional,tour-based,10.0
10980,878,1008,DHL,conventional,tour-based,9.0
10997,612,2668,PostNL,conventional,tour-based,1.0
11009,957,2668,PostNL,conventional,tour-based,1.0
11047,432,2662,DHL,conventional,tour-based,10.0
11069,968,1044,DHL,conventional,tour-based,7.0
11074,282,1044,DHL,conventional,tour-based,7.0
11089,943,4604,DPD,conventional,tour-based,14.0
11097,550,4604,DPD,conventional,tour-based,14.0
11108,432,4137,FedEx,conventional,tour-based,15.0
11118,885,2668,PostNL,conventional,tour-based,1.0
11124,336,2668,PostNL,conventional,tour-based,1.0
11164,655,2668,PostNL,conventional,tour-based,1.0
11185,287,2668,PostNL,conventional,tour-based,1.0
11202,1081,2668,PostNL,conventional,tour-based,1.0
11206,219,2668,PostNL,conventional,tour-based,1.0
11255,918,4604,DPD,conventional,tour-based,14.0
11261,942,4604,DPD,conventional,tour-based,14.0
11296,508,2668,PostNL,conventional,tour-based,1.0
11310,675,2668,PostNL,conventional,tour-based,1.0
11345,508,1044,DHL,conventional,tour-based,7.0
11388,328,4604,DPD,conventional,tour-based,14.0
11392,539,4604,DPD,conventional,tour-based,14.0
11419,835,5514,GLS,conventional,tour-based,5.0
11474,76,2668,PostNL,conventional,tour-based,1.0
11487,610,2668,PostNL,conventional,tour-based,1.0
11539,576,3362,UPS,conventional,tour-based,13.0
11558,628,2668,PostNL,conventional,tour-based,1.0
11580,680,1044,DHL,conventional,tour-based,7.0
11629,972,559,Cycloon,conventional,tour-based,16.0
11651,310,1044,DHL,conventional,tour-based,7.0
11682,251,4604,DPD,conventional,tour-based,14.0
11714,395,2668,PostNL,conventional,tour-based,1.0
11762,730,2668,PostNL,conventional,tour-based,1.0
11798,601,1044,DHL,conventional,tour-based,7.0
