ZONE,LS0,LS1,LS2,LS3,LS4,LS5,LS6,LS7,TOT_WEIGHT
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1.5,1.5,0.0,0.0,0.0,4.5,0.0,0.0,7.5
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,12.0,1.5,0.0,0.0,4.5,0.0,1.5,19.5
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5
43,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,1.5,0.0,0.0,0.0,0.0,0.0,4.5,6.0
47,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
48,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,3.0
49,1.5,32.18303557328207,12.5,4.5,7.5,10.5,0.0,25.0,93.68303557328207
50,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
51,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
52,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5
54,0.0,1.5,0.0,0.0,0.0,1.5,0.0,1.5,4.5
55,1.5,1.5,0.0,1.5,4.5,7.5,0.0,0.0,16.5
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
64,0.0,1.5,4.5,0.0,0.0,1.5,0.0,0.0,7.5
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,10.5
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,31.0,0.0,0.0,0.0,0.0,0.0,15.0,46.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,4.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,6.0
72,0.0,0.0,0.0,8.0,0.0,4.5,0.0,0.0,12.5
73,0.0,3.0,0.0,4.5,0.0,0.0,0.0,4.5,12.0
74,0.0,6.0,0.0,0.0,8.0,1.5,0.0,9.0,24.5
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,9.0,0.0,0.0,1.5,3.0,0.0,4.5,18.0
77,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5
82,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0
83,0.0,1.5,0.0,0.0,0.0,0.0,0.0,4.5,6.0
84,0.0,6.0,0.0,15.0,0.0,0.0,0.0,15.0,36.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5
87,0.0,8.0,1.5,0.0,0.0,0.0,0.0,0.0,9.5
88,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
89,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,1.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,6.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,1.5,0.0,0.0,0.0,3.0,0.0,0.0,4.5
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0
110,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,4.5,0.0,0.0,0.0,8.0,0.0,1.5,14.0
115,0.0,1.5,0.0,0.0,4.5,0.0,0.0,0.0,6.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.5
127,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5
133,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5
134,1.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,6.0
135,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5
136,0.0,1.5,0.0,0.0,0.0,0.0,0.0,4.5,6.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,1.5,3.0,6.0,36.5,0.0,8.0,0.0,43.0,98.0
139,85.6414981794663,248.86036017355386,72.0,196.5131492858704,37.0,76.61399363677974,0.0,133.3169673064928,849.9459685821632
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,12.0,18.754195142508916,30.0,4.5,6.048478869809915,0.0,3.0,74.30267401231883
142,0.0,1.5,0.0,0.0,0.0,4.5,0.0,0.0,6.0
143,1.5,0.0,1.5,0.0,0.0,4.5,0.0,0.0,7.5
144,0.36852050708740836,4.5,0.0,0.0,1.5,0.0,0.0,0.0,6.368520507087409
145,0.0,17.0,1.5,0.0,0.0,0.0,0.0,0.0,18.5
146,0.0,9.0,11.0,1.5,7.5,6.0,0.0,3.0,38.0
147,0.0,22.0,0.0,1.5,1.5,11.0,0.0,0.0,36.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,9.0,46.306014539223504,33.10912558966802,57.0,1.5,9.0,0.0,83.0,238.91514012889152
150,0.0,4.5,6.0,0.0,0.0,0.0,0.0,0.0,10.5
151,30.0,125.0,63.14681448210544,147.5,21.0,58.0,0.0,191.07622134939618,635.7230358315016
152,12.708348986422447,102.55464652262427,60.5,87.5,15.111306183996874,50.5530301134781,0.0,220.5,549.4273318065217
153,0.0,6.0,0.0,0.0,1.5,0.0,0.0,0.0,7.5
154,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,30.0,1.5,1.5,3.0,4.5,0.0,3.0,43.5
157,24.00054685080527,152.952745894164,37.5,142.0,27.376252840787515,41.5,0.0,83.4713467138117,508.80089229956855
158,6.0,1.5,0.0,4.5,0.0,0.0,0.0,0.0,12.0
159,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,9.0
160,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,6.0,13.5,0.0,0.0,0.0,0.0,0.0,4.5,24.0
165,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5
166,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,3.0
167,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5
168,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5
169,0.0,0.0,1.5,15.0,0.0,0.0,0.0,0.0,16.5
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,4.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
172,0.0,7.5,1.5,0.0,4.5,1.5,0.0,0.0,15.0
173,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0
174,0.0,10.5,0.0,5.050609173288002,0.0,4.5,0.0,0.0,20.050609173288002
175,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
176,0.0,12.5,28.20288912854822,25.06330218636035,0.0,0.0,0.0,9.0,74.76619131490857
177,0.0,14.0,0.0,0.0,0.0,1.5,0.0,0.0,15.5
178,1.5,14.0,0.0,4.5,0.0,0.0,0.0,0.0,20.0
179,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,3.0
180,0.0,0.0,0.0,4.5,1.5,1.5,0.0,0.0,7.5
181,0.0,0.0,8.0,0.0,0.0,1.5,0.0,0.0,9.5
182,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,3.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,3.0
185,8.0,10.5,0.0,0.0,0.0,3.0,0.0,3.0,24.5
186,0.0,7.5,1.5,9.0,0.0,0.0,0.0,1.5,19.5
187,0.0,12.5,1.5,4.5,0.0,4.5,0.0,0.0,23.0
188,4.5,8.0,1.5,0.0,0.0,12.5,0.0,4.5,31.0
189,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.5,7.5
190,1.5,10.5,0.0,4.5,0.0,1.5,0.0,0.0,18.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,12.5,0.0,0.0,0.0,0.0,0.0,4.5,17.0
193,0.0,1.5,1.5,4.5,0.0,0.0,0.0,0.0,7.5
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5
196,0.0,32.5,0.0,11.0,1.5,1.5,0.0,3.0,49.5
197,0.0,12.5,0.0,1.5,0.0,0.0,0.0,0.0,14.0
198,0.0,4.5,4.5,4.5,0.0,6.0,0.0,0.0,19.5
199,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
200,0.0,10.5,1.5,0.0,0.0,6.0,0.0,1.5,19.5
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
204,0.0,1.5,4.5,0.0,1.5,0.0,0.0,4.5,12.0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,4.5,0.0,8.0,0.0,8.0,0.0,0.0,20.5
207,0.0,3.706857729994306,0.0,0.0,0.0,0.0,0.0,0.0,3.706857729994306
208,0.0,4.5,0.0,43.0,1.5,6.0,0.0,0.0,55.0
209,0.0,1.5,0.0,0.0,4.5,0.0,0.0,0.0,6.0
210,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,3.0
213,0.0,3.0,4.5,12.5,0.0,3.0,0.0,6.0,29.0
214,0.0,4.5,0.0,4.5,0.0,4.5,0.0,0.0,13.5
215,7.615634707583762,40.5,2.162763761625145,12.5,9.741873534476058,15.5,0.0,19.5,107.52027200368497
216,0.0,0.0,0.0,1.5,0.0,1.5,0.0,1.5,4.5
217,6.0,13.711510907433382,0.0,0.0,9.5,0.0,0.0,31.0,60.21151090743338
218,0.0,1.5,0.0,14.0,4.5,0.0,0.0,13.72128810877507,33.72128810877507
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,21.5,75.5,21.1428278519347,122.5,6.0,26.5,0.0,69.68276358788172,342.82559143981644
224,185.41054628829815,417.14681715542184,109.03059404559589,451.4068675919588,85.0,174.86622723914914,0.0,382.611950558173,1805.4730028785968
225,0.4679068103568764,12.5,0.0,4.5,1.5,1.5,0.0,6.0,26.467906810356876
226,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
227,3.232563112981469,36.5,9.0,35.5,4.5,1.5,0.0,76.0,166.23256311298147
228,1.5,1.5,1.5,0.0,0.0,0.0,0.0,1.5,6.0
229,15.0,10.5,6.0,35.0,6.0,1.5,0.0,6.0,80.0
230,4.5,89.5,13.1244593469438,31.0,12.0,15.0,0.0,54.5,219.6244593469438
231,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,3.0
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5
235,0.0,0.0,0.0,1.5,0.0,0.0,0.0,15.0,16.5
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
238,6.0,4.5,1.5,0.0,1.5,0.0,0.0,0.0,13.5
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5
250,0.0,1.5,0.0,4.5,0.0,1.5,0.0,0.0,7.5
251,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
252,1.5,6.0,0.0,10.5,3.0,9.5,0.0,7.5,38.0
253,87.28788768315619,278.7097591025938,93.5,451.54161313261955,43.722864164573934,105.5,0.0,243.5467798154646,1303.808903898408
254,0.0,20.0,13.5,4.5,0.0,9.181477264497087,0.0,1.5,48.68147726449709
255,0.0,1.5,0.0,0.0,0.0,0.0,0.0,4.5,6.0
256,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
257,6.0,12.0,0.0,4.5,8.964818703551778,0.0,0.0,3.0,34.46481870355178
258,9.5,0.0,3.0,4.5,1.5,1.5,0.0,1.5,21.5
259,4.5,7.5,3.0,4.5,0.0,9.0,0.0,0.0,28.5
260,0.0,1.5,15.0,0.0,0.0,9.5,0.0,1.5,27.5
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0,1.5,1.5,24.0,0.0,0.0,0.0,0.0,27.0
264,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,0.0,1.5,0.0,0.0,8.0,0.0,0.0,0.0,9.5
267,0.0,7.5,4.5,23.0,0.0,0.0,0.0,0.0,35.0
268,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
271,0.0,10.5,6.0,26.5,0.0,1.5,0.0,6.0,50.5
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,9.5,9.939586011049363,0.0,14.0,0.0,0.0,0.0,0.0,33.439586011049364
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,0.0,0.0,0.0,16.5,0.0,6.0,0.0,0.0,22.5
278,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
279,0.0,1.5,8.0,7.5,0.0,1.5,0.0,0.0,18.5
280,4.5,6.0,38.5,4.5,0.0,0.0,0.0,0.0,53.5
281,0.0,1.5,0.0,8.0,0.0,0.0,0.0,4.5,14.0
282,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,3.0
283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,1.5,6.0,1.5,0.0,0.0,0.0,0.0,4.5,13.5
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5
286,0.0,3.9951131744521717,15.272542388392758,0.0,0.0,0.0,0.0,8.0,27.26765556284493
287,0.0,4.5,0.0,8.0,0.0,1.5,0.0,0.0,14.0
288,0.0,1.5,0.0,0.0,4.5,0.0,0.0,6.0,12.0
289,1.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
290,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
291,0.0,0.0,4.5,0.0,0.0,0.0,0.0,8.0,12.5
292,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,3.0
293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0
295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5
300,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,18.5
301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,1.5,0.0,13.5,0.0,0.0,0.0,0.0,0.0,15.0
304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,1.9572485187334967,8.0,6.0,15.5,3.0,8.0,0.0,12.5,54.95724851873349
309,0.0,3.0,9.0,1.5,0.0,0.0,0.0,0.0,13.5
310,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5
311,0.0,12.5,0.0,0.0,0.0,0.0,0.0,15.0,27.5
312,2.378199842299807,4.5,0.0,0.0,0.0,0.0,0.0,0.0,6.878199842299807
313,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5
314,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0
315,4.5,8.0,1.5,0.0,0.0,0.0,0.0,0.0,14.0
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,0.0,0.0,0.6282684309587035,0.0,0.0,0.0,0.0,0.0,0.6282684309587035
319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5
321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,3.0,1.5,4.5,0.0,0.0,8.0,0.0,0.0,17.0
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,1.5,4.5,15.0,1.5,6.0,0.0,0.0,0.0,28.5
330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,1.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.5
332,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5
333,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,3.0
334,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,15.0
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5
336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,1.5,1.5,20.0,0.0,0.0,0.0,0.0,0.0,23.0
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,1.5,4.5,9.0,0.0,0.0,0.0,0.0,0.0,15.0
342,0.0,0.0,6.0,4.5,0.0,0.0,0.0,0.0,10.5
343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,0.0,1.5,0.9165359962626412,0.0,0.0,0.0,0.0,0.0,2.416535996262641
345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5
348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5
350,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0
351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,0.0,0.0,2.5771996190052824,0.0,0.0,0.0,0.0,0.0,2.5771996190052824
356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
