ZONE,LS0,LS1,LS2,LS3,LS4,LS5,LS6,LS7,TOT_WEIGHT
2186,0.0,1.5,0.0,25.0,0.0,0.0,0.0,0.0,26.5
2187,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5
2189,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.5
2190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0
2195,0.0,0.0,6.0,9.0,0.0,6.0,0.0,0.0,21.0
2196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2197,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
2198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2199,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
2200,1.5,10.5,3.0,3.0,4.5,0.0,0.0,0.0,22.5
2201,0.0,0.0,3.0,4.5,0.0,0.0,0.0,0.0,7.5
2202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2272,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
2273,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,3.0
2274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2278,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.5
2279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2281,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2284,60.528949030431285,143.4870428270144,121.63842523640685,105.37982461151151,24.5,50.5,0.0,226.61458191605308,732.6488236214171
2285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2287,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5
2288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2289,1.5,4.5,3.0,0.0,0.0,0.0,0.0,0.0,9.0
2290,0.0,1.5,0.0,1.5,0.0,0.0,0.0,1.5,4.5
2291,0.0,0.0,1.5,9.5,0.0,0.0,0.0,9.5,20.5
2292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294,0.0,16.5,0.0,0.0,0.0,0.0,0.0,1.5,18.0
2295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2296,28.27979002244447,44.0,46.71284440378802,38.0,12.5,9.5,0.0,23.185411213592033,202.17804563982452
2297,0.0,7.5,1.5,0.0,0.0,1.5,0.0,0.0,10.5
2298,4.5,7.5,4.5,0.0,0.0,3.0,0.0,4.5,24.0
2299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2303,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0
2304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2307,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5
2308,1.5,1.5,6.0,0.0,0.0,0.0,0.0,0.0,9.0
2309,8.0,0.0,1.5,0.0,0.0,18.5,0.0,0.0,28.0
2310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2313,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.5
2314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2315,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5
2316,1.5,7.5,4.5,0.0,6.0,0.0,0.0,1.5,21.0
2317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2322,1.5,4.5,0.0,1.5,0.0,1.5,0.0,7.5,16.5
2323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2324,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
2325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2326,1.5,0.0,6.249705669986822,1.5,3.0,1.5,0.0,3.0,16.749705669986824
2327,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
2328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2332,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2333,0.0,0.0,5.0076657960517545,16.5,1.5,4.5,0.0,18.0,45.507665796051754
2334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2335,0.0,0.0,4.5,0.0,0.0,1.5,0.0,0.0,6.0
2336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2340,1.5,0.0,3.0,0.0,1.5,0.0,0.0,0.0,6.0
2341,16.5,75.0,29.587878436545772,26.5,10.5,4.5,0.0,29.0,191.58787843654576
2342,0.0,6.0,1.5,0.0,1.5,4.5,0.0,8.0,21.5
2343,16.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,20.5
2344,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5
2345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5
2347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5
2348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2350,0.0,1.5,0.0,4.5,0.0,0.0,0.0,4.5,10.5
2351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2352,21.0,31.0,16.5,41.0,0.0,18.0,0.0,18.0,145.5
2353,39.69497656573799,67.0,56.0073696731762,77.14904480997029,30.5,12.0,0.0,31.845817364524407,314.1972084134089
2354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2356,0.0,6.0,0.0,15.0,4.5,1.5,0.0,0.0,27.0
2357,4.5,3.0,4.5,4.5,0.0,0.0,0.0,1.5,18.0
2358,0.0,3.0,1.5,25.0,0.0,0.0,0.0,0.0,29.5
2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5
2363,9.5,6.0,1.5,17.437104035513187,0.0,3.0,0.0,10.5,47.93710403551319
2364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2365,0.0,1.5,0.0,0.0,0.0,0.0,0.0,8.0,9.5
2366,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
2367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2370,1.5,7.5,6.0,3.0,0.0,6.0,0.0,7.5,31.5
2371,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5
2372,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0
2373,1.5,7.5,4.5,4.5,1.5,3.0,0.0,6.0,28.5
2374,1.5,3.0,9.0,1.5,0.0,1.5,0.0,3.0,19.5
2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2378,15.0,31.870971969260257,13.59061110212424,25.144647957252648,10.5,12.0,0.0,15.5,123.60623102863714
2379,48.5,51.12371800680734,133.5,96.66582572134048,27.0,21.088574921275207,0.0,70.5,448.378118649423
2380,1.5,4.5,0.0,0.0,0.0,1.5,0.0,0.0,7.5
2381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2383,1.5,9.0,16.5,1.5,0.0,1.5,0.0,0.0,30.0
2384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2387,3.994905925162694,6.203581229469563,13.5,8.0,4.5,1.5,0.0,1.5,39.19848715463226
2388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2389,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,3.0
2390,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.5
2391,10.5,26.0,18.5,1.5,0.0,0.0,0.0,0.24720021694909097,56.74720021694909
2392,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5
2393,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.5,10.5
2394,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5
2395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2402,4.5,4.5,0.0,0.0,0.0,1.5,0.0,0.0,10.5
2403,0.0,0.0,1.5,3.0,0.0,1.5,0.0,6.0,12.0
2404,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2405,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
2406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2408,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5
2409,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
2410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2411,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0
2412,1.5,16.5,0.0,0.0,0.0,0.0,0.0,8.0,26.0
2413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2414,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5
2415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2416,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
2417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2419,0.0,9.0,1.481011460368876,32.5,1.5,4.5,0.0,0.0,48.981011460368876
2420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2421,1.5,16.5,18.0,21.5,0.0,12.0,0.0,38.88370803050708,108.38370803050708
2422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2423,0.0,0.0,8.61410644023815,1.6382743136785651,0.0,0.0,0.0,0.0,10.252380753916714
2424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2429,1.5,0.0,0.0,1.5,0.0,8.0,0.0,0.0,11.0
2430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2433,0.0,6.0,0.0,4.5,4.5,0.0,0.0,6.0,21.0
2434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5
2435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2438,12.5,0.0,6.0,0.0,8.0,0.0,0.0,0.0,26.5
2439,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5
2440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2442,0.0,1.5,0.0,0.0,0.0,1.5,0.0,1.5,4.5
2443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2445,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
2446,4.5,0.0,0.0,4.5,0.0,0.0,0.0,0.0,9.0
2447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2448,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
2449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5
2452,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
2453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2457,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
2458,3.0,6.0,8.0,1.5,0.0,6.0,0.0,0.0,24.5
2459,0.0,4.5,3.0,0.0,0.0,0.0,0.0,4.5,12.0
2460,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0
2461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2466,0.0,1.5,8.0,4.5,0.0,0.0,0.0,16.5,30.5
2467,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2470,0.11001891809458522,18.0,4.9041201921626225,42.5,12.20214680007625,4.5,0.0,7.5,89.71628591033345
2471,13.5,24.0,10.5,29.0,1.5,4.5,0.0,28.0,111.0
2472,9.0,77.5,55.5,21.5,3.0,12.0,0.0,3.0,181.5
2473,1.5,0.0,1.5,1.5,0.0,0.0,0.0,1.5,6.0
2474,0.0,6.0,4.5,15.0,1.5,0.0,0.0,15.5,42.5
2475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2477,12.0,28.877722011540726,4.5,29.29771735983755,8.0,11.025897887329982,0.0,41.5,135.20133725870826
2478,0.0,24.5,7.5,1.5,1.5,14.0,0.0,4.5,53.5
2479,9.412549212899258,77.0,23.432475734960573,17.0,7.5,28.5,0.0,76.60053442983715,239.44555937769698
2480,10.5,51.5,9.398530400355368,14.0,9.5,0.0,0.0,52.5,147.39853040035536
2481,0.0,0.0,1.5,0.0,0.0,0.0,0.0,6.0,7.5
2482,9.5,35.5,17.0,0.0,0.0,4.5,0.0,6.0,72.5
2501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2503,0.0,1.5,4.5,0.0,0.0,0.0,0.0,0.0,6.0
2504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2505,0.0,1.5,0.0,25.0,0.0,0.0,0.0,0.0,26.5
2506,0.0,0.0,0.0,8.0,0.0,4.5,0.0,0.0,12.5
2507,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5
2508,15.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,19.5
2509,27.819402408252916,78.0,35.12754761858808,32.5,4.89727526236797,65.5,0.0,24.5,268.34422528920896
2510,7.5,26.5,7.839050344211007,7.5,4.5,4.5,0.0,8.430828451737419,66.76987879594842
2511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2512,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
2513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2514,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0
2515,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2516,0.0,1.5,3.0,15.0,0.0,0.0,0.0,1.5,21.0
2517,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5
2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2519,0.0,0.0,0.0,0.0,1.4544833097970695,0.0,0.0,0.0,1.4544833097970695
2520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0
2521,9.5,21.0,12.0,20.0,4.5,6.0,0.0,9.5,82.5
2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2524,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5
2525,0.0,5.378631195370453,1.5,0.0,0.0,0.0,0.0,0.0,6.878631195370453
2526,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
2527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2530,14.0,72.0,25.500591091412645,64.0,3.0,7.5,0.0,20.0,206.00059109141264
2531,7.5,28.227087928620403,24.0,13.5,10.5,8.716351278635708,0.0,1.5,93.94343920725612
2532,36.0,101.54999780705695,71.71453553923095,69.43196542787382,27.5,33.0,0.0,114.5,453.69649877416174
2533,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,3.0
2534,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0
2535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2538,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
2539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2540,20.392871372366823,74.0,18.5,87.18348167120415,21.5,28.5,0.0,22.5,272.576353043571
2541,10.649545425060424,37.0,12.5,26.0,6.0,13.5,0.0,15.5,121.14954542506042
2542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2547,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
2548,0.0,6.0,12.5,0.0,4.5,0.0,0.0,0.0,23.0
2549,3.0,21.5,13.5,14.0,7.5,4.534420982436023,0.0,1.5,65.53442098243602
2550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2551,3.0,4.5,4.5,0.0,0.0,0.0,0.0,15.0,27.0
2552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2554,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2557,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5
2558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2570,7.5,4.5,20.5,11.0,0.0,4.5,0.0,14.0,62.0
2571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2580,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0
2581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2589,0.0,15.0,3.0,0.0,0.0,0.0,0.0,1.5,19.5
2590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2591,0.0,4.5,1.5,0.0,0.0,0.0,0.0,8.0,14.0
2592,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5
2593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2594,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5
2595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2596,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0
2597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2599,6.0,4.5,0.0,0.0,1.5,7.5,0.0,6.0,25.5
