zone,naam,1: woningen,2: inwoners,3: inwon0034,4: bbv,5: llp12eo,6: detail,7: industrie,8: rest,9: arbeidspl_totaal,10: gebiedstype,11: intrazonaal,12: vrachtformule,13: autosperhh,14: v_os_auto,15: a_os_auto,16: v_as_auto,17: a_as_auto,18: v_rd_auto,19: a_rd_auto,20: va_mz_os,21: va_mz_as,22: va_mz_rd,23: va_zw_os,24: va_zw_as,25: va_zw_rd,26: inwon0011,27: llp0011
1367,Leidschendam-Voorburg,0,0,0,0,0,1.002285714,0,0,1.002285714,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,Leidschendam-Voorburg,18,39.526223,13.75188412,18.22879228,0,1.002285714,0,12.02742857,13.02971429,1,0,1,1.105888019,0,0,0,0,0,0,0,0,0,0,0,0,4.049218445,0
1369,Leidschendam-Voorburg,109,236.6151441,81.22767925,109.052131,0,1.002285714,1.002285714,25.05714286,27.06171429,1,0,1,1.123135814,0,0,0,0,0,0,0,0,0,0,0,0,25.30598154,0
1370,Leidschendam-Voorburg,291,618.3644147,212.7506981,285.1273799,0,10.02285714,4.009142857,24.05485714,38.08685714,1,0,1,1.121849289,0,0,0,0,0,0,0,0,0,0,0,0,66.53379343,0
1371,Leidschendam-Voorburg,187,392.3240152,135.3906057,180.9007071,0,1.002285714,2.004571429,943.144,946.1508571,1,0,1,1.123038154,0,0,0,0,0,0,0,0,0,0,0,0,42.42402337,0
1372,Leidschendam-Voorburg,188,416.6389641,143.1069802,192.151513,0,2.004571429,1.002285714,29.06628571,32.07314286,1,0,1,1.122358692,0,0,0,0,0,0,0,0,0,0,0,0,44.29183709,0
1373,Leidschendam-Voorburg,44,93.14346575,33.52047865,42.46403191,0,2.004571429,1.002285714,8.018285714,11.02514286,1,0,1,1.176262711,0,0,0,0,0,0,0,0,0,0,0,0,11.4695181,0
1374,Leidschendam-Voorburg,44.19047619,90.64176232,33.30439104,41.49089592,0,2.980890545,142.7531429,168.8125714,314.5466048,1,0,1,0.542498237,0,0,0,0,0,0,0,0,0,0,0,0,11.87283268,0
1375,Leidschendam-Voorburg,250,566.45151,204.5222001,258.4157657,0,5.011428571,2.004571429,7.016,14.032,1,0,1,1.178434273,0,0,0,0,0,0,0,0,0,0,0,0,69.6677165,0
1376,Leidschendam-Voorburg,352,670.147726,242.8781149,306.2836839,0,0,0.989302415,71.20342857,72.19273099,1,0,1,1.179090266,0,0,0,0,0,0,0,0,0,0,0,0,83.61328769,313.5188571
1377,Leidschendam-Voorburg,122.8571429,242.9400407,88.11824291,110.7793114,0,10.98943878,27.06171429,57.08545645,95.13660952,1,0,1,1.17777074,0,0,0,0,0,0,0,0,0,0,0,0,30.33385825,0
1378,Leidschendam-Voorburg,77,161.3939222,58.44655192,73.88348442,0,10.02285714,4.009142857,15.03428571,29.06628571,1,0,1,1.176262711,0,0,0,0,0,0,0,0,0,0,0,0,19.96451382,0
1379,Leidschendam-Voorburg,578,1195.611891,432.7787552,545.8229647,0,13.99564676,147.7645714,912.4605714,1074.22079,1,0,1,1.177828139,0,0,0,0,0,0,0,0,0,0,0,0,147.8820463,0
1380,Leidschendam-Voorburg,448,994.8113916,359.6500683,454.2181951,0,8.018285714,22.05028571,55.12571429,85.19428571,1,0,1,1.17747452,0,0,0,0,0,0,0,0,0,0,0,0,122.3519765,0
1381,Leidschendam-Voorburg,155,356.5313647,123.3237641,153.8749176,0,3.006857143,0,24.05485714,27.06171429,1,0,1,1.040248214,0,0,0,0,0,0,0,0,0,0,0,0,48.65398423,0
1382,Leidschendam-Voorburg,214.8571429,427.7119142,153.6224625,191.5973071,0,0,13.85023381,11.87162898,25.72186279,1,0,1,1.043150141,0,0,0,0,0,0,0,0,0,0,0,0,56.89420378,0
1383,Leidschendam-Voorburg,182.4285714,357.087431,126.0267871,164.104262,0,6.925116906,3.957209661,63.144,74.02632657,1,0,1,1.120633192,0,0,0,0,0,0,0,0,0,0,0,0,41.61196307,0
1384,Leidschendam-Voorburg,148,305.0410082,105.3091425,140.6907048,0,1.002285714,3.006857143,285.5062857,289.5154286,1,0,1,1.123074116,0,0,0,0,0,0,0,0,0,0,0,0,33.0078596,0
1385,Leidschendam-Voorburg,255,528.1890071,184.0238795,243.3368301,0,31.07085714,10.88232657,112.6845714,154.6377551,1,0,1,1.12491958,0,0,0,0,0,0,0,0,0,0,0,0,59.18405395,0
1386,Leidschendam-Voorburg,102,194.9819303,67.92734336,89.86791814,0,95.64571429,1.002285714,55.12571429,151.7737143,1,0,1,1.122151078,0,0,0,0,0,0,0,0,0,0,0,0,21.6598569,0
1387,Leidschendam-Voorburg,194.1428571,366.6555436,128.5877716,168.7073753,0,0,0,5.935814491,5.935814491,1,0,1,1.124864796,0,0,0,0,0,0,0,0,0,0,0,0,42.13003731,0
1388,Leidschendam-Voorburg,331,633.1052277,220.1199644,291.5881881,0,6.013714286,2.004571429,107.6731429,115.6914286,1,0,1,1.124597907,0,0,0,0,0,0,0,0,0,0,0,0,70.10348522,192.5588571
1389,Leidschendam-Voorburg,70.28571429,133.4231568,46.87721215,61.56286177,0,26.05942857,23.05257143,42.096,91.208,1,0,1,1.128005779,0,0,0,0,0,0,0,0,0,0,0,0,15.40375612,0
1390,Leidschendam-Voorburg,54.42857143,106.4132091,38.703023,48.80077297,0,26.05942857,30.06857143,58.92957348,115.0575735,1,0,1,1.157324671,0,0,0,0,0,0,0,0,0,0,0,0,13.95797884,0
1391,Leidschendam-Voorburg,94,222.8909106,80.33920438,102.7186136,0,14.032,1.002285714,21.048,36.08228571,1,0,1,1.15412356,0,0,0,0,0,0,0,0,0,0,0,0,29.0030614,0
1392,Leidschendam-Voorburg,254,591.7113055,213.1019839,272.990418,0,20.04571429,9.020571429,39.08914286,68.15542857,1,0,1,1.159876253,0,0,0,0,0,0,0,0,0,0,0,0,76.71039996,0
1393,Leidschendam-Voorburg,310,752.0627295,259.504671,324.0355495,0,8.018285714,19.04342857,48.10971429,75.17142857,1,0,1,1.040248214,0,0,0,0,0,0,0,0,0,0,0,0,102.879397,0
1394,Leidschendam-Voorburg,206,495.1651871,171.0017215,213.3803053,0,4.009142857,0,27.06171429,31.07085714,1,0,1,1.038783163,0,0,0,0,0,0,0,0,0,0,0,0,67.62676982,0
1395,Leidschendam-Voorburg,231,494.8960523,171.9110843,214.7933104,0,6.013714286,6.013714286,40.09142857,52.11885714,1,0,1,1.042694418,0,0,0,0,0,0,0,0,0,0,0,0,67.17925576,0
1396,Leidschendam-Voorburg,92,222.7772881,80.76986461,98.96941956,0,2.967907245,0,38.08685714,41.05476439,1,0,1,1.119711619,0,0,0,0,0,0,0,0,0,0,0,0,32.58516084,0
1397,Leidschendam-Voorburg,126,291.2549896,105.6917603,129.7444031,0,3.006857143,0,110.68,113.6868571,1,0,1,1.121686419,0,0,0,0,0,0,0,0,0,0,0,0,42.05881483,336.4817143
1398,Leidschendam-Voorburg,256,578.1983462,210.1061615,257.3491727,0,35.08,14.032,48.10971429,97.22171429,1,0,1,1.123599507,0,0,0,0,0,0,0,0,0,0,0,0,83.87459884,0
1399,Leidschendam-Voorburg,208,504.3665134,183.0058991,224.3104885,0,3.006857143,5.011428571,58.13257143,66.15085714,1,0,1,1.124496712,0,0,0,0,0,0,0,0,0,0,0,0,73.50525441,259.0611429
1400,Leidschendam-Voorburg,139,324.9207538,118.1474861,144.4334515,0,4.009142857,2.004571429,148.7668571,154.7805714,1,0,1,1.124186885,0,0,0,0,0,0,0,0,0,0,0,0,47.05467895,0
1401,Leidschendam-Voorburg,308,639.1471174,232.5004934,285.2482234,1138.825143,17.03885714,22.05028571,73.59542857,112.6845714,1,0,1,1.124558856,0,0,0,0,0,0,0,0,0,0,0,0,91.8580553,0
1402,Leidschendam-Voorburg,173,342.9147306,124.6470768,153.246567,0,0,2.004571429,18.04114286,20.04571429,1,0,1,1.12186906,0,0,0,0,0,0,0,0,0,0,0,0,48.84605982,0
1403,Leidschendam-Voorburg,253,559.2534995,203.2427522,249.3110407,0,3.006857143,1.002285714,48.10971429,52.11885714,1,0,1,1.125120854,0,0,0,0,0,0,0,0,0,0,0,0,80.84258624,343.4297143
1404,Leidschendam-Voorburg,176,421.4310059,152.9390574,187.4275562,0,2.004571429,0,75.6,77.60457143,1,0,1,1.125366728,0,0,0,0,0,0,0,0,0,0,0,0,61.30664384,253.1057143
1405,Leidschendam-Voorburg,292,619.9650779,225.6099297,276.6639001,0,7.016,6.013714286,83.61828571,96.648,1,0,1,1.124824458,0,0,0,0,0,0,0,0,0,0,0,0,88.97303573,0
1406,Leidschendam-Voorburg,327,733.8454322,266.8258949,327.156393,0,10.02285714,21.048,80.61142857,111.6822857,1,0,1,1.123135814,0,0,0,0,0,0,0,0,0,0,0,0,106.346516,0
1407,Leidschendam-Voorburg,353.4285714,686.1643056,250.2160492,307.696689,0,168.9019012,7.983663583,358.7908571,535.676422,1,0,1,1.125120854,0,0,0,0,0,0,0,0,0,0,0,0,96.88005934,0
1408,Leidschendam-Voorburg,99,214.6085122,78.20679124,95.54407181,0,30.06857143,3.006857143,43.09828571,76.17371429,1,0,1,1.125995074,0,0,0,0,0,0,0,0,0,0,0,0,31.05641573,0
1409,Leidschendam-Voorburg,208,386.0807991,140.5773276,172.8819171,0,212.3394286,7.016,187.856,407.2114286,1,0,1,1.124496712,0,0,0,0,0,0,0,0,0,0,0,0,54.64811156,0
1410,Leidschendam-Voorburg,182,355.6064135,133.665876,162.7895346,0,8.018285714,5.011428571,522.9028571,535.9325714,1,0,1,1.104672757,0,0,0,0,0,0,0,0,0,0,0,0,54.51352618,0
1411,Leidschendam-Voorburg,142,304.885496,113.9307022,139.4243325,0,0,2.967907245,195.3005714,198.2684787,1,0,1,1.102635407,0,0,0,0,0,0,0,0,0,0,0,0,45.69253181,0
1412,Leidschendam-Voorburg,174.1428571,400.9053915,150.8505091,183.3770816,0,6.970558453,2.987382194,29.06628571,39.02422636,1,0,1,1.104273584,0,0,0,0,0,0,0,0,0,0,0,0,61.44122922,0
1413,Leidschendam-Voorburg,308,686.2899745,258.6433505,313.9625091,0,7.016,20.04571429,121.7051429,148.7668571,1,0,1,1.10516991,0,0,0,0,0,0,0,0,0,0,0,0,107.7151982,338.4668571
1414,Leidschendam-Voorburg,161,352.8496296,111.7648683,150.6654674,0,3.006857143,1.002285714,45.10285714,49.112,1,0,1,1.693863264,0,0,0,0,0,0,0,0,0,0,0,0,46.57515228,0
1415,Leidschendam-Voorburg,35.28571429,75.25708828,27.94696127,34.64179742,0,0,0,325.024,325.024,1,0,1,1.114735123,67.83351197,67.83351197,67.83351197,67.83351197,540.95381,540.95381,0,0,0,0,0,0,11.3159901,0
1416,Leidschendam-Voorburg,308,698.2899745,263.3576362,319.5339377,0,8.018285714,2.004571429,79.60914286,89.632,1,0,1,1.10516991,0,0,0,0,0,0,0,0,0,0,0,0,109.8580553,0
1417,Leidschendam-Voorburg,269,558.2926819,210.1333159,255.3239354,0,20.04571429,8.018285714,43.09828571,71.16228571,1,0,1,1.10629913,0,0,0,0,0,0,0,0,0,0,0,0,86.29903438,0
1418,Leidschendam-Voorburg,270,620.7504879,234.1354047,284.1461699,0,8.018285714,9.020571429,27.06171429,44.10057143,1,0,1,1.105888019,0,0,0,0,0,0,0,0,0,0,0,0,98.02399096,0
1419,Leidschendam-Voorburg,269,612.2926819,231.1333159,280.1810782,0,4.009142857,7.016,64.14628571,75.17142857,1,0,1,1.10629913,0,0,0,0,0,0,0,0,0,0,0,0,96.58474867,0
1420,Leidschendam-Voorburg,93,213.1473903,77.33711558,94.89637914,0,4.009142857,2.004571429,235.392,241.4057143,1,0,1,1.123724922,0,0,0,0,0,0,0,0,0,0,0,0,30.99239054,509.1891429
1421,Leidschendam-Voorburg,164,372.2230477,151.1997061,183.1321709,358.3525714,0,0,43.30628571,43.30628571,1,0,1,0.801094492,0,0,0,0,0,0,0,0,0,0,0,0,52.60716488,0
1422,Leidschendam-Voorburg,224,448.5485529,180.0393199,218.7519547,0,5.011428571,4.009142857,19.04342857,28.064,1,0,1,0.799794014,0,0,0,0,0,0,0,0,0,0,0,0,62.67598827,0
1423,Leidschendam-Voorburg,111,218.387899,87.23185685,106.2680286,0,18.04114286,4.009142857,12.02742857,34.07771429,1,0,1,0.798032706,0,0,0,0,0,0,0,0,0,0,0,0,30.32732327,0
1424,Leidschendam-Voorburg,84,177.3128502,71.31831638,86.63912586,0,0,0,139.7462857,139.7462857,1,0,1,0.793869614,0,0,0,0,0,0,0,0,0,0,0,0,24.89635274,0
1425,Leidschendam-Voorburg,204,400.6781464,160.2832581,195.1644077,0,1.002285714,0,384.1588571,385.1611429,1,0,1,0.800142508,0,0,0,0,0,0,0,0,0,0,0,0,55.74828524,0
1426,Leidschendam-Voorburg,584,1227.073013,494.5055737,600.4706574,0,9.020571429,14.032,50.11428571,73.16685714,1,0,1,0.799307077,0,0,0,0,0,0,0,0,0,0,0,0,171.9460715,0
1427,Leidschendam-Voorburg,191,385.0123822,154.6846752,187.7610736,0,2.004571429,3.006857143,6.013714286,11.02514286,1,0,1,0.797281572,0,0,0,0,0,0,0,0,0,0,0,0,53.75242112,0
1428,Leidschendam-Voorburg,131,262.4011626,105.2736329,127.7127184,0,1.002285714,2.004571429,44.10057143,47.10742857,1,0,1,0.797758914,0,0,0,0,0,0,0,0,0,0,0,0,36.39788345,175.6851429
1429,Leidschendam-Voorburg,252,502.7956935,201.5263777,244.9173776,0,19.04342857,4.009142857,38.08685714,61.13942857,1,0,1,0.797819214,0,0,0,0,0,0,0,0,0,0,0,0,69.97477252,0
1430,Leidschendam-Voorburg,369,751.7875715,302.0564816,366.8330988,0,4.009142857,25.05714286,27.06171429,56.128,1,0,1,0.798397204,0,0,0,0,0,0,0,0,0,0,0,0,105.0804067,0
1431,Leidschendam-Voorburg,913,1781.548343,712.0499319,866.1286622,0,30.06857143,29.06628571,122.7074286,181.8422857,1,0,1,0.799073742,0,0,0,0,0,0,0,0,0,0,0,0,248.1710721,0
1432,Leidschendam-Voorburg,792,1582.725241,634.2257585,771.2097173,0,41.09371429,30.06857143,64.57485714,135.7371429,1,0,1,0.799255432,0,0,0,0,0,0,0,0,0,0,0,0,220.594183,0
1433,Leidschendam-Voorburg,374,816.362316,330.3526399,400.8014141,0,6.013714286,5.011428571,47.10742857,58.13257143,1,0,1,0.798368356,0,0,0,0,0,0,0,0,0,0,0,0,114.8480467,0
1434,Leidschendam-Voorburg,83,167.1407584,60.60194186,77.10260566,0,7.016,2.004571429,10.02285714,19.04342857,1,0,1,0.707501853,0,0,0,0,0,0,0,0,0,0,0,0,20.45711045,0
1435,Leidschendam-Voorburg,695,1285.603769,467.7374306,593.1672574,0,5.011428571,11.02514286,37.08457143,53.12114286,1,0,1,0.704585921,0,0,0,0,0,0,0,0,0,0,0,0,157.2733947,0
1436,Leidschendam-Voorburg,636,1224.164641,444.8999056,564.9411366,0,17.03885714,12.02742857,50.11428571,79.18057143,1,0,1,0.704221144,0,0,0,0,0,0,0,0,0,0,0,0,149.0723851,0
1437,Leidschendam-Voorburg,287,599.961762,217.8852,277.4098705,0,44.10057143,14.032,75.6,133.7325714,1,0,1,0.703992129,0,0,0,0,0,0,0,0,0,0,0,0,72.34825283,0
1438,Leidschendam-Voorburg,462,884.7921047,321.5364544,408.5866208,0,6.013714286,10.02285714,24.05485714,40.09142857,1,0,1,0.70446503,0,0,0,0,0,0,0,0,0,0,0,0,107.7870829,0
1439,Leidschendam-Voorburg,180,340.8336586,123.8045555,157.4307799,0,0,2.004571429,15.03428571,17.03885714,1,0,1,0.702238892,0,0,0,0,0,0,0,0,0,0,0,0,41.77789874,0
1440,Leidschendam-Voorburg,132,260.144683,103.9900074,126.5349529,0,47.10742857,4.009142857,49.112,100.2285714,1,0,1,0.799255432,0,0,0,0,0,0,0,0,0,0,0,0,36.12284003,0
1441,Leidschendam-Voorburg,310,591.7770152,235.9332424,287.1784067,0,30.06857143,10.02285714,47.10742857,87.19885714,1,0,1,0.799450016,0,0,0,0,0,0,0,0,0,0,0,0,82.30796846,0
1442,Leidschendam-Voorburg,287.7142857,560.2281894,222.6287289,271.2068677,0,22.05028571,0.989302415,127.7188571,150.7584453,1,0,1,0.799925667,0,0,0,0,0,0,0,0,0,0,0,0,77.49764495,0
1443,Leidschendam-Voorburg,251,445.909316,176.2385746,214.8094288,1736.806857,5.011428571,4.009142857,127.7188571,136.7394286,1,0,1,0.800997776,0,0,0,0,0,0,0,0,0,0,0,0,61.67838737,0
1444,Leidschendam-Voorburg,140,257.9499884,102.2924321,124.8271145,0,2.004571429,25.05714286,123.7097143,150.7714286,1,0,1,0.796239374,0,0,0,0,0,0,0,0,0,0,0,0,35.63677838,0
1445,Leidschendam-Voorburg,323,623.7284937,248.8175397,303.1531693,0,1.002285714,4.009142857,32.07314286,37.08457143,1,0,1,0.798088227,0,0,0,0,0,0,0,0,0,0,0,0,86.87526115,0
1446,Leidschendam-Voorburg,284.2857143,530.3357887,193.5548022,243.9120345,0,11.87162898,9.893024151,180.84,202.6046531,1,0,1,0.703101282,0,0,0,0,0,0,0,0,0,0,0,0,66.27835496,0
1447,Leidschendam-Voorburg,339,640.7676761,232.9938176,295.8803498,316.2308571,478.8022857,2.004571429,439.2845714,920.0914286,1,0,1,0.704636614,0,0,0,0,0,0,0,0,0,0,0,0,78.18885215,0
1448,Leidschendam-Voorburg,369,696.9304287,253.1993388,321.4045274,0,3.006857143,3.006857143,75.6,81.61371429,1,0,1,0.703992129,0,0,0,0,0,0,0,0,0,0,0,0,85.36612098,0
1449,Leidschendam-Voorburg,269.4285714,547.9011941,200.0543928,251.8680072,0,4.946512076,70.58857143,58.92957348,134.464657,1,0,1,0.70680669,0,0,0,0,0,0,0,0,0,0,0,0,68.92687869,0
1450,Leidschendam-Voorburg,1,2.029234611,0.859231658,0.965091634,0,19.04342857,110.68,86.62514286,216.3485714,1,0,1,0.995299217,0,0,0,0,0,0,0,0,0,0,0,0,0.153528009,0
1451,Leidschendam-Voorburg,178,389.9180465,135.3718065,169.2148824,0,3.006857143,1.002285714,39.08914286,43.09828571,1,0,1,1.040031766,0,0,0,0,0,0,0,0,0,0,0,0,53.04227129,0
1452,Leidschendam-Voorburg,539,1025.186027,372.697292,473.0415338,0,29.06628571,1.002285714,24.05485714,54.12342857,1,0,1,0.703541747,0,0,0,0,0,0,0,0,0,0,0,0,125.1801682,0
1453,Leidschendam-Voorburg,283.7142857,555.6275262,202.0552116,256.5274903,0,1.97860483,1.97860483,16.81814106,20.77535072,1,0,1,0.702787615,0,0,0,0,0,0,0,0,0,0,0,0,67.91554551,0
1454,Leidschendam-Voorburg,317,615.4102289,223.5192926,284.0769053,0,2.004571429,0,11.02514286,13.02971429,1,0,1,0.703302917,0,0,0,0,0,0,0,0,0,0,0,0,74.81123595,0
1455,Leidschendam-Voorburg,221.4285714,431.5033473,156.9340611,198.8378898,0,83.61828571,0.989302415,150.2868571,234.8944453,1,0,1,0.702865942,0,0,0,0,0,0,0,0,0,0,0,0,53.010921,587.4925714
1456,Leidschendam-Voorburg,308,632.2899745,229.5004934,292.1053663,0,2.004571429,7.016,33.07542857,42.096,1,0,1,0.70446503,0,0,0,0,0,0,0,0,0,0,0,0,76.42948387,0
1457,Leidschendam-Voorburg,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,Leidschendam-Voorburg,88,209.4297886,76.04095729,96.92806383,0,1.002285714,0,54.12342857,55.12571429,1,0,1,0.701233539,0,0,0,0,0,0,0,0,0,0,0,0,25.08189335,414.8948571
1459,Leidschendam-Voorburg,293,523.8514554,190.4691614,241.6289917,0,4.009142857,0,92.63885714,96.648,1,0,1,0.703163611,0,0,0,0,0,0,0,0,0,0,0,0,64.26942088,0
1460,Leidschendam-Voorburg,143,268.751978,97.58441275,123.8652466,0,0,1.002285714,3.006857143,4.009142857,1,0,1,0.702973573,0,0,0,0,0,0,0,0,0,0,0,0,32.66879098,0
1461,Leidschendam-Voorburg,146,315.982539,109.5906791,137.0462358,0,4.009142857,1.002285714,10.02285714,15.03428571,1,0,1,1.043019042,0,0,0,0,0,0,0,0,0,0,0,0,42.98651786,0
1462,Leidschendam-Voorburg,216,441.7432475,153.8797523,192.1740787,0,2.004571429,4.009142857,9.020571429,15.03428571,1,0,1,1.041377884,0,0,0,0,0,0,0,0,0,0,0,0,59.73347848,0
1463,Leidschendam-Voorburg,269,467.435539,165.1333159,206.0382211,0,1.002285714,2.004571429,8.018285714,11.02514286,1,0,1,1.039699182,0,0,0,0,0,0,0,0,0,0,0,0,62.72760581,0
1464,Leidschendam-Voorburg,68,156.416525,54.14203843,67.76908828,0,0,3.006857143,6.013714286,9.020571429,1,0,1,1.039209477,0,0,0,0,0,0,0,0,0,0,0,0,21.15419032,489.3377143
1465,Leidschendam-Voorburg,163,372.7652416,128.911903,161.1670793,0,4.009142857,5.011428571,13.02971429,22.05028571,1,0,1,1.038042128,0,0,0,0,0,0,0,0,0,0,0,0,50.73935116,0
1466,Leidschendam-Voorburg,344,625.6281348,220.1471188,274.5629508,0,1.002285714,1.002285714,11.02514286,13.02971429,1,0,1,1.041592204,0,0,0,0,0,0,0,0,0,0,0,0,84.52792076,0
1467,Leidschendam-Voorburg,79,183.02382,63.16501523,79.24223912,0,0,1.002285714,7.016,8.018285714,1,0,1,1.045694114,0,0,0,0,0,0,0,0,0,0,0,0,24.98585556,0
1468,Leidschendam-Voorburg,230,461.5811034,161.1947098,201.3996473,0,82.616,2.004571429,167.8102857,252.4308571,1,0,1,1.042900484,0,0,0,0,0,0,0,0,0,0,0,0,62.74001347,0
1469,Leidschendam-Voorburg,79,178.3095343,61.87930095,77.09938198,0,1.002285714,6.013714286,12.02742857,19.04342857,1,0,1,1.045694114,0,0,0,0,0,0,0,0,0,0,0,0,24.1287127,0
1470,Leidschendam-Voorburg,182,321.3206992,113.5230188,141.3609632,0,0,1.002285714,25.05714286,26.05942857,1,0,1,1.039048633,0,0,0,0,0,0,0,0,0,0,0,0,43.37066904,0
1471,Leidschendam-Voorburg,234,506.1266133,175.7744936,219.402871,0,3.006857143,0,50.11428571,53.12114286,1,0,1,1.042086787,0,0,0,0,0,0,0,0,0,0,0,0,68.92555407,0
1472,Leidschendam-Voorburg,78,176.2802997,61.02006929,76.13429034,0,5.011428571,3.006857143,7.016,15.03428571,1,0,1,1.046340202,0,0,0,0,0,0,0,0,0,0,0,0,23.97518469,0
1473,Leidschendam-Voorburg,249,497.1365611,173.6629684,216.7363884,0,3.006857143,4.009142857,104.6662857,111.6822857,1,0,1,1.039268259,0,0,0,0,0,0,0,0,0,0,0,0,67.37133135,0
1474,Leidschendam-Voorburg,134,307.4888665,106.5656135,132.7508504,0,3.006857143,6.013714286,150.7714286,159.792,1,0,1,1.039864854,0,0,0,0,0,0,0,0,0,0,0,0,42.00132462,0
1475,Leidschendam-Voorburg,136,327.4044786,112.9983626,141.1096051,0,0,33.07542857,295.5291429,328.6045714,1,0,1,1.039209477,0,0,0,0,0,0,0,0,0,0,0,0,44.8798092,0
1476,Leidschendam-Voorburg,317,661.2673718,214.5192926,280.6483338,0,4.009142857,0,23.05257143,27.06171429,1,0,1,1.007858198,0,0,0,0,0,0,0,0,0,0,0,0,77.38266452,0
1477,Leidschendam-Voorburg,283,571.273395,186.5911305,243.549504,0,4.009142857,4.009142857,25.05714286,33.07542857,1,0,1,1.00936705,0,0,0,0,0,0,0,0,0,0,0,0,67.01985508,0
1478,Leidschendam-Voorburg,39,72.71157841,28.3671775,33.78143089,0,1950.84,5.935814491,584.4708571,2541.246672,1,0,1,0.714573797,70.85714286,70.85714286,70.85714286,70.85714286,329.7142857,329.7142857,0,0,0,0,0,0,8.987592345,0
1479,Leidschendam-Voorburg,117,223.7061638,80.81581822,103.0585784,0,5.011428571,3.006857143,47.01142857,55.02971429,1,0,1,1.156929004,0,0,0,0,0,0,0,0,0,0,0,0,29.10563418,0
1480,Leidschendam-Voorburg,157,302.3041197,109.1850845,139.0908152,0,0,8.018285714,34.07771429,42.096,1,0,1,1.160125839,0,0,0,0,0,0,0,0,0,0,0,0,39.10389739,0
1481,Leidschendam-Voorburg,196,435.8728409,156.8379763,201.1579603,0,3.006857143,4.009142857,14.032,21.048,1,0,1,1.157797048,0,0,0,0,0,0,0,0,0,0,0,0,56.66291831,0
1482,Leidschendam-Voorburg,113,251.5892254,90.66460588,115.9124975,0,10.02285714,3.006857143,26.05942857,39.08914286,1,0,1,1.162650413,0,0,0,0,0,0,0,0,0,0,0,0,32.77723643,0
1483,Leidschendam-Voorburg,93,234.1473903,84.19425844,108.1820934,0,12.02742857,1.002285714,463.768,476.7977143,1,0,1,1.155831349,0,0,0,0,0,0,0,0,0,0,0,0,30.13524768,0
1484,Leidschendam-Voorburg,139,323.2064681,116.4332004,149.1477372,0,2.004571429,10.02285714,36.08228571,48.10971429,1,0,1,1.159989015,0,0,0,0,0,0,0,0,0,0,0,0,41.9118218,0
1485,Leidschendam-Voorburg,381,800.1383869,288.3672615,368.985627,0,6.013714286,18.04114286,33.07542857,57.13028571,1,0,1,1.159876253,0,0,0,0,0,0,0,0,0,0,0,0,103.9227428,0
1486,Leidschendam-Voorburg,395.2857143,781.2173602,283.3831532,359.6183055,0,2.967907245,0,153.7782857,156.746193,1,0,1,1.157472572,0,0,0,0,0,0,0,0,0,0,0,0,101.4480143,268.4468571
1487,Leidschendam-Voorburg,353,651.6055321,253.5944894,304.2487755,0,15.03428571,1.002285714,25.05714286,41.09371429,1,0,1,0.716164309,0,0,0,0,0,0,0,0,0,0,0,0,81.62395855,0
1488,Leidschendam-Voorburg,315,602.7803311,235.515115,281.7181506,0,3.006857143,3.006857143,31.07085714,37.08457143,1,0,1,0.714087692,0,0,0,0,0,0,0,0,0,0,0,0,75.36132279,0
1489,Leidschendam-Voorburg,425,852.5675669,334.744883,399.0210875,125.1131429,87.62742857,2.004571429,4.009142857,93.64114286,1,0,1,0.714273556,0,0,0,0,0,0,0,0,0,0,0,0,106.3922609,95.28685714
1490,Leidschendam-Voorburg,364,736.0699699,289.1888948,344.4362121,0,4.009142857,5.011428571,26.05942857,35.08,1,0,1,0.716396689,0,0,0,0,0,0,0,0,0,0,0,0,91.4556238,0
1491,Leidschendam-Voorburg,37,81.51025204,26.22014276,34.42267619,0,0,0,11.02514286,11.02514286,1,0,1,0.995299217,0,0,0,0,0,0,0,0,0,0,0,0,9.537679185,0
1492,Leidschendam-Voorburg,0,0,0,0,0,2.004571429,0,608.5257143,610.5302857,1,0,1,0,225.76983,225.76983,225.76983,225.76983,1806.067988,1806.067988,0,0,0,0,0,0,0,0
1493,Leidschendam-Voorburg,72,158.9620349,51.15039363,66.91516911,0,0,0,5.011428571,5.011428571,1,0,1,1.009122817,0,0,0,0,0,0,0,0,0,0,0,0,18.33973092,0
1494,Leidschendam-Voorburg,147,345.8689164,110.0213394,145.2970417,0,2.004571429,1.002285714,16.03657143,19.04342857,1,0,1,1.008840703,0,0,0,0,0,0,0,0,0,0,0,0,39.71147444,0
1495,Leidschendam-Voorburg,339,693.0533904,225.7081033,295.0232069,0,5.011428571,5.011428571,48.10971429,58.13257143,1,0,1,1.007043161,0,0,0,0,0,0,0,0,0,0,0,0,81.18885215,0
1496,Leidschendam-Voorburg,304,545.3158932,181.9207096,235.530714,0,1.002285714,2.004571429,10.02285714,13.02971429,1,0,1,1.008395259,0,0,0,0,0,0,0,0,0,0,0,0,65.52965755,0
1497,Leidschendam-Voorburg,144,260.0669269,86.4436444,111.9731954,0,6.013714286,0,6.013714286,12.02742857,1,0,1,1.009122817,0,0,0,0,0,0,0,0,0,0,0,0,31.10803328,0
