zone,naam,1: woningen,2: inwoners,3: inwon0034,4: bbv,5: llp12eo,6: detail,7: industrie,8: rest,9: arbeidspl_totaal,10: gebiedstype,11: intrazonaal,12: vrachtformule,13: autosperhh,14: v_os_auto,15: a_os_auto,16: v_as_auto,17: a_as_auto,18: v_rd_auto,19: a_rd_auto,20: va_mz_os,21: va_mz_as,22: va_mz_rd,23: va_zw_os,24: va_zw_as,25: va_zw_rd,26: inwon0011,27: llp0011
3424,Schiedam,290,613.1877289,237.7950291,292.2979948,0,10.02285714,3.006857143,43.09828571,56.128,1,0,1,1.070804675,0,0,0,0,0,0,0,0,0,0,0,0,75.57829039,218.3657143
3425,Schiedam,199,448.4386731,172.6450618,213.4591659,0,11.02514286,3.006857143,123.7097143,137.7417143,1,0,1,1.070321771,0,0,0,0,0,0,0,0,0,0,0,0,55.11653128,0
3426,Schiedam,735,1555.236879,662.6947904,774.5114204,0,23.05257143,18.04114286,56.128,97.22171429,1,0,1,0.789468631,0,0,0,0,0,0,0,0,0,0,0,0,199.9164059,0
3427,Schiedam,401.4285714,860.8501104,366.9223788,428.3894104,0,17.80245298,19.78050331,147.7645714,185.3475277,1,0,1,0.789019587,0,0,0,0,0,0,0,0,0,0,0,0,110.4033682,0
3428,Schiedam,25,45.3831786,18.91090152,23.1660833,0,13.02971429,1.002285714,18.04114286,32.07314286,1,0,1,0.796239374,0,0,0,0,0,0,0,0,0,0,0,0,5.569557053,0
3429,Schiedam,670,1485.497758,634.097875,740.8510324,0,21.048,8.018285714,632.5805714,661.6468571,1,0,1,0.790297289,0,0,0,0,0,0,0,0,0,0,0,0,190.7498433,118.116
3430,Schiedam,711.1428571,1475.157572,628.5052425,734.3646181,0,16.81342781,8.90122649,21.048,46.7626543,1,0,1,0.789658883,0,0,0,0,0,0,0,0,0,0,0,0,189.3761689,0
3431,Schiedam,402,844.2415118,359.7158679,420.2534766,0,4.009142857,7.016,8.018285714,19.04342857,1,0,1,0.789802115,0,0,0,0,0,0,0,0,0,0,0,0,108.2784774,0
3432,Schiedam,564,1171.204509,498.8870811,582.9696964,0,28.064,16.03657143,83.61828571,127.7188571,1,0,1,0.790592286,0,0,0,0,0,0,0,0,0,0,0,0,150.4034928,250.128
3433,Schiedam,346,724.8574775,309.0411627,360.9900214,0,0,3.006857143,3.006857143,6.013714286,1,0,1,0.791061516,0,0,0,0,0,0,0,0,0,0,0,0,93.21409818,0
3434,Schiedam,376.5714286,789.4582811,335.5327023,391.9052297,0,2.98696632,3.006857143,13.93917616,19.93299962,1,0,1,0.78968351,0,0,0,0,0,0,0,0,0,0,0,0,101.5665622,0
3435,Schiedam,654,1384.041095,625.2520409,671.9390248,0,4.009142857,2.004571429,37.08457143,43.09828571,1,0,1,0.631573662,0,0,0,0,0,0,0,0,0,0,0,0,203.2824696,0
3436,Schiedam,358,675.3785461,301.3183955,328.1383128,0,0,1.002285714,117.696,118.6982857,1,0,1,0.631097548,0,0,0,0,0,0,0,0,0,0,0,0,97.20748557,0
3437,Schiedam,411.2857143,873.3480547,393.7017319,424.2149147,349.6754286,2.967075497,2.967075497,50.01171202,55.94586301,1,0,1,0.631776833,0,0,0,0,0,0,0,0,0,0,0,0,127.6484088,632.5645714
3438,Schiedam,438.4285714,963.3026619,435.7554906,467.9524265,60.90628571,3.956100662,1.978050331,44.07756102,50.01171202,1,0,1,0.631677021,0,0,0,0,0,0,0,0,0,0,0,0,141.7893944,0
3439,Schiedam,425,866.2283219,389.628183,420.8234161,1602.827429,1.002285714,11.02514286,205.3234286,217.3508571,1,0,1,0.632307738,0,0,0,0,0,0,0,0,0,0,0,0,126.3967556,0
3440,Schiedam,66,144.6515915,63.38192287,68.95845991,0,0,1.002285714,0,1.002285714,1,0,1,0.663532811,0,0,0,0,0,0,0,0,0,0,0,0,20.03505919,0
3441,Schiedam,152,294.4097259,127.7497098,141.021215,0,5.011428571,0,1.002285714,6.013714286,1,0,1,0.661350138,0,0,0,0,0,0,0,0,0,0,0,0,40.15433545,0
3442,Schiedam,362,825.4569975,361.6012826,393.902029,0,1.002285714,6.013714286,2.004571429,9.020571429,1,0,1,0.66261633,0,0,0,0,0,0,0,0,0,0,0,0,113.6814718,0
3443,Schiedam,456,974.0863205,425.2491294,465.4922165,615.9645714,15.93048704,2.98696632,234.3897143,253.3071676,1,0,1,0.663532811,0,0,0,0,0,0,0,0,0,0,0,0,133.7487206,557.9845714
3444,Schiedam,485,1061.119379,463.7286323,506.8505874,0,117.696,6.013714286,14.032,137.7417143,1,0,1,0.662848757,0,0,0,0,0,0,0,0,0,0,0,0,145.9351211,0
3445,Schiedam,217,498.7202759,218.4894823,238.1101745,0,14.032,7.016,69.58628571,90.63428571,1,0,1,0.665061689,0,0,0,0,0,0,0,0,0,0,0,0,68.60661236,390.0805714
3446,Schiedam,582,1201.771826,523.7315017,575.0492763,0,3.006857143,3.006857143,7.016,13.02971429,1,0,1,0.663532811,0,0,0,0,0,0,0,0,0,0,0,0,164.3221453,0
3447,Schiedam,298.9,624.9838229,262.8990413,304.2102352,0,13.02971429,0,2343.259429,2356.289143,1,0,1,0.622062011,198.8571429,198.8571429,198.8571429,198.8571429,928.5714286,928.5714286,0,0,0,0,0,0,81.67706745,0
3448,Schiedam,54,115.7019515,47.961833,52.09588278,0,3.006857143,0,203.3188571,206.3257143,1,0,1,0.700395745,0,0,0,0,0,0,0,0,0,0,0,0,15.61310038,0
3449,Schiedam,312.7142857,687.3999589,285.1458107,307.8377848,571.1934286,107.6731429,0.994395688,4.971978439,113.639517,1,0,1,0.697611536,0,0,0,0,0,0,0,0,0,0,0,0,92.3947595,0
3450,Schiedam,973,2079.285007,862.7387382,938.3467491,0,1.978050331,2.967075497,189.8605714,194.8056973,1,0,1,0.69742845,0,0,0,0,0,0,0,0,0,0,0,0,278.6526502,517.8994286
3451,Schiedam,505.2857143,1101.637192,410.1855178,498.3186878,0,0.989025166,3.956100662,266.4628571,271.407983,1,0,1,1.143159633,0,0,0,0,0,0,0,0,0,0,0,0,130.9134118,0
3452,Schiedam,1,3.34104143,1.356436061,1.440929046,0,0,0,0,0,1,0,1,0.995299217,0,0,0,0,0,0,0,0,0,0,0,0,0.582782282,0
3453,Schiedam,172,357.801983,132.5927167,161.2683674,0,18.04114286,2.004571429,21.048,41.09371429,1,0,1,1.145751424,0,0,0,0,0,0,0,0,0,0,0,0,42.38140967,0
3454,Schiedam,532,1118.526538,464.0440742,506.5796869,0,0,1.978050331,51.98976235,53.96781268,1,0,1,0.698252551,0,0,0,0,0,0,0,0,0,0,0,0,149.4621329,0
3455,Schiedam,1237,2429.29682,1008.482836,1106.143516,0,28.064,11.02514286,66.57942857,105.6685714,1,0,1,0.69759452,0,0,0,0,0,0,0,0,0,0,0,0,324.4731116,0
3456,Schiedam,264,594.8920803,246.6705486,266.8338396,0,0,2.004571429,9.020571429,11.02514286,1,0,1,0.697463466,0,0,0,0,0,0,0,0,0,0,0,0,80.14023677,0
3457,Schiedam,424,831.6015661,344.9860326,378.6682013,0,0,1.002285714,3.006857143,4.009142857,1,0,1,0.697178933,0,0,0,0,0,0,0,0,0,0,0,0,110.8139733,0
3458,Schiedam,663,1322.396182,548.7456797,600.9073862,0,44.10057143,3.006857143,23.05257143,70.16,1,0,1,0.698060537,0,0,0,0,0,0,0,0,0,0,0,0,176.8132245,0
3459,Schiedam,2,3.682082859,1.427157836,1.596143807,0,0,0,16.03657143,16.03657143,1,0,1,0.497649609,0,0,0,0,0,0,0,0,0,0,0,0,0.308421707,0
3460,Schiedam,205,392.1992074,147.3551067,178.3904545,0,410.2182857,4.009142857,72.59314286,486.8205714,1,0,1,1.140952761,0,0,0,0,0,0,0,0,0,0,0,0,47.04179641,0
3461,Schiedam,199,439.8672445,161.5022047,197.1734516,0,5.011428571,9.020571429,50.11428571,64.14628571,1,0,1,1.145344325,0,0,0,0,0,0,0,0,0,0,0,0,51.68795986,275.9348571
3462,Schiedam,232,534.6930402,194.6931661,238.7241102,0,1.002285714,1.002285714,21.048,23.05257143,1,0,1,1.141162033,0,0,0,0,0,0,0,0,0,0,0,0,62.77691802,0
3463,Schiedam,40,86.49880004,31.97172815,38.78001899,0,17.80245298,43.08853586,77.60457143,138.4955603,1,0,1,1.1445941,0,0,0,0,0,0,0,0,0,0,0,0,10.025577,0
3464,Schiedam,122,257.6070544,95.19948513,115.7933436,0,12.02742857,8.018285714,35.08,55.12571429,1,0,1,1.142146642,0,0,0,0,0,0,0,0,0,0,0,0,30.3851527,276.9274286
3465,Schiedam,369,789.7014304,302.5249064,375.7028181,0,1.978050331,0.989025166,621.5554286,624.5225041,1,0,1,0.976418202,28.57142857,28.57142857,28.57142857,28.57142857,134.2857143,134.2857143,0,0,0,0,0,0,92.90380496,0
3466,Schiedam,208,461.7937602,176.2815578,219.5703845,0,2.004571429,9.020571429,2.004571429,13.02971429,1,0,1,0.976158847,0,0,0,0,0,0,0,0,0,0,0,0,53.9330004,0
3467,Schiedam,562,1160.236712,446.0313519,552.6592668,0,2.004571429,3.006857143,14.032,19.04342857,1,0,1,0.977589267,0,0,0,0,0,0,0,0,0,0,0,0,137.2379283,0
3468,Schiedam,577,1180.780905,454.3778928,562.701774,0,110.68,6.013714286,90.63428571,207.328,1,0,1,0.978049664,0,0,0,0,0,0,0,0,0,0,0,0,139.5510911,352.3628571
3469,Schiedam,327,709.8062618,271.2688776,337.4695124,0,0,4.009142857,8.018285714,12.02742857,1,0,1,0.977036846,0,0,0,0,0,0,0,0,0,0,0,0,83.42694911,0
3470,Schiedam,465,980.1556933,375.7427683,466.4605779,0,2.004571429,4.009142857,13.02971429,19.04342857,1,0,1,0.97817579,0,0,0,0,0,0,0,0,0,0,0,0,115.4223326,371.2217143
3471,Schiedam,922,1989.297341,761.2054766,946.2508663,0,10.02285714,23.05257143,19.04342857,52.11885714,1,0,1,0.978027213,0,0,0,0,0,0,0,0,0,0,0,0,233.8966927,0
3472,Schiedam,107,237.9200044,90.71008707,113.0365508,0,0,6.013714286,24.05485714,30.06857143,1,0,1,0.976695493,0,0,0,0,0,0,0,0,0,0,0,0,28.0719899,0
3473,Schiedam,28,62.69201717,21.26592399,30.48887044,0,0,20.04571429,2.004571429,22.05028571,1,0,1,1.315216822,0,0,0,0,0,0,0,0,0,0,0,0,6.032189614,0
3474,Schiedam,120,266.353543,111.3437559,132.6257713,0,13.02971429,39.08914286,89.632,141.7508571,1,0,1,0.920651776,0,0,0,0,0,0,0,0,0,0,0,0,34.79101671,0
3475,Schiedam,25,54.3831786,22.33947295,27.45179758,0,2.004571429,4.009142857,1.002285714,7.016,1,0,1,1.273982998,0,0,0,0,0,0,0,0,0,0,0,0,7.283842767,0
3476,Schiedam,28,53.26344574,22.12306684,26.20315615,0,94.64342857,212.3394286,210.3348571,517.3177143,1,0,1,0.924206416,0,0,0,0,0,0,0,0,0,0,0,0,6.889332471,0
3477,Schiedam,0,0,0,0,0,35.08,13.02971429,46.10514286,94.21485714,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3478,Schiedam,0,0,0,0,0,0,0,121.7051429,121.7051429,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3479,Schiedam,0,0,0,0,498.4822857,0,32.07314286,724.2171429,756.2902857,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3480,Schiedam,0,0,0,0,0,0,0,0,0,1,0,1,0,145.1428571,145.1428571,145.1428571,145.1428571,676,676,0,0,0,0,0,0,0,0
3481,Schiedam,108,233.1181887,105.3522374,113.1917656,0,5.011428571,4.009142857,54.12342857,63.144,1,0,1,0.635885611,0,0,0,0,0,0,0,0,0,0,0,0,34.22620075,0
3501,Nissewaard,0,0,0,0,0,84.62057143,0,543.5782857,628.1988571,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3502,Nissewaard,41,83.95477476,34.16834884,42.99001792,0,22.05028571,1.002285714,74.59771429,97.65028571,1,0,1,0.898196854,0,0,0,0,0,0,0,0,0,0,0,0,9.981316549,0
3503,Nissewaard,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3504,Nissewaard,1,2.110395203,0.937903979,1.069442946,0,10.02285714,0,27.06171429,37.08457143,1,0,1,0.995299217,0,0,0,0,0,0,0,0,0,0,0,0,0.14937009,0
3505,Nissewaard,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3506,Nissewaard,88,165.5719207,67.53555013,84.6824078,0,4.009142857,0,126.7165714,130.7257143,1,0,1,0.90481747,0,0,0,0,0,0,0,0,0,0,0,0,19.57313935,0
3507,Nissewaard,9,21.5649854,8.869707237,10.9107008,0,22.05028571,7.016,59.13485714,88.20114286,1,0,1,0.884710415,0,0,0,0,0,0,0,0,0,0,0,0,2.630045096,0
3508,Nissewaard,110,203.8577581,83.02658052,103.9244383,0,194.2982857,4.009142857,501.8548571,700.1622857,1,0,1,0.90481747,0,0,0,0,0,0,0,0,0,0,0,0,24.14499562,0
3509,Nissewaard,128,247.4163003,100.765995,126.1744114,0,221.36,0,66.57942857,287.9394286,1,0,1,0.901989915,0,0,0,0,0,0,0,0,0,0,0,0,29.40508581,0
3510,Nissewaard,48,91.01325546,36.87653384,46.61897569,0,66.57942857,0,36.08228571,102.6617143,1,0,1,0.912357616,0,0,0,0,0,0,0,0,0,0,0,0,10.59833575,0
3511,Nissewaard,139,270.2020761,109.7972245,137.9382838,0,57.13028571,3.006857143,27.06171429,87.19885714,1,0,1,0.902213679,0,0,0,0,0,0,0,0,0,0,0,0,31.90529966,0
3512,Nissewaard,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3513,Nissewaard,180,420.1568508,170.9655733,214.3568731,0,3.006857143,6.013714286,160.7942857,169.8148571,1,0,1,0.906828175,0,0,0,0,0,0,0,0,0,0,0,0,49.60090192,0
3514,Nissewaard,141,276.5657236,112.5301753,140.9343125,0,0,3.006857143,3.006857143,6.013714286,1,0,1,0.903534041,0,0,0,0,0,0,0,0,0,0,0,0,32.63261127,0
3515,Nissewaard,0,0,0,0,0,5.011428571,0,590.4845714,595.496,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3516,Nissewaard,0,45,18.42857143,22.71428571,0,0,0,560.9897143,560.9897143,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.142857143,0
3517,Nissewaard,160,350.0918039,142.3503509,178.3965856,0,2.004571429,1.002285714,3.006857143,6.013714286,1,0,1,0.901989915,0,0,0,0,0,0,0,0,0,0,0,0,41.04207155,0
3518,Nissewaard,270,556.5209905,226.2340743,284.0353097,0,0,0,0,0,1,0,1,0.903141882,0,0,0,0,0,0,0,0,0,0,0,0,65.6156386,0
3519,Nissewaard,24,52.79234202,21.65255263,26.95234499,0,22.05028571,34.07771429,268.4674286,324.5954286,1,0,1,0.912357616,0,0,0,0,0,0,0,0,0,0,0,0,6.156310733,0
3520,Nissewaard,234,493.4039061,200.6123882,251.5353636,0,1.002285714,2.004571429,2.004571429,5.011428571,1,0,1,0.905977492,0,0,0,0,0,0,0,0,0,0,0,0,58.09545822,0
3521,Nissewaard,345,719.0863451,292.7197298,366.8149592,0,10.02285714,8.018285714,56.128,74.16914286,1,0,1,0.902981608,0,0,0,0,0,0,0,0,0,0,0,0,84.9612525,58.56171429
3522,Nissewaard,112,255.2214056,103.7595313,130.0633242,0,0,7.016,1.002285714,8.018285714,1,0,1,0.906433215,0,0,0,0,0,0,0,0,0,0,0,0,30.01516437,0
3523,Nissewaard,33,83.78589884,33.9508313,42.5773315,0,11.02514286,13.02971429,171.8194286,195.8742857,1,0,1,0.90481747,0,0,0,0,0,0,0,0,0,0,0,0,9.643498686,0
3524,Nissewaard,75,141.9939259,57.91422698,72.49393522,0,33.07542857,2.004571429,74.59771429,109.6777143,1,0,1,0.902404623,0,0,0,0,0,0,0,0,0,0,0,0,16.77418533,0
3525,Nissewaard,185,384.4231126,156.3693789,196.1326593,0,5.011428571,2.004571429,0,7.016,1,0,1,0.903839289,0,0,0,0,0,0,0,0,0,0,0,0,45.20489523,0
3526,Nissewaard,47,83.76000312,34.22434414,42.54953274,0,95.64571429,0,3.006857143,98.65257143,1,0,1,0.910592901,0,0,0,0,0,0,0,0,0,0,0,0,10.02039423,0
3527,Nissewaard,338,616.0278644,250.5829734,314.3288585,0,98.86742857,0,77.60457143,176.472,1,0,1,0.904014378,0,0,0,0,0,0,0,0,0,0,0,0,72.77280472,0
3528,Nissewaard,215,413.4492544,168.220784,211.0730905,0,3.006857143,3.006857143,22.05028571,28.064,1,0,1,0.902713243,0,0,0,0,0,0,0,0,0,0,0,0,48.82885508,0
3529,Nissewaard,274.1428571,689.4693221,258.9864161,331.0788855,0,0,0.989577116,3.958308466,4.947885582,1,0,1,0.906516658,0,0,0,0,0,0,0,0,0,0,0,0,75.22700025,0
3530,Nissewaard,0,0,0,0,0,0,77.60457143,5.011428571,82.616,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531,Nissewaard,72.14285714,158.6954484,63.28752898,80.12879591,0,28.064,74.59771429,0,102.6617143,1,0,1,0.928945936,0,0,0,0,0,0,0,0,0,0,0,0,18.46327464,0
3532,Nissewaard,6,11.80522836,4.770281015,5.988086246,0,0,1.002285714,20.04571429,21.048,1,0,1,0.829416014,0,0,0,0,0,0,0,0,0,0,0,0,1.324791969,0
3533,Nissewaard,259,548.3066433,231.7742734,281.7000087,0,1.002285714,0,12.02742857,13.02971429,1,0,1,0.89538501,0,0,0,0,0,0,0,0,0,0,0,0,66.97256761,0
3534,Nissewaard,268,551.8716287,232.9296949,283.1821381,0,7.016,5.011428571,198.3074286,210.3348571,1,0,1,0.895026535,0,0,0,0,0,0,0,0,0,0,0,0,67.45975556,0
3535,Nissewaard,971,2027.765171,1305.419049,948.8576718,0,15.03428571,5.011428571,30.06857143,50.11428571,1,0,1,0.602173115,0,0,0,0,0,0,0,0,0,0,0,0,145.0383574,0
3536,Nissewaard,1030,2080.278488,876.898241,1067.669091,0,18.80196521,4.947885582,112.6845714,136.4344222,1,0,1,0.893836675,106.2857143,106.2857143,106.2857143,106.2857143,496.5714286,496.5714286,0,0,0,0,0,0,253.2797642,239.3914286
3537,Nissewaard,408,874.3269571,369.8076805,448.7612933,0,151.7737143,6.013714286,13.02971429,170.8171429,1,0,1,0.892841945,0,0,0,0,0,0,0,0,0,0,0,0,106.8001396,0
3538,Nissewaard,0,0,0,0,0,24.05485714,77.60457143,182.8445714,284.504,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3539,Nissewaard,0,0,0,0,0,23.05257143,394.1817143,135.7371429,552.9714286,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3540,Nissewaard,0,0,0,0,0,26.05942857,245.4148571,1304.250286,1575.724571,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3541,Nissewaard,17,38.44814702,14.23008192,18.18053008,0,38.08685714,451.312,170.8171429,660.216,1,0,1,1.229487268,0,0,0,0,0,0,0,0,0,0,0,0,4.682148674,0
3542,Nissewaard,0,0,0,0,0,59.13485714,7.016,335.0468571,401.1977143,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3543,Nissewaard,0,0,0,0,0,71.59085714,75.6,416.232,563.4228571,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3544,Nissewaard,8,20.31173305,7.50323183,9.412686424,0,0,2.968731349,18.80196521,21.77069656,1,0,1,1.244124021,0,0,0,0,0,0,0,0,0,0,0,0,2.480675006,0
3545,Nissewaard,402,862.0931574,350.8945423,439.7732071,355.6365714,1.002285714,16.03657143,63.144,80.18285714,1,0,1,0.903692075,0,0,0,0,0,0,0,0,0,0,0,0,101.6182048,0
3546,Nissewaard,401,897.2684764,364.9566383,457.560907,0,2.004571429,3.006857143,8.018285714,13.02971429,1,0,1,0.903463628,0,0,0,0,0,0,0,0,0,0,0,0,105.754549,0
3547,Nissewaard,393,865.3853148,352.3105494,441.2910777,0,2.004571429,3.006857143,123.7097143,128.7211429,1,0,1,0.90412677,0,0,0,0,0,0,0,0,0,0,0,0,101.9881597,216.3805714
3548,Nissewaard,394,905.2099957,368.2484533,461.6462349,0,0,2.004571429,17.03885714,19.04342857,1,0,1,0.904358172,0,0,0,0,0,0,0,0,0,0,0,0,106.4232441,0
3549,Nissewaard,33.71428571,73.94188841,30.05062046,37.81141952,0,0,0,96.648,96.648,1,0,1,0.602173115,0,0,0,0,0,0,0,0,0,0,0,0,8.812835313,0
3550,Nissewaard,355,675.2221438,281.1342851,343.2297931,0,0.992754266,0.992754266,0,1.985508532,1,0,1,0.894384187,0,0,0,0,0,0,0,0,0,0,0,0,87.8748734,0
3551,Nissewaard,471,922.4247121,380.8956311,469.8504846,0,4.009142857,1.002285714,3.006857143,8.018285714,1,0,1,0.89386745,0,0,0,0,0,0,0,0,0,0,0,0,116.6390267,0
3552,Nissewaard,463,1090.684408,452.6781136,554.7235125,0,2.004571429,6.013714286,2.004571429,10.02285714,1,0,1,0.894264523,0,0,0,0,0,0,0,0,0,0,0,0,139.8726374,0
3553,Nissewaard,185,375.4231126,155.0836646,190.9898021,0,0,0,0,0,1,0,1,0.893079297,0,0,0,0,0,0,0,0,0,0,0,0,47.7763238,0
3554,Nissewaard,0,0,0,0,0,127.7188571,0,53.12114286,180.84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3555,Nissewaard,329,746.1771647,309.4275519,379.703872,0,9.020571429,1.002285714,7.016,17.03885714,1,0,1,0.892441547,0,0,0,0,0,0,0,0,0,0,0,0,95.42847391,350.3777143
3556,Nissewaard,48,112.4418269,46.73367669,57.3332614,0,3.006857143,1.002285714,0,4.009142857,1,0,1,0.891622215,0,0,0,0,0,0,0,0,0,0,0,0,14.45547861,0
3557,Nissewaard,270,627.2352763,260.0912171,319.1781668,0,13.02971429,8.018285714,31.07085714,52.11885714,1,0,1,0.892083002,0,0,0,0,0,0,0,0,0,0,0,0,80.6156386,0
3558,Nissewaard,340,791.6772262,304.7444956,412.039173,0,2.004571429,2.004571429,8.018285714,12.02742857,1,0,1,1.19143171,0,0,0,0,0,0,0,0,0,0,0,0,88.50011633,0
3559,Nissewaard,55,133.6431647,51.1561474,69.53364773,0,2.004571429,0,5.011428571,7.016,1,0,1,1.19435906,0,0,0,0,0,0,0,0,0,0,0,0,15.07249781,0
3560,Nissewaard,293,696.7743659,267.5201515,362.6324974,0,2.004571429,1.002285714,4.009142857,7.016,1,0,1,1.192320905,0,0,0,0,0,0,0,0,0,0,0,0,78.05115067,0
3561,Nissewaard,102,224.6888821,86.66620583,116.7974662,0,0,1.002285714,17.03885714,18.04114286,1,0,1,1.190455926,0,0,0,0,0,0,0,0,0,0,0,0,25.09289204,0
3562,Nissewaard,56,112.6107028,43.95119424,58.60309068,0,0,0,6.013714286,6.013714286,1,0,1,1.19080442,0,0,0,0,0,0,0,0,0,0,0,0,12.65043933,0
3563,Nissewaard,68,144.3640167,56.06318484,74.86497746,0,4.009142857,0,11.02514286,15.03428571,1,0,1,1.185577008,0,0,0,0,0,0,0,0,0,0,0,0,16.15716612,0
3564,Nissewaard,8,19.02601877,7.50323183,9.841257852,0,1.002285714,6.013714286,0,7.016,1,0,1,1.244124021,0,0,0,0,0,0,0,0,0,0,0,0,2.052103578,0
3565,Nissewaard,96,213.3122252,82.32449625,110.8093799,0,0,0,33.07542857,33.07542857,1,0,1,1.19228552,0,0,0,0,0,0,0,0,0,0,0,0,23.76810007,0
3566,Nissewaard,254,574.1832387,221.5133249,298.6385082,0,2.004571429,7.016,39.08914286,48.10971429,1,0,1,1.19122426,0,0,0,0,0,0,0,0,0,0,0,0,64.51143144,192.5588571
3567,Nissewaard,140,298.4553284,115.4494142,154.8648696,0,0,1.002285714,0,1.002285714,1,0,1,1.19435906,0,0,0,0,0,0,0,0,0,0,0,0,33.76895546,0
3568,Nissewaard,187,385.643903,149.6737583,199.9858309,0,18.04114286,7.016,53.12114286,78.17828571,1,0,1,1.192230078,0,0,0,0,0,0,0,0,0,0,0,0,43.7893497,0
3569,Nissewaard,315,720.9173461,298.8683247,366.8745279,0,5.011428571,9.020571429,8.018285714,22.05028571,1,0,1,0.894189455,0,0,0,0,0,0,0,0,0,0,0,0,92.4801498,0
3570,Nissewaard,241,536.4623868,222.177716,272.7357499,0,0,1.002285714,8.018285714,9.020571429,1,0,1,0.89205241,0,0,0,0,0,0,0,0,0,0,0,0,68.56962027,0
3571,Nissewaard,74,130.0263879,53.54775157,66.28163513,0,0,0,0,0,1,0,1,0.887699302,0,0,0,0,0,0,0,0,0,0,0,0,16.19624381,0
3572,Nissewaard,334,727.5862835,301.2599289,370.0510868,0,4.009142857,3.006857143,9.020571429,16.03657143,1,0,1,0.893981333,0,0,0,0,0,0,0,0,0,0,0,0,92.74675293,0
3573,Nissewaard,0,0,0,0,0,0,0,21.048,21.048,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3574,Nissewaard,233,529.436368,219.3887699,269.3230635,0,0,2.004571429,49.112,51.11657143,1,0,1,0.892779126,0,0,0,0,0,0,0,0,0,0,0,0,67.80323098,198.5142857
3575,Nissewaard,422,967.7296328,413.3669076,517.3049231,90.63314286,0,7.016,48.10971429,55.12571429,1,0,1,0.912750704,0,0,0,0,0,0,0,0,0,0,0,0,129.034178,0
3576,Nissewaard,333,756.3330312,323.0363106,404.124501,0,2.004571429,4.009142857,6.013714286,12.02742857,1,0,1,0.91459928,0,0,0,0,0,0,0,0,0,0,0,0,100.74024,0
3577,Nissewaard,461,1047.035046,447.3737342,559.013198,0,1.002285714,4.009142857,28.064,33.07542857,1,0,1,0.913257199,0,0,0,0,0,0,0,0,0,0,0,0,139.1453258,0
3578,Nissewaard,292,580.2353993,245.5822475,307.5630545,0,208.3302857,19.04342857,129.7234286,357.0971429,1,0,1,0.913493802,0,0,0,0,0,0,0,0,0,0,0,0,75.75892344,128.0417143
3579,Nissewaard,152,268.4943566,112.5614048,141.1267563,0,128.7211429,0,6.013714286,134.7348571,1,0,1,0.916722963,0,0,0,0,0,0,0,0,0,0,0,0,34.27568226,0
3580,Nissewaard,200,398.507612,168.7236529,211.3171606,0,0,4.009142857,1.002285714,5.011428571,1,0,1,0.91567528,0,0,0,0,0,0,0,0,0,0,0,0,52.1597323,0
3581,Nissewaard,456,890.3402126,347.1127857,461.5231262,0,0,0,5.011428571,5.011428571,1,0,1,1.191739852,0,0,0,0,0,0,0,0,0,0,0,0,101.1127611,0
3582,Nissewaard,178,399.6503462,137.3754796,210.5037015,0,1.002285714,21.048,3.006857143,25.05714286,1,0,1,1.369934316,0,0,0,0,0,0,0,0,0,0,0,0,43.30216174,0
3583,Nissewaard,548,1174.068,454.3999518,609.6261629,0,0,4.009142857,26.05942857,30.06857143,1,0,1,1.191453077,0,0,0,0,0,0,0,0,0,0,0,0,132.4262379,455.5902857
3584,Nissewaard,269,612.2677382,261.7247417,327.1087239,0,0,1.002285714,19.04342857,20.04571429,1,0,1,0.913899281,0,0,0,0,0,0,0,0,0,0,0,0,81.32341137,0
3585,Nissewaard,474,1088.613041,465.1379145,581.9159563,0,12.02742857,5.011428571,4.009142857,21.048,1,0,1,0.913407509,0,0,0,0,0,0,0,0,0,0,0,0,144.9442798,0
3586,Nissewaard,369,840.8786871,359.3722824,449.0530184,0,2.004571429,1.002285714,8.018285714,11.02514286,1,0,1,0.914380581,0,0,0,0,0,0,0,0,0,0,0,0,112.1175632,0
